CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,WEIGHTDIST,CASEWGT,PSUSTRAT,VERSION
24556,19,10,1-19-2022-010-07,7,1,262,452,182,1604,156,89,100,160,4,2.4,2,4,0,0,57,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,2,295,513,197,2480,171,100,118,185,8,5.3,2,2,0,1,51,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,3,280,481,180,1670,153,83,119,170,6,3.0,2,1,0,0,54,470.6217507,9,7
25353,21,17,1-21-2022-017-06,6,1,265,425,181,1323,157,85,75,999,4,1.6,2,1,0,0,60,1994.058319,11,7
25353,21,17,1-21-2022-017-06,6,2,287,487,189,2015,158,90,110,999,6,4.2,2,2,9,0,54,1994.058319,11,7
25356,26,33,1-26-2022-033-09,9,1,262,472,176,1300,151,96,112,999,4,2.4,2,1,0,0,62,2313.459351,10,7
25356,26,33,1-26-2022-033-09,9,2,276,460,177,1550,151,78,106,999,4,1.8,2,2,0,0,53,2313.459351,10,7
24558,11,2,1-11-2022-002-04,4,1,277,477,189,1694,165,95,105,160,4,2.4,2,4,0,0,57,3217.541874,8,7
24561,24,2,1-24-2022-002-03,3,1,266,459,185,1580,161,91,101,999,4,1.5,2,4,0,0,58,245.7609152,1,7
24561,24,2,1-24-2022-002-03,3,2,282,492,196,1970,169,98,111,158,6,3.5,2,4,0,0,58,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,1,284,511,185,1717,159,101,126,150,6,3.6,2,1,0,1,59,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,2,245,385,167,940,143,80,61,999,3,1.2,2,1,0,0,60,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,3,278,485,199,1967,170,95,113,999,6,3.5,2,4,0,0,55,245.7609152,1,7
24564,73,4,1-73-2022-004-02,2,1,283,489,183,1520,158,98,109,150,4,2.5,2,1,0,0,60,37.3527147,3,7
24568,10,4,1-10-2022-004-06,6,1,365,573,203,2366,174,100,108,190,8,5.3,2,3,0,1,59,667.8438778,4,7
24568,10,4,1-10-2022-004-06,6,2,280,453,202,1766,999,77,95,999,8,5.7,2,2,9,0,99,667.8438778,4,7
24570,28,2,1-28-2022-002-06,6,2,275,476,182,1550,157,96,105,156,4,2.5,2,4,0,0,58,160.2372844,3,7
24575,66,2,1-66-2022-002-01,1,1,356,563,200,2171,172,91,116,165,8,5.6,2,2,0,1,55,149.6238334,6,7
24576,66,3,1-66-2022-003-07,7,1,292,482,194,2211,163,88,102,160,6,3.6,2,3,0,0,53,183.370674,6,7
24577,23,4,1-23-2022-004-03,3,1,330,570,204,2620,173,103,137,180,8,5.3,2,4,0,0,51,535.7106183,5,7
24577,23,4,1-23-2022-004-03,3,2,286,492,192,1794,164,95,112,999,6,3.6,9,1,9,0,57,535.7106183,5,7
24577,23,4,1-23-2022-004-03,3,3,262,456,182,1586,158,92,102,999,4,2.4,9,4,9,0,58,535.7106183,5,7
24578,23,5,1-23-2022-005-08,8,1,365,565,202,2151,167,95,105,180,8,5.3,2,3,0,0,99,658.4613243,5,7
24582,13,3,1-13-2022-003-01,1,1,266,465,176,1488,151,95,104,999,4,2.4,2,1,0,1,60,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,2,270,464,184,1536,159,94,100,160,4,2.5,2,1,0,0,57,91.62746346,7,7
24584,13,5,1-13-2022-005-05,5,1,269,467,181,1497,155,100,99,146,4,2.4,2,1,0,0,61,127.1869728,7,7
24584,13,5,1-13-2022-005-05,5,2,365,573,203,2301,174,100,108,180,8,5.3,2,2,0,0,56,127.1869728,7,7
24584,13,5,1-13-2022-005-05,5,3,999,999,999,9999,999,999,999,999,8,5.3,9,9,9,0,99,127.1869728,7,7
24588,14,3,1-14-2022-003-03,3,1,308,514,195,2044,165,95,111,180,6,3.8,2,1,9,0,55,1056.638073,8,7
24588,14,3,1-14-2022-003-03,3,2,367,592,202,2255,174,101,124,180,8,5.7,2,2,0,0,57,1056.638073,8,7
24591,18,2,1-18-2022-002-05,5,1,302,511,200,2234,171,98,111,999,6,3.6,2,4,9,0,55,54.11806674,6,7
24591,18,2,1-18-2022-002-05,5,2,306,481,184,1624,157,87,88,150,4,2.5,2,1,0,0,55,54.11806674,6,7
24594,27,2,1-27-2022-002-02,2,1,283,489,183,1520,158,98,109,150,4,2.5,2,1,0,0,60,30.8268279,3,7
24596,12,3,1-12-2022-003-04,4,1,283,490,185,1545,161,97,112,160,4,2.5,2,1,9,0,61,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,2,265,453,183,1340,154,89,99,160,4,2.0,2,1,0,0,60,435.868486,9,7
24597,12,4,1-12-2022-004-07,7,1,353,561,200,2363,170,94,113,180,8,5.4,2,2,0,0,57,887.2297662,9,7
24597,12,4,1-12-2022-004-07,7,2,390,598,203,2971,174,100,108,180,8,6.6,2,3,0,0,54,887.2297662,9,7
24597,12,4,1-12-2022-004-07,7,3,313,525,200,2504,173,88,124,999,8,5.6,9,2,9,0,50,887.2297662,9,7
24598,26,2,1-26-2022-002-05,5,1,316,525,190,2215,164,89,120,166,8,4.7,2,9,0,0,53,31.30897636,10,7
24599,26,3,1-26-2022-003-06,6,1,283,492,185,1536,159,97,113,168,4,1.8,2,1,0,0,61,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,2,275,482,184,1614,158,101,108,156,4,2.5,2,4,0,0,57,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,3,281,463,181,1545,156,78,104,160,4,2.0,9,9,9,0,50,395.26113,10,7
24602,21,1,1-21-2022-001-03,3,1,283,489,183,1520,158,98,109,999,4,2.5,2,1,9,0,60,497.8804135,11,7
24604,20,2,1-20-2022-002-03,3,1,303,505,200,2022,170,86,117,999,4,2.3,2,2,9,0,50,83.20002265,11,7
24605,20,3,1-20-2022-003-02,2,1,294,492,185,1795,161,84,114,150,4,2.0,2,2,0,1,54,31.9626892,11,7
24605,20,3,1-20-2022-003-02,2,2,272,458,181,1675,155,89,97,150,5,2.5,2,1,0,0,59,31.9626892,11,7
24608,76,1,1-76-2022-001-03,3,1,256,425,178,1476,154,93,76,999,4,1.4,2,4,0,0,60,21.45627751,3,7
24608,76,1,1-76-2022-001-03,3,2,290,538,199,1900,162,108,139,999,8,4.6,2,2,9,0,56,21.45627751,3,7
24611,31,3,1-31-2022-003-07,7,1,291,538,199,1722,164,108,139,155,8,4.6,2,2,0,0,56,269.7339922,6,7
24611,31,3,1-31-2022-003-07,7,2,272,478,192,1681,162,95,112,144,8,5.0,1,2,0,1,54,269.7339922,6,7
24613,31,2,1-31-2022-002-09,9,1,302,513,201,2168,171,100,112,150,6,3.6,2,1,0,0,55,208.6732651,6,7
24617,20,5,1-20-2022-005-04,4,1,267,448,186,1631,161,91,90,999,6,2.4,2,1,9,0,59,415.7410607,11,7
24617,20,5,1-20-2022-005-04,4,2,260,446,170,1132,148,83,103,999,4,1.6,1,1,9,0,59,415.7410607,11,7
24621,16,3,1-16-2022-003-01,1,2,270,468,189,1871,162,95,104,152,6,3.3,2,1,0,0,57,79.23916321,5,7
24624,77,3,1-77-2022-003-02,2,1,266,456,185,1560,157,90,100,150,4,2.5,2,1,0,0,58,97.45773006,9,7
24624,77,3,1-77-2022-003-02,2,2,367,592,202,2255,174,101,124,180,6,3.6,2,2,0,1,57,97.45773006,9,7
24625,77,4,1-77-2022-004-05,5,1,266,456,185,1615,157,90,100,160,4,2.5,2,4,0,0,58,228.0387703,9,7
24627,23,7,1-23-2022-007-09,9,1,302,511,200,2234,171,98,111,170,6,3.6,2,4,0,0,55,1025.604042,5,7
24628,59,4,1-59-2022-004-05,5,1,264,444,186,1432,162,89,90,168,99,2.4,2,1,0,1,58,68.53520369,6,7
24630,54,5,1-54-2022-005-10,10,1,285,487,179,1551,153,99,103,155,6,3.6,2,1,0,0,59,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,2,270,442,180,1377,155,92,81,170,4,2.5,1,1,0,0,62,962.3069321,9,7
24631,54,6,1-54-2022-006-07,7,1,282,468,193,1852,166,92,94,170,6,3.5,2,1,0,0,58,161.6619254,9,7
24631,54,6,1-54-2022-006-07,7,2,285,480,179,1507,154,102,94,150,4,2.4,2,1,0,0,62,161.6619254,9,7
24634,19,11,1-19-2022-011-05,5,1,270,467,180,1250,156,98,99,150,4,1.4,2,1,0,0,61,37.27910038,9,7
24635,19,12,1-19-2022-012-08,8,1,296,505,200,2190,166,94,115,999,8,4.8,2,2,9,0,52,72.09721117,9,7
24636,19,13,1-19-2022-013-04,4,1,270,464,184,1536,159,94,100,999,4,2.5,2,1,9,0,99,269.4532853,9,7
24636,19,13,1-19-2022-013-04,4,2,270,463,188,1312,156,89,104,150,4,2.0,2,1,0,0,62,269.4532853,9,7
24637,19,14,1-19-2022-014-06,6,1,302,513,201,2152,171,100,112,190,6,3.6,2,1,0,0,55,156.2577963,9,7
24637,19,14,1-19-2022-014-06,6,2,357,574,201,2336,173,102,116,190,8,5.7,2,3,0,1,57,156.2577963,9,7
24638,11,3,1-11-2022-003-06,6,1,287,494,188,1940,161,90,117,160,8,4.7,2,2,0,1,51,2831.781528,8,7
24638,11,3,1-11-2022-003-06,6,2,290,501,196,1987,167,100,111,999,6,3.5,2,3,9,0,54,2831.781528,8,7
24639,11,4,1-11-2022-004-06,6,1,305,505,191,2047,163,92,108,160,6,3.6,2,4,0,0,54,2831.781528,8,7
24642,13,6,1-13-2022-006-02,2,1,287,513,189,1653,165,105,123,160,6,3.5,2,1,0,1,61,46.16961345,7,7
24642,13,6,1-13-2022-006-02,2,2,267,470,181,1545,154,99,104,999,4,2.0,2,1,9,0,56,46.16961345,7,7
24644,13,8,1-13-2022-008-03,3,1,265,439,180,1516,156,92,84,140,4,2.5,2,4,0,0,60,1132.6352,7,7
24644,13,8,1-13-2022-008-03,3,2,277,479,190,1729,165,94,108,170,4,2.5,2,4,0,0,57,1132.6352,7,7
24645,13,9,1-13-2022-009-01,1,1,260,425,164,1400,152,87,78,146,4,2.4,2,1,0,0,63,150.2299772,7,7
24647,25,5,1-25-2022-005-09,9,1,262,452,182,1604,156,89,100,999,4,2.4,2,3,0,0,57,1008.508535,2,7
24648,52,4,1-52-2022-004-06,6,1,278,486,185,1496,158,96,112,166,4,2.4,2,1,0,0,61,106.4450739,12,7
24650,28,3,1-28-2022-003-06,6,1,274,484,186,1683,159,102,108,144,4,2.0,2,1,0,0,58,40.33582204,3,7
25356,26,33,1-26-2022-033-09,9,3,263,435,180,1476,155,88,86,999,4,2.0,2,1,9,0,59,2313.459351,10,7
25359,26,36,1-26-2022-036-10,10,1,299,547,199,1982,164,107,141,999,8,4.6,9,9,9,0,54,11567.20996,10,7
25370,22,4,1-22-2022-004-07,7,1,310,514,169,1483,150,82,122,999,4,2.7,2,2,0,0,58,81.80500372,12,7
25370,22,4,1-22-2022-004-07,7,2,263,445,178,1410,153,97,85,150,4,2.0,2,4,0,0,59,81.80500372,12,7
25373,16,22,1-16-2022-022-03,3,1,285,475,177,1681,153,82,110,148,6,3.7,2,4,0,0,53,718.5385074,5,7
25373,16,22,1-16-2022-022-03,3,2,270,463,188,1252,156,89,104,152,4,2.0,2,1,0,0,61,718.5385074,5,7
25376,20,51,1-20-2022-051-06,6,1,284,469,181,1625,158,79,106,142,4,2.0,2,4,0,0,55,209.3688973,11,7
25382,59,18,1-59-2022-018-04,4,1,288,469,185,1730,160,84,98,160,98,98.0,3,4,0,0,48,354.8805844,6,7
25382,59,18,1-59-2022-018-04,4,2,326,541,191,2060,167,95,122,999,8,4.7,2,3,9,0,99,354.8805844,6,7
25390,19,47,1-19-2022-047-04,4,1,299,518,200,2579,170,97,122,180,8,4.6,2,2,0,1,50,312.8063678,9,7
25390,19,47,1-19-2022-047-04,4,2,262,447,192,1527,161,93,92,136,4,2.0,2,2,0,0,50,312.8063678,9,7
25393,11,21,1-11-2022-021-04,4,1,266,460,185,1610,157,94,100,150,4,2.5,2,4,0,0,58,648.4217317,8,7
25393,11,21,1-11-2022-021-04,4,2,272,469,183,1760,157,93,106,999,6,3.3,2,3,9,0,58,648.4217317,8,7
25396,10,48,1-10-2022-048-03,3,1,311,523,188,1808,162,88,125,152,6,3.0,2,4,0,0,50,164.7913085,4,7
25399,24,43,1-24-2022-043-04,4,1,283,489,192,1787,164,105,102,156,6,3.5,2,4,0,0,59,507.8955788,1,7
27995,52,163,1-52-2022-163-09,9,3,270,443,185,2185,161,86,87,999,98,98.0,3,4,9,0,99,130.3297247,12,7
27995,52,163,1-52-2022-163-09,9,1,276,507,185,1537,156,106,126,154,6,3.0,2,1,0,1,64,130.3297247,12,7
27995,52,163,1-52-2022-163-09,9,2,296,520,173,1412,139,90,134,148,4,2.2,2,2,0,0,59,130.3297247,12,7
27998,14,93,1-14-2022-093-05,5,1,270,462,186,1669,157,100,93,999,6,3.2,2,1,9,0,57,230.5692592,8,7
27998,14,93,1-14-2022-093-05,5,2,298,493,196,1698,161,92,103,999,6,4.3,9,2,9,0,99,230.5692592,8,7
27998,14,93,1-14-2022-093-05,5,3,320,522,185,1715,157,79,123,999,4,2.5,2,2,9,0,57,230.5692592,8,7
28001,11,88,1-11-2022-088-02,2,2,305,505,191,1797,163,92,108,160,6,3.6,2,2,0,0,52,108.4377974,8,7
28001,11,88,1-11-2022-088-02,2,1,262,449,174,1202,153,88,99,142,4,1.6,2,1,0,0,61,108.4377974,8,7
28004,13,123,1-13-2022-123-10,10,1,368,584,203,2081,172,96,120,999,8,5.0,9,3,9,0,58,19483.8744,7,7
28004,13,123,1-13-2022-123-10,10,2,302,523,200,2502,169,100,121,999,8,5.4,9,2,9,0,50,19483.8744,7,7
28015,19,164,1-19-2022-164-01,1,1,299,518,200,2524,170,97,122,180,8,5.4,2,3,0,0,50,62.15501969,9,7
28018,10,177,1-10-2022-177-06,6,2,278,487,183,1451,159,97,112,148,4,2.5,2,1,0,0,60,82.83370638,4,7
28018,10,177,1-10-2022-177-06,6,1,286,478,184,1706,158,95,97,999,4,2.4,2,1,9,0,57,82.83370638,4,7
24651,28,4,1-28-2022-004-07,7,1,431,652,202,3090,175,100,121,170,6,6.7,2,3,0,0,57,131.0935584,3,7
24651,28,4,1-28-2022-004-07,7,2,368,584,203,2081,172,96,120,180,6,3.5,2,3,0,1,58,131.0935584,3,7
24653,10,8,1-10-2022-008-08,8,1,282,501,185,1615,157,100,120,160,6,3.5,2,1,0,1,61,886.5323702,4,7
24654,66,4,1-66-2022-004-10,10,1,277,489,185,1539,159,102,108,146,6,3.6,2,1,0,0,56,829.1701173,6,7
24656,16,4,1-16-2022-004-06,6,1,280,487,184,1439,155,91,114,148,4,1.8,2,1,0,0,60,905.5803078,5,7
24657,16,5,1-16-2022-005-06,6,1,280,484,183,1484,160,97,108,149,4,2.4,2,1,0,0,60,905.5803078,5,7
24657,16,5,1-16-2022-005-06,6,2,284,513,185,1812,159,103,126,145,6,3.6,2,1,0,0,59,905.5803078,5,7
24658,14,4,1-14-2022-004-05,5,1,276,459,178,1620,150,78,106,160,6,3.0,2,2,0,0,50,270.3763069,8,7
24659,14,5,1-14-2022-005-04,4,1,262,447,175,1220,151,89,94,150,4,1.8,1,1,0,0,61,4594.861858,8,7
24659,14,5,1-14-2022-005-04,4,2,292,482,194,2211,163,88,102,180,6,3.0,2,3,0,0,53,4594.861858,8,7
24662,27,3,1-27-2022-003-04,4,1,309,519,202,2051,174,97,113,180,6,3.6,2,1,0,0,55,204.4118436,3,7
24664,24,6,1-24-2022-006-09,9,1,299,518,200,2579,170,97,122,999,8,5.4,9,9,9,0,50,525.9108341,1,7
24665,32,7,1-32-2022-007-02,2,1,324,539,190,1857,161,93,121,156,4,2.7,2,2,0,0,58,88.13967607,7,7
24667,73,6,1-73-2022-006-10,10,1,280,486,179,1378,155,96,111,160,4,2.5,2,1,0,0,62,1763.736959,3,7
24668,31,4,1-31-2022-004-09,9,1,287,487,189,2115,158,90,110,999,6,4.2,9,9,9,0,54,203.8830239,6,7
24670,12,5,1-12-2022-005-03,3,1,278,487,183,1420,159,97,112,164,4,2.5,2,1,0,0,60,344.08721,9,7
24670,12,5,1-12-2022-005-03,3,2,269,459,185,1528,161,92,99,164,4,2.5,2,1,0,0,57,344.08721,9,7
24670,12,5,1-12-2022-005-03,3,3,334,558,195,2282,161,92,134,999,8,5.7,9,2,9,0,99,344.08721,9,7
24671,12,6,1-12-2022-006-03,3,1,255,431,167,975,144,80,97,154,3,1.2,2,1,0,1,58,344.08721,9,7
24671,12,6,1-12-2022-006-03,3,2,270,464,178,1290,152,97,98,156,4,1.8,2,1,0,0,61,344.08721,9,7
24674,33,1,1-33-2022-001-04,4,1,280,484,183,1468,159,97,108,999,4,2.4,1,9,9,0,60,305.8306541,12,7
24674,33,1,1-33-2022-001-04,4,2,284,490,186,1544,163,98,110,150,4,1.6,2,1,0,0,99,305.8306541,12,7
24676,20,7,1-20-2022-007-08,8,1,267,483,181,1423,154,100,118,999,6,3.3,9,1,9,0,59,38.68429916,11,7
24676,20,7,1-20-2022-007-08,8,2,271,461,182,1578,155,94,94,999,8,5.3,2,4,9,0,57,38.68429916,11,7
24677,20,8,1-20-2022-008-07,7,1,269,465,180,1495,155,98,98,144,4,2.5,2,1,0,0,59,126.2712498,11,7
24677,20,8,1-20-2022-008-07,7,2,282,482,197,2115,166,84,117,999,6,4.3,2,4,9,0,99,126.2712498,11,7
24678,20,9,1-20-2022-009-09,9,1,359,555,195,1995,161,92,103,160,8,5.7,2,2,0,0,99,100.2831706,11,7
24678,20,9,1-20-2022-009-09,9,2,283,482,197,1983,166,84,116,999,6,4.3,2,2,9,0,53,100.2831706,11,7
24678,20,9,1-20-2022-009-09,9,3,266,459,185,1502,161,91,101,999,4,2.4,2,1,9,0,58,100.2831706,11,7
24679,26,5,1-26-2022-005-05,5,1,306,512,199,2002,175,97,111,151,6,3.3,2,9,9,0,57,97.17160921,10,7
24680,26,6,1-26-2022-006-03,3,1,300,513,193,2027,167,97,114,175,6,3.5,2,1,9,0,54,491.9741284,10,7
24680,26,6,1-26-2022-006-03,3,2,281,486,186,1463,159,97,109,160,4,2.4,2,1,9,0,61,491.9741284,10,7
24682,21,3,1-21-2022-003-09,9,1,268,476,178,1384,153,98,110,148,4,3.0,2,1,0,0,62,4231.942815,11,7
24682,21,3,1-21-2022-003-09,9,2,330,557,200,2163,167,96,133,999,8,5.3,2,2,9,0,99,4231.942815,11,7
24687,30,4,1-30-2022-004-04,4,1,270,464,176,1315,152,94,100,999,4,1.8,9,1,9,0,61,906.6104756,10,7
24687,30,4,1-30-2022-004-04,4,2,264,441,176,1428,151,88,89,999,4,2.0,9,1,9,0,56,906.6104756,10,7
24688,30,5,1-30-2022-005-04,4,1,265,436,178,1335,156,92,79,160,4,2.0,2,1,0,0,99,906.6104756,10,7
24690,76,6,1-76-2022-006-09,9,1,266,455,186,1658,155,87,102,160,6,3.5,2,3,0,0,57,24.70295421,3,7
24693,17,6,1-17-2022-006-04,4,1,365,565,202,1980,167,95,105,180,8,4.8,2,2,0,1,99,178.0678025,4,7
24693,17,6,1-17-2022-006-04,4,2,305,504,191,1785,162,89,110,176,6,3.6,2,2,0,0,56,178.0678025,4,7
24694,32,8,1-32-2022-008-10,10,1,365,570,203,2408,173,100,105,170,8,5.3,2,3,0,1,59,19684.67158,7,7
24694,32,8,1-32-2022-008-10,10,2,274,487,185,1625,158,99,114,154,4,2.5,2,1,0,1,60,19684.67158,7,7
24696,20,10,1-20-2022-010-10,10,1,273,485,182,1440,154,99,114,142,4,2.4,2,1,0,1,62,635.3536002,11,7
24696,20,10,1-20-2022-010-10,10,2,292,482,193,2180,166,89,101,999,6,3.0,2,4,9,0,52,635.3536002,11,7
24704,77,6,1-77-2022-006-05,5,1,368,581,200,2574,170,98,116,180,8,99.0,2,3,0,1,56,140.982131,9,7
24705,59,6,1-59-2022-006-03,3,2,270,463,184,1550,160,93,100,165,4,2.5,2,4,0,0,57,1205.549321,6,7
24707,12,8,1-12-2022-008-09,9,1,308,514,200,2115,166,95,111,180,6,3.6,2,1,0,1,56,453.1626508,9,7
24708,22,1,1-22-2022-001-06,6,1,289,489,183,1926,158,100,100,999,6,3.6,2,4,0,0,56,64.70837506,12,7
24708,22,1,1-22-2022-001-06,6,2,365,565,199,2105,167,95,105,999,8,5.3,2,3,0,0,99,64.70837506,12,7
24710,17,8,1-17-2022-008-06,6,1,308,514,200,2050,166,96,111,185,6,3.6,2,1,0,0,56,195.3679575,4,7
24711,19,15,1-19-2022-015-09,9,1,277,481,182,1441,159,96,108,170,4,2.5,2,1,0,1,60,330.1844052,9,7
24717,11,5,1-11-2022-005-03,3,1,307,519,200,1978,171,102,111,160,6,3.6,2,1,0,0,58,789.1376295,8,7
24717,11,5,1-11-2022-005-03,3,2,270,463,184,1610,160,93,100,999,4,2.5,2,4,9,0,57,789.1376295,8,7
24718,11,6,1-11-2022-006-07,7,1,274,487,185,1602,158,99,114,150,4,2.5,2,1,0,0,60,6730.657967,8,7
24721,10,10,1-10-2022-010-06,6,1,267,464,180,1600,154,97,109,999,4,3.0,2,1,9,0,55,431.3081072,4,7
24721,10,10,1-10-2022-010-06,6,2,275,490,181,1575,160,105,110,160,4,2.4,2,1,9,0,60,431.3081072,4,7
24721,10,10,1-10-2022-010-06,6,3,282,483,191,1940,162,104,99,999,6,3.6,2,1,9,0,59,431.3081072,4,7
24722,66,6,1-66-2022-006-09,9,1,304,501,188,1750,160,88,109,150,6,2.7,2,2,0,0,51,135.4934933,6,7
24723,66,7,1-66-2022-007-10,10,1,277,485,182,1542,157,102,106,143,4,2.4,2,1,0,0,62,208.9379154,6,7
24724,10,11,1-10-2022-011-04,4,1,281,486,187,1475,162,97,108,999,4,2.0,2,1,9,0,61,581.3828065,4,7
24727,28,5,1-28-2022-005-09,9,1,287,487,189,2060,158,90,110,158,6,4.2,2,3,0,1,54,341.196241,3,7
24728,73,7,1-73-2022-007-06,6,1,266,459,185,1580,161,91,101,160,4,1.5,2,4,0,0,58,59.2767779,3,7
24728,73,7,1-73-2022-007-06,6,2,408,624,202,2961,174,102,114,999,8,4.7,9,3,9,0,57,59.2767779,3,7
24730,52,6,1-52-2022-006-09,9,2,299,494,195,1790,161,92,103,184,8,5.7,2,3,0,0,99,40.35365185,12,7
