CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,FIRE,FIREORGIN,CASEWGT,PSUSTRAT,VERSION
25783,11,28,1-11-2022-028-04,4,1,0,0,3960.929423,8,7
25784,11,29,1-11-2022-029-06,6,1,0,0,2830.224542,8,7
25785,24,63,1-24-2022-063-04,4,1,0,0,717.0121297,1,7
25786,24,64,1-24-2022-064-06,6,1,0,0,423.5201836,1,7
25787,24,65,1-24-2022-065-05,5,1,0,0,57.93533208,1,7
25788,24,66,1-24-2022-066-03,3,2,0,0,169.8485107,1,7
25789,14,36,1-14-2022-036-02,2,1,0,0,154.7892079,8,7
25789,14,36,1-14-2022-036-02,2,2,0,0,154.7892079,8,7
25790,14,37,1-14-2022-037-04,4,2,0,0,7652.559535,8,7
25791,52,53,1-52-2022-053-10,10,1,0,0,1364.109854,12,7
25792,52,54,1-52-2022-054-09,9,1,0,0,209.0257075,12,7
25793,52,55,1-52-2022-055-06,6,1,0,0,85.47196677,12,7
25793,52,55,1-52-2022-055-06,6,2,0,0,85.47196677,12,7
25794,52,56,1-52-2022-056-09,9,1,0,0,209.0257075,12,7
25794,52,56,1-52-2022-056-09,9,2,0,0,209.0257075,12,7
25795,28,35,1-28-2022-035-04,4,1,0,0,134.051981,3,7
25796,28,36,1-28-2022-036-07,7,1,0,0,146.9731878,3,7
25797,10,65,1-10-2022-065-03,3,1,0,0,418.7194084,4,7
25797,10,65,1-10-2022-065-03,3,2,0,0,418.7194084,4,7
25798,10,66,1-10-2022-066-10,10,1,0,0,7365.386976,4,7
25799,10,67,1-10-2022-067-05,5,1,0,0,128.3260502,4,7
25800,10,68,1-10-2022-068-05,5,1,0,0,128.3260502,4,7
25801,25,28,1-25-2022-028-03,3,1,0,0,224.7629536,2,7
25801,25,28,1-25-2022-028-03,3,2,0,0,224.7629536,2,7
27597,52,149,1-52-2022-149-06,6,1,0,0,141.7349591,12,7
27598,52,150,1-52-2022-150-04,4,1,0,0,254.2362658,12,7
27598,52,150,1-52-2022-150-04,4,2,0,0,254.2362658,12,7
27599,52,151,1-52-2022-151-03,3,2,0,0,62.24779613,12,7
27601,25,98,1-25-2022-098-03,3,1,0,0,183.8256214,2,7
27602,23,40,1-23-2022-040-06,6,1,0,0,2111.436577,5,7
27603,14,82,1-14-2022-082-02,2,1,0,0,196.2995405,8,7
27603,14,82,1-14-2022-082-02,2,2,0,0,196.2995405,8,7
27604,14,83,1-14-2022-083-02,2,1,0,0,196.2995405,8,7
27605,16,97,1-16-2022-097-03,3,2,0,0,471.6769347,5,7
27606,16,98,1-16-2022-098-03,3,1,0,0,471.6769347,5,7
27607,28,86,1-28-2022-086-03,3,1,0,0,68.25559441,3,7
27608,28,87,1-28-2022-087-04,4,1,0,0,262.6461472,3,7
27609,10,164,1-10-2022-164-03,3,1,0,0,328.3293317,4,7
27610,10,165,1-10-2022-165-05,5,1,0,0,60.44956723,4,7
27610,10,165,1-10-2022-165-05,5,2,0,0,60.44956723,4,7
27613,18,89,1-18-2022-089-07,7,1,0,0,684.9548635,6,7
27613,18,89,1-18-2022-089-07,7,2,0,0,684.9548635,6,7
27615,32,63,1-32-2022-063-06,6,1,0,0,8652.05387,7,7
27616,13,112,1-13-2022-112-03,3,1,0,0,1535.254059,7,7
27618,11,74,1-11-2022-074-04,4,1,0,0,2057.790688,8,7
27619,66,92,1-66-2022-092-03,3,1,0,0,127.8599504,6,7
27620,66,93,1-66-2022-093-06,6,1,0,0,170.074124,6,7
27621,73,101,1-73-2022-101-09,9,1,0,0,232.3479585,3,7
27622,73,102,1-73-2022-102-08,8,1,0,0,41.38892718,3,7
27623,73,103,1-73-2022-103-06,6,1,0,0,89.70308904,3,7
27624,33,33,1-33-2022-033-05,5,1,0,0,30.51190713,12,7
27626,15,58,1-15-2022-058-03,3,1,0,0,63.41067678,1,7
27628,20,200,1-20-2022-200-03,3,1,0,0,328.5158969,11,7
27629,27,79,1-27-2022-079-08,8,2,0,0,29.4245023,3,7
27629,27,79,1-27-2022-079-08,8,1,0,0,29.4245023,3,7
27630,27,80,1-27-2022-080-04,4,1,0,0,118.8509824,3,7
27631,21,57,1-21-2022-057-02,2,1,0,0,220.8298646,11,7
27632,22,33,1-22-2022-033-09,9,1,0,0,942.1360789,12,7
27633,29,34,1-29-2022-034-03,3,1,0,0,1353.2875,2,7
27637,30,97,1-30-2022-097-03,3,1,0,0,414.6080511,10,7
27638,30,96,1-30-2022-096-03,3,1,0,0,414.6080511,10,7
27641,31,78,1-31-2022-078-07,7,1,0,0,208.9861084,6,7
27642,31,79,1-31-2022-079-10,10,1,0,0,317.610847,6,7
27643,18,91,1-18-2022-091-04,4,1,0,0,431.3422479,6,7
27645,48,35,1-48-2022-035-03,3,1,0,0,151.4237361,12,7
27646,48,36,1-48-2022-036-04,4,2,0,0,575.4167894,12,7
27647,77,89,1-77-2022-089-04,4,2,0,0,994.9607461,9,7
27648,77,90,1-77-2022-090-03,3,1,0,0,264.9638577,9,7
27648,77,90,1-77-2022-090-03,3,3,0,0,264.9638577,9,7
27649,54,84,1-54-2022-084-09,9,1,0,0,495.8369809,9,7
27650,54,85,1-54-2022-085-07,7,1,0,0,640.9258431,9,7
27650,54,85,1-54-2022-085-07,7,2,0,0,640.9258431,9,7
27651,59,81,1-59-2022-081-07,7,1,0,0,601.0252605,6,7
27652,59,82,1-59-2022-082-03,3,1,0,0,87.14894569,6,7
27652,59,82,1-59-2022-082-03,3,2,0,0,87.14894569,6,7
27653,59,83,1-59-2022-083-06,6,1,0,0,198.4335675,6,7
25802,25,29,1-25-2022-029-03,3,1,0,0,224.7629535,2,7
25802,25,29,1-25-2022-029-03,3,2,0,0,224.7629535,2,7
25803,13,65,1-13-2022-065-06,6,1,0,0,1420.042616,7,7
25803,13,65,1-13-2022-065-06,6,2,0,0,1420.042616,7,7
25805,13,67,1-13-2022-067-05,5,1,0,0,113.2077347,7,7
25806,13,68,1-13-2022-068-05,5,1,0,0,113.2077347,7,7
25806,13,68,1-13-2022-068-05,5,2,0,0,113.2077347,7,7
25807,73,40,1-73-2022-040-06,6,2,0,0,82.88935897,3,7
25808,73,41,1-73-2022-041-07,7,1,0,0,277.5230835,3,7
25809,32,44,1-32-2022-044-05,5,1,0,0,468.1751928,7,7
25810,32,45,1-32-2022-045-03,3,2,0,0,2542.874253,7,7
27655,17,109,1-17-2022-109-09,9,1,0,0,456.1657242,4,7
27656,17,110,1-17-2022-110-07,7,1,0,0,873.3801641,4,7
27657,12,61,1-12-2022-061-03,3,1,0,0,282.0476298,9,7
27658,12,62,1-12-2022-062-09,9,1,0,0,1556.964594,9,7
27665,11,77,1-11-2022-077-06,6,1,0,0,1577.681856,8,7
27665,11,77,1-11-2022-077-06,6,2,0,0,1577.681856,8,7
27666,52,152,1-52-2022-152-09,9,1,0,0,584.6495506,12,7
27666,52,152,1-52-2022-152-09,9,2,0,0,584.6495506,12,7
27667,52,153,1-52-2022-153-05,5,1,0,0,14.69024848,12,7
27667,52,153,1-52-2022-153-05,5,2,0,0,14.69024848,12,7
27668,14,84,1-14-2022-084-07,7,2,0,0,8648.617979,8,7
27669,14,85,1-14-2022-085-02,2,1,0,0,154.7892079,8,7
27669,14,85,1-14-2022-085-02,2,2,0,0,154.7892079,8,7
25813,16,35,1-16-2022-035-09,9,1,0,0,1307.20841,5,7
25815,18,36,1-18-2022-036-03,3,1,0,0,125.8673834,6,7
25815,18,36,1-18-2022-036-03,3,2,0,0,125.8673834,6,7
25816,18,37,1-18-2022-037-07,7,1,0,0,963.1673708,6,7
25818,20,75,1-20-2022-075-01,1,1,0,0,36.98580048,11,7
25820,20,77,1-20-2022-077-03,3,1,0,0,55.03962506,11,7
25820,20,77,1-20-2022-077-03,3,2,0,0,55.03962506,11,7
25822,27,34,1-27-2022-034-05,5,1,0,0,13.2679623,3,7
25822,27,34,1-27-2022-034-05,5,2,0,0,13.2679623,3,7
25822,27,34,1-27-2022-034-05,5,3,0,0,13.2679623,3,7
25823,27,35,1-27-2022-035-04,4,1,0,0,192.1736715,3,7
25823,27,35,1-27-2022-035-04,4,2,0,0,192.1736715,3,7
25824,21,29,1-21-2022-029-02,2,1,0,0,52.34433849,11,7
25825,21,30,1-21-2022-030-01,1,1,0,0,98.34972799,11,7
25825,21,30,1-21-2022-030-01,1,2,0,0,98.34972799,11,7
25826,26,57,1-26-2022-057-03,3,1,0,0,276.1004282,10,7
25826,26,57,1-26-2022-057-03,3,2,0,0,276.1004282,10,7
25827,26,58,1-26-2022-058-03,3,1,0,0,276.1004282,10,7
25827,26,58,1-26-2022-058-03,3,2,0,0,276.1004282,10,7
25828,26,59,1-26-2022-059-02,2,1,0,0,23.93090457,10,7
25829,26,60,1-26-2022-060-05,5,1,0,0,54.53360527,10,7
25830,76,39,1-76-2022-039-04,4,1,0,0,41.89134602,3,7
25831,76,40,1-76-2022-040-06,6,1,0,0,31.89515656,3,7
25832,30,40,1-30-2022-040-03,3,1,0,0,393.4374749,10,7
25832,30,40,1-30-2022-040-03,3,2,0,0,393.4374749,10,7
25834,20,79,1-20-2022-079-04,4,1,0,0,275.0267532,11,7
25839,16,37,1-16-2022-037-03,3,3,0,0,307.4268338,5,7
25844,77,40,1-77-2022-040-06,6,1,0,0,1544.747596,9,7
25844,77,40,1-77-2022-040-06,6,2,0,0,1544.747596,9,7
25845,77,41,1-77-2022-041-03,3,1,0,0,678.4291894,9,7
25845,77,41,1-77-2022-041-03,3,2,0,0,678.4291894,9,7
25846,54,41,1-54-2022-041-03,3,1,0,0,283.9665992,9,7
25847,54,42,1-54-2022-042-03,3,2,0,0,283.9665992,9,7
25848,59,26,1-59-2022-026-03,3,1,0,0,435.0236029,6,7
25849,59,27,1-59-2022-027-03,3,1,0,0,435.0236029,6,7
25849,59,27,1-59-2022-027-03,3,2,0,0,435.0236029,6,7
25851,17,39,1-17-2022-039-08,8,1,0,0,159.7803865,4,7
25852,17,40,1-17-2022-040-07,7,1,0,0,864.2316628,4,7
25853,19,70,1-19-2022-070-08,8,1,0,0,92.02226544,9,7
25853,19,70,1-19-2022-070-08,8,2,0,0,92.02226544,9,7
25854,19,71,1-19-2022-071-09,9,2,0,0,458.5389941,9,7
25855,19,72,1-19-2022-072-06,6,1,0,0,199.4417839,9,7
25855,19,72,1-19-2022-072-06,6,2,0,0,199.4417839,9,7
25856,19,73,1-19-2022-073-03,3,2,0,0,87.59173871,9,7
25858,25,30,1-25-2022-030-03,3,1,0,0,65.35802692,2,7
25858,25,30,1-25-2022-030-03,3,2,0,0,65.35802692,2,7
25859,25,31,1-25-2022-031-07,7,1,0,0,562.2273593,2,7
25861,24,67,1-24-2022-067-06,6,1,0,0,264.7261946,1,7
25861,24,67,1-24-2022-067-06,6,2,0,0,264.7261946,1,7
25862,24,68,1-24-2022-068-03,3,1,0,0,123.2321468,1,7
25862,24,68,1-24-2022-068-03,3,2,0,0,123.2321468,1,7
25863,24,69,1-24-2022-069-07,7,1,0,0,875.7370312,1,7
25864,14,38,1-14-2022-038-03,3,1,0,0,1776.227517,8,7
25864,14,38,1-14-2022-038-03,3,2,0,0,1776.227517,8,7
25865,14,39,1-14-2022-039-01,1,1,2,4,235.5944962,8,7
25866,52,57,1-52-2022-057-03,3,1,0,0,20.16576703,12,7
25867,52,58,1-52-2022-058-07,7,1,0,0,145.1485233,12,7
25868,52,59,1-52-2022-059-03,3,1,0,0,20.16576703,12,7
25868,52,59,1-52-2022-059-03,3,2,0,0,20.16576703,12,7
27801,14,89,1-14-2022-089-02,2,2,0,0,154.7892079,8,7
27801,14,89,1-14-2022-089-02,2,1,0,0,154.7892079,8,7
27803,13,117,1-13-2022-117-03,3,2,0,0,467.1181803,7,7
27804,16,103,1-16-2022-103-03,3,1,0,0,430.0218942,5,7
27805,16,104,1-16-2022-104-10,10,1,0,0,6764.674805,5,7
27806,23,43,1-23-2022-043-06,6,1,0,0,2017.110785,5,7
27806,23,43,1-23-2022-043-06,6,2,0,0,2017.110785,5,7
27807,25,105,1-25-2022-105-07,7,1,0,0,3393.63249,2,7
27808,25,106,1-25-2022-106-07,7,1,0,0,3393.63249,2,7
27808,25,106,1-25-2022-106-07,7,2,0,0,3393.63249,2,7
27809,25,107,1-25-2022-107-01,1,1,0,0,52.32609353,2,7
27810,27,85,1-27-2022-085-03,3,1,0,0,105.0293824,3,7
27811,27,86,1-27-2022-086-03,3,1,0,0,105.0293823,3,7
27812,52,156,1-52-2022-156-09,9,2,0,0,134.1236839,12,7
27813,52,157,1-52-2022-157-09,9,2,0,0,134.1236839,12,7
27814,52,158,1-52-2022-158-04,4,2,0,0,98.37618735,12,7
27815,10,170,1-10-2022-170-02,2,2,0,0,28.90618537,4,7
27816,10,171,1-10-2022-171-06,6,1,0,0,1360.069197,4,7
27817,66,98,1-66-2022-098-09,9,1,0,0,848.8906542,6,7
27819,18,97,1-18-2022-097-03,3,1,0,0,211.4345316,6,7
25869,52,60,1-52-2022-060-03,3,1,0,0,20.16576703,12,7
25869,52,60,1-52-2022-060-03,3,2,0,0,20.16576703,12,7
25869,52,60,1-52-2022-060-03,3,3,0,0,20.16576703,12,7
25869,52,60,1-52-2022-060-03,3,4,0,0,20.16576703,12,7
25870,28,37,1-28-2022-037-03,3,1,2,4,42.92651254,3,7
25870,28,37,1-28-2022-037-03,3,2,1,1,42.92651254,3,7
25871,28,38,1-28-2022-038-09,9,1,0,0,138.1147385,3,7
25874,13,71,1-13-2022-071-02,2,1,0,0,35.13615508,7,7
25874,13,71,1-13-2022-071-02,2,2,0,0,35.13615508,7,7
25875,66,36,1-66-2022-036-03,3,1,0,0,127.8599504,6,7
25875,66,36,1-66-2022-036-03,3,2,0,0,127.8599504,6,7
25876,66,37,1-66-2022-037-07,7,1,0,0,138.884824,6,7
25879,27,36,1-27-2022-036-03,3,1,0,0,80.42103478,3,7
25880,27,37,1-27-2022-037-06,6,1,0,0,183.114468,3,7
25881,31,31,1-31-2022-031-03,3,1,0,0,344.5911579,6,7
25882,31,32,1-31-2022-032-02,2,1,0,0,220.1476746,6,7
25884,15,5,1-15-2022-005-02,2,2,0,0,22.26406863,1,7
25885,48,7,1-48-2022-007-06,6,1,0,0,325.3350736,12,7
25887,16,38,1-16-2022-038-03,3,1,0,0,625.9798599,5,7
25888,16,39,1-16-2022-039-09,9,1,0,0,2661.726458,5,7
25890,10,70,1-10-2022-070-06,6,1,0,0,526.3514116,4,7
25891,12,28,1-12-2022-028-03,3,1,0,0,523.5857673,9,7
25893,18,39,1-18-2022-039-03,3,1,0,0,112.2481943,6,7
25893,18,39,1-18-2022-039-03,3,2,0,0,112.2481943,6,7
25893,18,39,1-18-2022-039-03,3,4,0,0,112.2481943,6,7
25894,20,81,1-20-2022-081-03,3,1,0,0,105.7896058,11,7
25895,20,82,1-20-2022-082-02,2,1,0,0,31.9626892,11,7
25896,20,83,1-20-2022-083-06,6,1,0,0,263.7882022,11,7
25897,20,84,1-20-2022-084-09,9,1,0,0,561.4422757,11,7
25898,26,61,1-26-2022-061-04,4,1,0,0,4030.066265,10,7
25899,26,62,1-26-2022-062-02,2,1,0,0,55.05461785,10,7
25899,26,62,1-26-2022-062-02,2,2,1,4,55.05461785,10,7
25901,30,43,1-30-2022-043-03,3,1,0,0,245.6034179,10,7
25901,30,43,1-30-2022-043-03,3,2,0,0,245.6034179,10,7
25902,30,44,1-30-2022-044-04,4,1,0,0,845.9563078,10,7
25902,30,44,1-30-2022-044-04,4,2,0,0,845.9563078,10,7
25903,22,6,1-22-2022-006-03,3,1,0,0,220.2834501,12,7
25903,22,6,1-22-2022-006-03,3,2,0,0,220.2834501,12,7
25904,10,69,1-10-2022-069-03,3,2,0,0,227.9118996,4,7
25905,30,45,1-30-2022-045-04,4,1,0,0,845.9563078,10,7
25905,30,45,1-30-2022-045-04,4,2,0,0,845.9563078,10,7
25906,76,41,1-76-2022-041-10,10,1,0,0,22.41804643,3,7
25908,18,40,1-18-2022-040-04,4,1,0,0,540.9136794,6,7
25909,13,72,1-13-2022-072-05,5,2,0,0,158.6980406,7,7
25910,25,33,1-25-2022-033-03,3,1,0,0,65.35802692,2,7
25913,54,43,1-54-2022-043-05,5,1,0,0,115.9972911,9,7
25914,54,44,1-54-2022-044-05,5,1,0,0,115.9972911,9,7
25915,77,42,1-77-2022-042-05,5,1,0,0,254.7251933,9,7
25916,77,43,1-77-2022-043-06,6,2,0,0,4145.361161,9,7
25917,59,28,1-59-2022-028-04,4,1,0,0,2339.422267,6,7
25917,59,28,1-59-2022-028-04,4,2,0,0,2339.422267,6,7
25918,59,29,1-59-2022-029-06,6,2,0,0,1442.431111,6,7
25919,12,29,1-12-2022-029-03,3,1,0,0,408.4455934,9,7
25919,12,29,1-12-2022-029-03,3,2,0,0,408.4455934,9,7
25921,17,42,1-17-2022-042-04,4,2,0,0,146.8181308,4,7
25922,19,74,1-19-2022-074-05,5,1,0,0,38.91602835,9,7
25922,19,74,1-19-2022-074-05,5,2,0,0,38.91602835,9,7
25923,19,75,1-19-2022-075-05,5,1,0,0,38.91602835,9,7
25924,19,76,1-19-2022-076-01,1,1,2,4,60.62443222,9,7
25925,19,77,1-19-2022-077-08,8,1,0,0,292.2104583,9,7
25925,19,77,1-19-2022-077-08,8,2,0,0,292.2104583,9,7
25926,11,30,1-11-2022-030-07,7,1,0,0,15825.23629,8,7
25927,24,70,1-24-2022-070-03,3,1,0,0,295.5254708,1,7
25928,24,71,1-24-2022-071-03,3,1,0,0,295.5254708,1,7
25929,52,61,1-52-2022-061-10,10,1,0,0,788.055672,12,7
25930,52,62,1-52-2022-062-06,6,1,0,0,49.37774477,12,7
25931,52,63,1-52-2022-063-03,3,2,0,0,21.6859398,12,7
25932,52,64,1-52-2022-064-03,3,1,0,0,21.6859398,12,7
25933,30,46,1-30-2022-046-02,2,2,0,0,53.14310501,10,7
25934,30,47,1-30-2022-047-03,3,1,0,0,243.3113551,10,7
25935,30,48,1-30-2022-048-04,4,2,0,0,838.0615276,10,7
25936,25,34,1-25-2022-034-07,7,1,0,0,1305.405888,2,7
25937,25,35,1-25-2022-035-03,3,1,0,0,151.7513365,2,7
25937,25,35,1-25-2022-035-03,3,2,0,0,151.7513365,2,7
25938,25,36,1-25-2022-036-03,3,2,0,0,151.7513365,2,7
25938,25,36,1-25-2022-036-03,3,3,0,0,151.7513365,2,7
25939,10,71,1-10-2022-071-03,3,1,0,0,487.3319829,4,7
25940,10,72,1-10-2022-072-03,3,2,0,0,487.3319828,4,7
25944,23,33,1-23-2022-033-10,10,1,0,0,7083.509359,5,7
25946,66,39,1-66-2022-039-01,1,1,0,0,149.6238334,6,7
25947,28,41,1-28-2022-041-07,7,1,0,0,141.7834362,3,7
25950,27,38,1-27-2022-038-03,3,1,2,4,34.3275276,3,7
25950,27,38,1-27-2022-038-03,3,2,0,0,34.3275276,3,7
25952,13,73,1-13-2022-073-02,2,1,0,0,58.34552834,7,7
25952,13,73,1-13-2022-073-02,2,2,0,0,58.34552834,7,7
25953,13,74,1-13-2022-074-03,3,2,0,0,1431.335335,7,7
25954,31,33,1-31-2022-033-10,10,1,0,0,1626.802758,6,7
25955,31,34,1-31-2022-034-05,5,1,0,0,164.2072074,6,7
25955,31,34,1-31-2022-034-05,5,2,0,0,164.2072074,6,7
25957,73,43,1-73-2022-043-10,10,1,0,0,235.8987719,3,7
25958,20,85,1-20-2022-085-02,2,1,0,0,31.9626892,11,7
25959,20,86,1-20-2022-086-05,5,1,0,0,36.55171549,11,7
25959,20,86,1-20-2022-086-05,5,2,0,0,36.55171549,11,7
25960,20,87,1-20-2022-087-06,6,1,0,0,285.8127984,11,7
25962,18,41,1-18-2022-041-07,7,1,0,0,235.8429681,6,7
25962,18,41,1-18-2022-041-07,7,2,0,0,235.8429681,6,7
25968,27,40,1-27-2022-040-04,4,1,0,0,145.6686008,3,7
25968,27,40,1-27-2022-040-04,4,2,0,0,145.6686008,3,7
25969,15,7,1-15-2022-007-03,3,2,0,0,173.3117405,1,7
25970,20,89,1-20-2022-089-06,6,2,0,0,285.8127984,11,7
25970,20,89,1-20-2022-089-06,6,3,0,0,285.8127984,11,7
25971,21,31,1-21-2022-031-03,3,1,0,0,255.6180425,11,7
25972,21,32,1-21-2022-032-04,4,3,0,0,807.3108011,11,7
25973,22,7,1-22-2022-007-04,4,1,0,0,445.1011993,12,7
25973,22,7,1-22-2022-007-04,4,2,0,0,445.1011993,12,7
25977,17,43,1-17-2022-043-09,9,1,0,0,211.4845261,4,7
25977,17,43,1-17-2022-043-09,9,2,0,0,211.4845261,4,7
25978,76,43,1-76-2022-043-10,10,1,0,0,21.48795207,3,7
25979,76,44,1-76-2022-044-10,10,1,0,0,21.48795207,3,7
25980,18,43,1-18-2022-043-04,4,1,0,0,148.519328,6,7
25981,16,42,1-16-2022-042-06,6,1,0,0,623.3578383,5,7
25982,16,43,1-16-2022-043-06,6,1,0,0,623.3578384,5,7
25982,16,43,1-16-2022-043-06,6,2,0,0,623.3578384,5,7
25983,33,7,1-33-2022-007-05,5,1,0,0,19.32573832,12,7
25983,33,7,1-33-2022-007-05,5,2,0,0,19.32573832,12,7
25984,66,40,1-66-2022-040-08,8,1,0,0,149.5089471,6,7
25985,26,65,1-26-2022-065-02,2,1,0,0,68.47263071,10,7
25986,11,31,1-11-2022-031-07,7,1,0,0,12784.0654,8,7
25987,11,32,1-11-2022-032-03,3,1,0,0,1498.870855,8,7
25988,48,10,1-48-2022-010-07,7,2,0,0,940.828093,12,7
25988,48,10,1-48-2022-010-07,7,1,0,0,940.828093,12,7
25990,14,41,1-14-2022-041-03,3,2,0,0,2195.516429,8,7
25991,24,72,1-24-2022-072-07,7,2,0,0,6380.323533,1,7
25992,24,73,1-24-2022-073-03,3,1,0,0,773.4879185,1,7
25992,24,73,1-24-2022-073-03,3,2,0,0,773.4879185,1,7
25994,52,66,1-52-2022-066-06,6,1,0,0,18.55905626,12,7
25995,52,67,1-52-2022-067-04,4,1,0,0,27.49670492,12,7
25996,52,68,1-52-2022-068-06,6,2,0,0,18.55905626,12,7
25997,66,41,1-66-2022-041-03,3,1,0,0,130.7651981,6,7
25998,66,42,1-66-2022-042-03,3,1,0,0,130.7651981,6,7
25998,66,42,1-66-2022-042-03,3,2,0,0,130.7651981,6,7
25999,28,43,1-28-2022-043-04,4,1,0,0,80.4317383,3,7
26000,28,44,1-28-2022-044-10,10,1,0,0,715.6366681,3,7
26001,13,75,1-13-2022-075-03,3,1,0,0,1472.469505,7,7
26002,13,76,1-13-2022-076-02,2,1,0,0,60.02228064,7,7
26003,73,45,1-73-2022-045-07,7,1,0,0,149.8428936,3,7
26004,73,46,1-73-2022-046-04,4,1,0,0,79.23301727,3,7
26005,10,73,1-10-2022-073-01,1,1,0,0,63.1669546,4,7
26006,10,74,1-10-2022-074-04,4,2,0,0,1482.541113,4,7
26009,25,39,1-25-2022-039-04,4,1,0,0,364.999858,2,7
26010,59,30,1-59-2022-030-04,4,1,0,0,451.0549617,6,7
26010,59,30,1-59-2022-030-04,4,2,0,0,451.0549617,6,7
26011,59,31,1-59-2022-031-06,6,1,0,0,278.1095651,6,7
26011,59,31,1-59-2022-031-06,6,2,0,0,278.1095651,6,7
26012,54,45,1-54-2022-045-02,2,1,0,0,170.2959935,9,7
26014,25,38,1-25-2022-038-08,8,1,0,0,158.090177,2,7
26015,31,35,1-31-2022-035-03,3,1,0,0,597.1572193,6,7
26016,31,36,1-31-2022-036-01,1,1,0,0,267.0388666,6,7
26016,31,36,1-31-2022-036-01,1,2,0,0,267.0388666,6,7
26017,16,44,1-16-2022-044-01,1,1,0,0,76.030853,5,7
26018,16,45,1-16-2022-045-07,7,1,0,0,4666.669574,5,7
26019,19,78,1-19-2022-078-03,3,1,0,0,116.3690951,9,7
26020,19,79,1-19-2022-079-03,3,2,0,0,116.3690951,9,7
26021,27,41,1-27-2022-041-04,4,1,0,0,167.1754769,3,7
26021,27,41,1-27-2022-041-04,4,2,0,0,167.1754769,3,7
26022,27,42,1-27-2022-042-04,4,1,0,0,167.1754769,3,7
26023,17,44,1-17-2022-044-01,1,1,2,4,105.8313396,4,7
26024,17,45,1-17-2022-045-09,9,1,0,0,535.8566883,4,7
26024,17,45,1-17-2022-045-09,9,2,0,0,535.8566883,4,7
26025,12,30,1-12-2022-030-03,3,1,0,0,1203.551624,9,7
26025,12,30,1-12-2022-030-03,3,2,0,0,1203.551624,9,7
26026,26,66,1-26-2022-066-09,9,1,0,0,5417.704177,10,7
26030,22,8,1-22-2022-008-08,8,1,0,0,159.6603588,12,7
26033,20,92,1-20-2022-092-08,8,1,0,0,58.816498,11,7
26034,20,93,1-20-2022-093-04,4,1,0,0,304.2677771,11,7
26037,76,46,1-76-2022-046-09,9,1,0,0,57.02800955,3,7
26038,15,9,1-15-2022-009-06,6,2,0,0,446.3670114,1,7
26039,25,40,1-25-2022-040-03,3,1,0,0,128.6189232,2,7
26039,25,40,1-25-2022-040-03,3,2,0,0,128.6189232,2,7
26040,52,69,1-52-2022-069-09,9,1,0,0,37.4883339,12,7
26041,30,49,1-30-2022-049-06,6,1,0,0,1532.543639,10,7
26041,30,49,1-30-2022-049-06,6,2,0,0,1532.543639,10,7
26043,26,68,1-26-2022-068-05,5,1,0,0,151.7761647,10,7
26045,54,47,1-54-2022-047-04,4,2,0,0,394.0644504,9,7
26046,30,51,1-30-2022-051-02,2,1,0,0,53.14310501,10,7
26046,30,51,1-30-2022-051-02,2,3,0,0,53.14310501,10,7
26047,76,47,1-76-2022-047-06,6,1,0,0,25.72850415,3,7
26051,48,11,1-48-2022-011-04,4,1,0,0,253.4579135,12,7
26052,77,44,1-77-2022-044-09,9,1,0,0,10865.36027,9,7
26053,77,45,1-77-2022-045-08,8,2,0,0,1417.932411,9,7
26054,59,32,1-59-2022-032-05,5,1,0,0,92.86111256,6,7
26054,59,32,1-59-2022-032-05,5,2,0,0,92.86111256,6,7
26055,59,33,1-59-2022-033-02,2,1,0,0,55.91716894,6,7
26055,59,33,1-59-2022-033-02,2,2,0,0,55.91716894,6,7
26056,54,48,1-54-2022-048-04,4,1,0,0,339.9867161,9,7
26057,54,49,1-54-2022-049-07,7,1,0,0,265.2249783,9,7
26058,12,31,1-12-2022-031-04,4,2,0,0,678.5640582,9,7
26060,17,47,1-17-2022-047-05,5,1,0,0,74.63199473,4,7
26060,17,47,1-17-2022-047-05,5,2,0,0,74.63199473,4,7
26065,19,81,1-19-2022-081-01,1,1,0,0,60.62443222,9,7
26066,19,82,1-19-2022-082-03,3,1,0,0,95.52063191,9,7
26066,19,82,1-19-2022-082-03,3,2,0,0,95.52063191,9,7
26069,19,80,1-19-2022-080-07,7,1,0,0,646.3670101,9,7
26070,11,33,1-11-2022-033-07,7,1,0,0,14344.38017,8,7
26071,11,34,1-11-2022-034-02,2,1,0,0,68.95695677,8,7
26072,24,74,1-24-2022-074-05,5,1,0,0,125.1822058,1,7
26072,24,74,1-24-2022-074-05,5,2,0,0,125.1822058,1,7
26072,24,74,1-24-2022-074-05,5,3,0,0,125.1822058,1,7
26073,24,75,1-24-2022-075-04,4,2,0,0,1738.964728,1,7
26075,14,43,1-14-2022-043-03,3,1,0,0,1014.870029,8,7
26076,52,70,1-52-2022-070-03,3,1,0,0,42.30024119,12,7
26076,52,70,1-52-2022-070-03,3,2,0,0,42.30024119,12,7
26077,52,71,1-52-2022-071-08,8,1,0,0,44.43985335,12,7
26078,52,72,1-52-2022-072-07,7,1,0,0,304.4673448,12,7
26079,52,73,1-52-2022-073-09,9,1,0,0,235.5438943,12,7
26080,25,41,1-25-2022-041-07,7,2,0,0,1472.594695,2,7
26081,25,42,1-25-2022-042-05,5,1,0,0,40.69477768,2,7
26083,66,43,1-66-2022-043-09,9,1,0,0,521.7721239,6,7
