CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,FIRE,FIREORGIN,CASEWGT,PSUSTRAT,VERSION
26197,25,48,1-25-2022-048-06,6,1,0,0,1664.054521,2,7
26198,25,49,1-25-2022-049-10,10,1,0,0,11554.08906,2,7
26198,25,49,1-25-2022-049-10,10,2,0,0,11554.08906,2,7
26199,25,50,1-25-2022-050-02,2,1,0,0,133.7343505,2,7
26200,52,79,1-52-2022-079-03,3,1,0,0,59.0778943,12,7
26201,52,80,1-52-2022-080-10,10,1,0,0,2146.859676,12,7
26202,52,81,1-52-2022-081-06,6,1,0,0,134.5172593,12,7
26203,52,82,1-52-2022-082-09,9,1,0,0,328.968273,12,7
26204,10,85,1-10-2022-085-08,8,1,0,0,474.1034228,4,7
26205,10,86,1-10-2022-086-02,2,1,1,4,19.15348845,4,7
26205,10,86,1-10-2022-086-02,2,2,0,0,19.15348845,4,7
26206,10,87,1-10-2022-087-09,9,1,0,0,2057.001789,4,7
26207,10,88,1-10-2022-088-03,3,1,0,0,385.7208137,4,7
26207,10,88,1-10-2022-088-03,3,2,0,0,385.7208137,4,7
26208,28,49,1-28-2022-049-09,9,1,0,0,145.1404651,3,7
26209,28,50,1-28-2022-050-03,3,1,0,0,121.9321881,3,7
26211,54,53,1-54-2022-053-01,1,1,0,0,179.7587124,9,7
26212,66,47,1-66-2022-047-03,3,1,0,0,127.8599504,6,7
26213,66,48,1-66-2022-048-10,10,1,0,0,208.9379154,6,7
26214,31,42,1-31-2022-042-07,7,1,0,0,208.9861084,6,7
26215,31,43,1-31-2022-043-07,7,1,0,0,208.9861084,6,7
26216,59,34,1-59-2022-034-08,8,1,0,0,467.2728743,6,7
28263,28,98,1-28-2022-098-03,3,1,0,0,76.04459495,3,7
28263,28,98,1-28-2022-098-03,3,2,0,0,76.04459495,3,7
28265,66,101,1-66-2022-101-05,5,1,0,0,119.2819791,6,7
28271,73,124,1-73-2022-124-04,4,1,0,0,62.51318705,3,7
28274,20,227,1-20-2022-227-07,7,2,0,0,537.1998515,11,7
28274,20,227,1-20-2022-227-07,7,1,0,0,537.1998515,11,7
28280,21,67,1-21-2022-067-01,1,2,0,0,146.3872005,11,7
28280,21,67,1-21-2022-067-01,1,3,0,0,146.3872005,11,7
28280,21,67,1-21-2022-067-01,1,1,0,0,146.3872005,11,7
28285,26,112,1-26-2022-112-06,6,1,0,0,226.5663088,10,7
28293,25,122,1-25-2022-122-07,7,1,0,0,52.45154437,2,7
28296,30,113,1-30-2022-113-03,3,1,0,0,78.10392602,10,7
28296,30,113,1-30-2022-113-03,3,2,0,0,78.10392602,10,7
28297,14,98,1-14-2022-098-06,6,1,0,0,735.9152566,8,7
28297,14,98,1-14-2022-098-06,6,2,0,0,735.9152566,8,7
28321,52,176,1-52-2022-176-03,3,1,0,0,20.11207086,12,7
28334,28,99,1-28-2022-099-09,9,1,0,0,55.13684796,3,7
28344,15,88,1-15-2022-088-03,3,1,0,0,100.1979541,1,7
28344,15,88,1-15-2022-088-03,3,2,0,0,100.1979541,1,7
28345,73,125,1-73-2022-125-04,4,1,0,0,43.76343492,3,7
28350,13,129,1-13-2022-129-04,4,3,0,0,274.8032279,7,7
28364,26,113,1-26-2022-113-03,3,1,0,0,324.1068829,10,7
28365,20,229,1-20-2022-229-04,4,1,0,0,107.9737082,11,7
28365,20,229,1-20-2022-229-04,4,2,0,0,107.9737082,11,7
28367,22,42,1-22-2022-042-04,4,1,9,9,147.0475856,12,7
26216,59,34,1-59-2022-034-08,8,2,0,0,467.2728743,6,7
26217,59,35,1-59-2022-035-05,5,1,0,0,62.23050513,6,7
26217,59,35,1-59-2022-035-05,5,2,0,0,62.23050513,6,7
26219,18,47,1-18-2022-047-01,1,1,0,0,60.60379946,6,7
26220,19,85,1-19-2022-085-03,3,1,0,0,87.95865055,9,7
26220,19,85,1-19-2022-085-03,3,2,0,0,87.95865055,9,7
26221,19,86,1-19-2022-086-10,10,1,0,0,3072.829608,9,7
26222,18,46,1-18-2022-046-04,4,1,0,0,1704.941106,6,7
26223,12,33,1-12-2022-033-09,9,1,0,0,2326.262675,9,7
26224,73,51,1-73-2022-051-06,6,1,0,0,33.64467684,3,7
26225,73,52,1-73-2022-052-03,3,1,0,0,54.77769328,3,7
26226,27,46,1-27-2022-046-06,6,1,0,0,108.5700239,3,7
26227,27,47,1-27-2022-047-07,7,1,0,0,372.2208992,3,7
26228,17,51,1-17-2022-051-06,6,1,0,0,364.5556549,4,7
26229,17,52,1-17-2022-052-04,4,1,0,0,480.5197385,4,7
26229,17,52,1-17-2022-052-04,4,2,0,0,480.5197385,4,7
26231,26,73,1-26-2022-073-01,1,1,0,0,116.802962,10,7
26231,26,73,1-26-2022-073-01,1,2,0,0,116.802962,10,7
26232,26,74,1-26-2022-074-08,8,1,0,0,749.8559853,10,7
26234,21,36,1-21-2022-036-02,2,1,0,0,45.84342387,11,7
26236,22,12,1-22-2022-012-09,9,2,0,0,389.4727093,12,7
26239,20,107,1-20-2022-107-02,2,1,0,0,32.06628341,11,7
26240,20,108,1-20-2022-108-05,5,1,0,0,117.5669927,11,7
26240,20,108,1-20-2022-108-05,5,2,0,0,117.5669927,11,7
26241,20,109,1-20-2022-109-04,4,1,0,0,2974.320433,11,7
26242,30,53,1-30-2022-053-09,9,1,0,0,10361.13425,10,7
26242,30,53,1-30-2022-053-09,9,2,0,0,10361.13425,10,7
26243,20,106,1-20-2022-106-05,5,1,0,0,117.5669927,11,7
26244,15,14,1-15-2022-014-03,3,2,0,0,875.974825,1,7
26247,48,14,1-48-2022-014-06,6,1,0,0,456.9297201,12,7
26248,77,48,1-77-2022-048-09,9,2,0,0,2079.575378,9,7
26249,77,49,1-77-2022-049-02,2,1,0,0,90.06596167,9,7
26250,59,36,1-59-2022-036-03,3,2,0,0,197.6771511,6,7
26251,59,37,1-59-2022-037-08,8,1,0,0,207.6759697,6,7
26252,54,54,1-54-2022-054-01,1,1,0,0,179.7587124,9,7
26253,54,55,1-54-2022-055-06,6,1,0,0,307.1989873,9,7
26254,12,34,1-12-2022-034-09,9,1,0,0,2647.29422,9,7
26256,19,88,1-19-2022-088-09,9,1,0,0,159.8779247,9,7
26257,19,89,1-19-2022-089-07,7,1,0,0,206.6604502,9,7
26257,19,89,1-19-2022-089-07,7,2,0,0,206.6604502,9,7
26258,19,90,1-19-2022-090-07,7,1,0,0,206.6604502,9,7
26259,19,87,1-19-2022-087-04,4,1,0,0,119.9140763,9,7
26260,11,39,1-11-2022-039-04,4,4,0,0,4374.359766,8,7
26261,11,40,1-11-2022-040-05,5,1,0,0,249.1799012,8,7
26262,24,81,1-24-2022-081-03,3,2,0,0,485.1741449,1,7
26263,24,82,1-24-2022-082-06,6,1,0,0,1209.790078,1,7
26264,76,53,1-76-2022-053-03,3,2,0,0,22.38500086,3,7
26266,23,34,1-23-2022-034-02,2,2,0,0,97.62661063,5,7
26267,14,49,1-14-2022-049-02,2,1,0,0,225.3101455,8,7
26268,14,50,1-14-2022-050-03,3,1,0,0,5504.372015,8,7
26268,14,50,1-14-2022-050-03,3,2,0,0,5504.372015,8,7
26270,10,90,1-10-2022-090-06,6,1,0,0,335.6658122,4,7
26270,10,90,1-10-2022-090-06,6,2,0,0,335.6658122,4,7
26271,10,91,1-10-2022-091-01,1,1,0,0,25.05502883,4,7
26272,10,92,1-10-2022-092-06,6,1,0,0,335.6658121,4,7
26273,52,83,1-52-2022-083-08,8,2,0,0,30.32984103,12,7
26274,52,84,1-52-2022-084-04,4,2,0,0,117.9108803,12,7
26275,52,85,1-52-2022-085-07,7,2,0,0,207.7965041,12,7
26275,52,85,1-52-2022-085-07,7,3,0,0,207.7965041,12,7
26276,52,86,1-52-2022-086-03,3,1,0,0,28.86957301,12,7
26278,66,50,1-66-2022-050-08,8,1,0,0,149.5089471,6,7
26279,16,51,1-16-2022-051-08,8,2,0,0,259.9409329,5,7
26281,28,51,1-28-2022-051-04,4,1,0,0,112.7550135,3,7
26282,28,52,1-28-2022-052-04,4,1,0,0,112.7550135,3,7
26284,31,44,1-31-2022-044-04,4,1,0,0,241.5072062,6,7
26285,31,45,1-31-2022-045-07,7,1,0,0,452.8813313,6,7
26286,76,55,1-76-2022-055-04,4,1,0,0,30.11477827,3,7
26287,73,53,1-73-2022-053-04,4,1,0,0,264.5835058,3,7
26288,73,54,1-73-2022-054-03,3,1,0,0,65.63558934,3,7
26288,73,54,1-73-2022-054-03,3,2,0,0,65.63558934,3,7
26289,25,52,1-25-2022-052-04,4,1,0,0,758.4991387,2,7
26290,33,11,1-33-2022-011-04,4,1,0,0,1092.705855,12,7
26290,33,11,1-33-2022-011-04,4,2,0,0,1092.705855,12,7
26291,20,110,1-20-2022-110-07,7,1,0,0,618.9457546,11,7
26292,20,111,1-20-2022-111-03,3,1,0,0,92.6219784,11,7
26292,20,111,1-20-2022-111-03,3,2,0,0,92.6219784,11,7
26296,26,75,1-26-2022-075-09,9,1,0,0,5633.075106,10,7
26299,21,39,1-21-2022-039-02,2,1,0,0,55.26415879,11,7
26300,27,48,1-27-2022-048-07,7,1,0,0,370.5248895,3,7
26301,27,49,1-27-2022-049-06,6,1,0,0,108.075329,3,7
26301,27,49,1-27-2022-049-06,6,2,0,0,108.075329,3,7
26303,29,9,1-29-2022-009-07,7,2,0,0,5761.974881,2,7
26304,22,13,1-22-2022-013-01,1,1,0,0,43.81514658,12,7
26307,20,114,1-20-2022-114-04,4,2,0,0,462.8215031,11,7
26307,20,114,1-20-2022-114-04,4,1,0,0,462.8215031,11,7
26308,10,93,1-10-2022-093-03,3,1,0,0,145.3444053,4,7
26310,30,55,1-30-2022-055-05,5,1,0,0,190.8148467,10,7
26311,66,51,1-66-2022-051-04,4,1,0,0,287.1101558,6,7
26313,54,56,1-54-2022-056-08,8,1,0,0,179.6206875,9,7
26314,54,57,1-54-2022-057-04,4,1,0,0,394.0644504,9,7
26315,11,41,1-11-2022-041-01,1,1,0,0,229.8642802,8,7
26316,11,42,1-11-2022-042-03,3,1,0,0,1733.025458,8,7
26317,48,15,1-48-2022-015-07,7,1,0,0,104.4041836,12,7
26318,24,83,1-24-2022-083-03,3,1,0,0,207.6405178,1,7
26318,24,83,1-24-2022-083-03,3,2,0,0,207.6405178,1,7
26319,24,84,1-24-2022-084-03,3,1,0,0,207.6405178,1,7
26320,14,51,1-14-2022-051-05,5,1,0,0,290.9490221,8,7
26321,14,52,1-14-2022-052-03,3,1,0,0,1580.277616,8,7
26321,14,52,1-14-2022-052-03,3,2,0,0,1580.277616,8,7
26322,23,35,1-23-2022-035-04,4,2,0,0,1002.735802,5,7
26324,28,54,1-28-2022-054-09,9,1,0,0,106.3645321,3,7
26325,66,52,1-66-2022-052-07,7,1,0,0,138.884824,6,7
26326,66,53,1-66-2022-053-03,3,1,0,0,127.8599504,6,7
26327,77,50,1-77-2022-050-08,8,1,0,0,388.7784326,9,7
26328,77,51,1-77-2022-051-08,8,1,0,0,388.7784326,9,7
26329,10,94,1-10-2022-094-10,10,1,0,0,1798.463874,4,7
26329,10,94,1-10-2022-094-10,10,2,0,0,1798.463874,4,7
26330,10,95,1-10-2022-095-03,3,1,0,0,102.2419775,4,7
26331,10,96,1-10-2022-096-03,3,1,0,0,102.2419774,4,7
26331,10,96,1-10-2022-096-03,3,2,0,0,102.2419774,4,7
26333,52,87,1-52-2022-087-03,3,1,0,0,20.11207086,12,7
26334,52,88,1-52-2022-088-09,9,2,0,0,38.13468449,12,7
26335,52,89,1-52-2022-089-09,9,1,0,0,38.13468449,12,7
26337,59,38,1-59-2022-038-08,8,1,0,0,134.3686653,6,7
26338,59,39,1-59-2022-039-10,10,2,0,0,4202.424325,6,7
26340,25,54,1-25-2022-054-08,8,1,0,0,282.3434127,2,7
26344,28,55,1-28-2022-055-04,4,1,2,4,71.49160409,3,7
26345,25,53,1-25-2022-053-03,3,1,0,0,229.7088054,2,7
26346,31,46,1-31-2022-046-09,9,1,0,0,451.1889371,6,7
26347,31,47,1-31-2022-047-07,7,1,0,0,583.2131548,6,7
26348,12,35,1-12-2022-035-10,10,1,0,0,361.6125935,9,7
26349,33,12,1-33-2022-012-08,8,1,0,0,119.0385756,12,7
26350,76,56,1-76-2022-056-06,6,2,0,0,30.22603932,3,7
26351,76,57,1-76-2022-057-09,9,1,0,0,66.99693263,3,7
26352,27,50,1-27-2022-050-10,10,1,0,0,330.1763933,3,7
26354,19,91,1-19-2022-091-08,8,1,0,0,75.29228732,9,7
26355,19,92,1-19-2022-092-04,4,1,0,0,281.3944374,9,7
26356,19,93,1-19-2022-093-08,8,1,0,0,75.29228732,9,7
26357,19,94,1-19-2022-094-08,8,1,0,0,75.29228732,9,7
26358,17,53,1-17-2022-053-04,4,1,0,0,379.2349745,4,7
26358,17,53,1-17-2022-053-04,4,2,0,0,379.2349745,4,7
26359,17,54,1-17-2022-054-10,10,1,0,0,2142.878301,4,7
26363,26,77,1-26-2022-077-04,4,2,0,0,2908.631692,10,7
26364,26,78,1-26-2022-078-03,3,1,0,0,555.217593,10,7
26365,21,40,1-21-2022-040-05,5,1,0,0,137.2909932,11,7
26370,15,16,1-15-2022-016-01,1,1,0,0,152.2944139,1,7
26371,52,91,1-52-2022-091-04,4,1,0,0,27.97078604,12,7
26371,52,91,1-52-2022-091-04,4,2,0,0,27.97078604,12,7
26375,30,57,1-30-2022-057-07,7,1,0,0,1782.819305,10,7
26377,73,57,1-73-2022-057-04,4,2,0,0,63.0883552,3,7
26378,73,58,1-73-2022-058-07,7,1,0,0,59.24730492,3,7
26380,20,117,1-20-2022-117-06,6,1,0,0,134.0856877,11,7
26381,18,50,1-18-2022-050-08,8,2,0,0,157.1508354,6,7
26388,48,16,1-48-2022-016-02,2,1,0,0,83.29894412,12,7
26391,77,52,1-77-2022-052-06,6,1,0,0,659.9741255,9,7
26392,77,53,1-77-2022-053-03,3,1,0,0,289.8504016,9,7
26392,77,53,1-77-2022-053-03,3,2,0,0,289.8504016,9,7
26393,59,40,1-59-2022-040-03,3,1,0,0,295.2423546,6,7
26393,59,40,1-59-2022-040-03,3,2,0,0,295.2423546,6,7
26394,59,41,1-59-2022-041-05,5,1,0,0,41.30866781,6,7
26396,54,59,1-54-2022-059-03,3,2,0,0,153.6114905,9,7
26397,17,55,1-17-2022-055-03,3,1,0,0,134.6751327,4,7
26397,17,55,1-17-2022-055-03,3,2,0,0,134.6751327,4,7
26398,17,56,1-17-2022-056-09,9,2,0,0,590.5307299,4,7
26399,12,36,1-12-2022-036-07,7,1,0,0,2741.481653,9,7
26399,12,36,1-12-2022-036-07,7,2,0,0,2741.481653,9,7
26400,19,95,1-19-2022-095-08,8,1,0,0,60.57788272,9,7
26401,19,96,1-19-2022-096-04,4,1,0,0,207.9548814,9,7
26402,19,97,1-19-2022-097-09,9,1,0,0,277.2601509,9,7
26403,19,98,1-19-2022-098-04,4,1,0,0,207.9548815,9,7
26406,13,79,1-13-2022-079-02,2,1,0,0,91.21007859,7,7
26406,13,79,1-13-2022-079-02,2,2,0,0,91.21007859,7,7
26407,13,80,1-13-2022-080-09,9,1,0,0,9909.822038,7,7
26408,24,85,1-24-2022-085-02,2,2,0,0,110.1079426,1,7
26408,24,85,1-24-2022-085-02,2,1,0,0,110.1079426,1,7
26409,24,86,1-24-2022-086-06,6,1,0,0,2013.467573,1,7
26409,24,86,1-24-2022-086-06,6,2,0,0,2013.467573,1,7
26411,14,54,1-14-2022-054-04,4,1,0,0,5038.754333,8,7
26413,10,99,1-10-2022-099-09,9,1,0,0,571.0412365,4,7
26414,10,100,1-10-2022-100-07,7,1,0,0,1093.322147,4,7
26415,10,101,1-10-2022-101-08,8,1,0,0,131.6151527,4,7
26416,52,92,1-52-2022-092-08,8,2,0,0,70.29072548,12,7
26417,52,93,1-52-2022-093-02,2,1,0,0,21.63529773,12,7
26417,52,93,1-52-2022-093-02,2,2,0,0,21.63529773,12,7
26418,52,94,1-52-2022-094-08,8,1,0,0,70.29072548,12,7
26419,52,95,1-52-2022-095-07,7,1,0,0,481.5774342,12,7
26422,28,57,1-28-2022-057-10,10,2,0,0,100.1828551,3,7
26423,27,52,1-27-2022-052-09,9,1,0,0,208.1020245,3,7
26423,27,52,1-27-2022-052-09,9,2,0,0,208.1020245,3,7
26424,27,53,1-27-2022-053-04,4,2,0,0,146.2260588,3,7
26426,66,55,1-66-2022-055-07,7,2,0,0,138.884824,6,7
26427,16,54,1-16-2022-054-01,1,1,0,0,55.11673277,5,7
26428,16,55,1-16-2022-055-09,9,1,0,0,1766.932584,5,7
26430,10,102,1-10-2022-102-10,10,1,0,0,1883.555206,4,7
26432,25,56,1-25-2022-056-06,6,1,0,0,721.1060153,2,7
26432,25,56,1-25-2022-056-06,6,2,0,0,721.1060153,2,7
26433,73,59,1-73-2022-059-03,3,1,0,0,134.2901785,3,7
26434,73,60,1-73-2022-060-03,3,1,0,0,134.2901785,3,7
26434,73,60,1-73-2022-060-03,3,2,0,0,134.2901785,3,7
26437,66,56,1-66-2022-056-07,7,1,0,0,138.884824,6,7
26438,18,52,1-18-2022-052-01,1,1,0,0,69.440298,6,7
26439,18,53,1-18-2022-053-10,10,1,0,0,17381.45928,6,7
26441,33,13,1-33-2022-013-04,4,2,0,0,151.4182303,12,7
26444,26,79,1-26-2022-079-03,3,1,0,0,640.0637345,10,7
26445,26,80,1-26-2022-080-03,3,1,0,0,640.0637345,10,7
26446,20,118,1-20-2022-118-08,8,2,0,0,108.7158796,11,7
26448,20,120,1-20-2022-120-07,7,2,0,0,752.1229543,11,7
26449,20,121,1-20-2022-121-02,2,1,0,0,31.9626892,11,7
26451,21,43,1-21-2022-043-05,5,1,0,0,43.77664063,11,7
26453,21,44,1-21-2022-044-04,4,1,0,0,699.9943901,11,7
26454,29,11,1-29-2022-011-06,6,1,0,0,3928.911882,2,7
26455,22,14,1-22-2022-014-04,4,1,0,0,422.1446572,12,7
26455,22,14,1-22-2022-014-04,4,2,0,0,422.1446572,12,7
26457,28,58,1-28-2022-058-10,10,1,0,0,100.1828551,3,7
26458,33,15,1-33-2022-015-09,9,1,0,0,223.9055935,12,7
26458,33,15,1-33-2022-015-09,9,2,0,0,223.9055935,12,7
26461,31,48,1-31-2022-048-06,6,2,0,0,210.5752517,6,7
26462,31,49,1-31-2022-049-10,10,1,0,0,317.610847,6,7
26463,20,122,1-20-2022-122-06,6,2,0,0,280.6484689,11,7
26464,54,60,1-54-2022-060-06,6,1,0,0,322.4103202,9,7
26468,25,57,1-25-2022-057-06,6,1,0,0,721.1060152,2,7
26470,48,17,1-48-2022-017-07,7,1,0,0,104.4041836,12,7
26471,54,61,1-54-2022-061-08,8,2,0,0,317.3137469,9,7
26473,77,55,1-77-2022-055-03,3,1,0,0,210.7842533,9,7
26473,77,55,1-77-2022-055-03,3,2,0,0,210.7842533,9,7
26474,59,42,1-59-2022-042-05,5,1,0,0,71.33458988,6,7
26475,59,43,1-59-2022-043-02,2,1,0,0,55.91716894,6,7
26480,17,57,1-17-2022-057-04,4,1,0,0,298.1376078,4,7
26481,17,58,1-17-2022-058-08,8,1,0,0,120.381734,4,7
26481,17,58,1-17-2022-058-08,8,2,0,0,120.381734,4,7
26484,19,100,1-19-2022-100-03,3,2,0,0,65.07871293,9,7
26485,19,101,1-19-2022-101-04,4,2,0,0,255.5252053,9,7
26486,19,102,1-19-2022-102-09,9,1,0,0,340.6842701,9,7
26487,24,87,1-24-2022-087-03,3,1,0,0,393.04802,1,7
26487,24,87,1-24-2022-087-03,3,2,0,0,393.04802,1,7
26488,24,88,1-24-2022-088-04,4,1,0,0,1659.244446,1,7
26488,24,88,1-24-2022-088-04,4,2,0,0,1659.244446,1,7
26489,14,55,1-14-2022-055-06,6,1,0,0,2002.856853,8,7
26490,14,56,1-14-2022-056-04,4,1,0,0,2713.491468,8,7
26490,14,56,1-14-2022-056-04,4,2,0,0,2713.491468,8,7
26491,52,96,1-52-2022-096-03,3,1,0,0,34.29212427,12,7
26492,52,97,1-52-2022-097-06,6,1,0,0,78.08136405,12,7
26493,52,98,1-52-2022-098-03,3,1,0,0,34.29212427,12,7
26496,10,103,1-10-2022-103-02,2,1,0,0,19.15348845,4,7
26497,10,104,1-10-2022-104-06,6,1,0,0,253.5945659,4,7
26497,10,104,1-10-2022-104-06,6,2,0,0,253.5945659,4,7
26498,10,105,1-10-2022-105-04,4,2,0,0,341.8334085,4,7
26499,10,106,1-10-2022-106-03,3,1,0,0,135.1790325,4,7
26499,10,106,1-10-2022-106-03,3,2,0,0,135.1790325,4,7
26500,66,57,1-66-2022-057-08,8,1,0,0,149.5089471,6,7
26501,66,58,1-66-2022-058-07,7,1,0,0,322.255498,6,7
26501,66,58,1-66-2022-058-07,7,2,0,0,322.255498,6,7
26502,28,59,1-28-2022-059-07,7,1,0,0,379.0395349,3,7
26503,28,60,1-28-2022-060-06,6,1,0,0,116.6256482,3,7
26504,25,58,1-25-2022-058-04,4,1,0,0,143.9467767,2,7
26507,76,60,1-76-2022-060-06,6,1,0,0,164.214661,3,7
26509,16,57,1-16-2022-057-03,3,1,0,0,417.8369803,5,7
26509,16,57,1-16-2022-057-03,3,2,0,0,417.8369803,5,7
26510,18,54,1-18-2022-054-06,6,1,0,0,311.9517153,6,7
26511,18,55,1-18-2022-055-06,6,1,0,0,311.9517152,6,7
26513,73,62,1-73-2022-062-01,1,1,0,0,38.36426418,3,7
26513,73,62,1-73-2022-062-01,1,2,0,0,38.36426418,3,7
26514,33,16,1-33-2022-016-01,1,1,0,0,30.07228242,12,7
26515,33,17,1-33-2022-017-09,9,1,0,0,900.7336885,12,7
26516,12,38,1-12-2022-038-04,4,2,0,0,579.2952086,9,7
26517,19,103,1-19-2022-103-08,8,1,0,0,68.37049571,9,7
26518,25,61,1-25-2022-061-03,3,2,0,0,72.77167224,2,7
26519,29,12,1-29-2022-012-01,1,1,0,0,320.0935932,2,7
26519,29,12,1-29-2022-012-01,1,2,0,0,320.0935932,2,7
26521,20,123,1-20-2022-123-05,5,1,0,0,37.06298025,11,7
26522,20,124,1-20-2022-124-08,8,2,0,0,181.2532841,11,7
26523,20,125,1-20-2022-125-05,5,1,0,0,37.06298025,11,7
26524,20,126,1-20-2022-126-03,3,2,0,0,187.6476838,11,7
26525,26,81,1-26-2022-081-03,3,1,0,0,589.8451182,10,7
26526,26,82,1-26-2022-082-06,6,1,0,0,1470.78895,10,7
26527,15,20,1-15-2022-020-04,4,1,0,0,112.2412404,1,7
26528,73,63,1-73-2022-063-09,9,1,0,0,98.62144868,3,7
26529,27,54,1-27-2022-054-06,6,1,0,0,150.669983,3,7
26530,27,55,1-27-2022-055-07,7,1,0,0,516.5561774,3,7
26532,22,16,1-22-2022-016-06,6,1,0,0,167.6234962,12,7
26533,30,60,1-30-2022-060-06,6,2,0,0,3513.667852,10,7
26534,25,62,1-25-2022-062-04,4,1,0,0,143.9467767,2,7
26535,16,58,1-16-2022-058-04,4,1,0,0,1163.252798,5,7
26536,31,50,1-31-2022-050-07,7,1,0,0,208.9861084,6,7
26537,48,18,1-48-2022-018-07,7,2,0,0,1138.846508,12,7
26538,77,56,1-77-2022-056-02,2,1,0,0,315.3641627,9,7
26539,59,44,1-59-2022-044-06,6,1,0,0,241.046066,6,7
26540,59,45,1-59-2022-045-07,7,1,0,0,730.0920729,6,7
26541,12,39,1-12-2022-039-06,6,1,0,0,1080.113658,9,7
26543,17,60,1-17-2022-060-10,10,1,0,0,1370.530673,4,7
26544,19,104,1-19-2022-104-02,2,1,0,0,145.9394674,9,7
26545,19,105,1-19-2022-105-06,6,1,0,0,169.0642599,9,7
26545,19,105,1-19-2022-105-06,6,2,0,0,169.0642599,9,7
26546,19,106,1-19-2022-106-03,3,1,0,0,74.25040123,9,7
26547,19,107,1-19-2022-107-09,9,2,0,0,388.6976649,9,7
26548,11,43,1-11-2022-043-02,2,2,0,0,115.6237298,8,7
26549,24,89,1-24-2022-089-03,3,1,0,0,692.2265939,1,7
26550,24,90,1-24-2022-090-04,4,1,0,0,2922.220882,1,7
26552,13,84,1-13-2022-084-07,7,1,0,0,10088.36641,7,7
26553,14,57,1-14-2022-057-02,2,1,0,0,262.5435538,8,7
26553,14,57,1-14-2022-057-02,2,2,2,4,262.5435538,8,7
26554,28,61,1-28-2022-061-05,5,1,0,0,30.88940844,3,7
26555,28,62,1-28-2022-062-07,7,1,0,0,142.454704,3,7
26555,28,62,1-28-2022-062-07,7,2,0,0,142.454704,3,7
26555,28,62,1-28-2022-062-07,7,3,0,0,142.454704,3,7
26556,10,107,1-10-2022-107-01,1,1,0,0,53.64751412,4,7
26556,10,107,1-10-2022-107-01,1,3,0,0,53.64751412,4,7
26557,10,108,1-10-2022-108-01,1,1,0,0,53.6475141,4,7
26558,10,109,1-10-2022-109-05,5,2,0,0,74.46746488,4,7
26559,10,110,1-10-2022-110-02,2,1,0,0,22.29167635,4,7
26559,10,110,1-10-2022-110-02,2,2,0,0,22.29167635,4,7
26560,52,99,1-52-2022-099-03,3,1,0,0,55.54879939,12,7
26560,52,99,1-52-2022-099-03,3,2,0,0,55.54879939,12,7
26561,52,100,1-52-2022-100-03,3,2,0,0,55.54879939,12,7
26561,52,100,1-52-2022-100-03,3,1,0,0,55.54879939,12,7
26562,54,62,1-54-2022-062-04,4,1,0,0,339.9867161,9,7
26563,54,63,1-54-2022-063-10,10,1,0,0,481.1534661,9,7
26564,16,59,1-16-2022-059-02,2,1,0,0,48.61801486,5,7
26564,16,59,1-16-2022-059-02,2,2,0,0,48.61801486,5,7
26565,16,60,1-16-2022-060-01,1,1,0,0,164.7721215,5,7
26566,76,61,1-76-2022-061-02,2,1,0,0,19.84871718,3,7
26567,76,62,1-76-2022-062-05,5,1,2,4,32.73702884,3,7
26568,18,56,1-18-2022-056-03,3,1,0,0,180.0156532,6,7
26568,18,56,1-18-2022-056-03,3,2,0,0,180.0156532,6,7
26569,18,57,1-18-2022-057-02,2,2,0,0,56.84724494,6,7
26570,25,63,1-25-2022-063-03,3,1,0,0,171.6074837,2,7
26571,25,64,1-25-2022-064-06,6,1,0,0,396.3191105,2,7
26573,31,51,1-31-2022-051-07,7,1,0,0,208.9861084,6,7
26574,31,52,1-31-2022-052-07,7,1,0,0,208.9861084,6,7
26575,73,64,1-73-2022-064-05,5,1,0,0,25.65852056,3,7
26575,73,64,1-73-2022-064-05,5,2,0,0,25.65852056,3,7
26576,73,65,1-73-2022-065-06,6,1,0,0,417.5630734,3,7
26577,33,18,1-33-2022-018-03,3,1,0,0,166.5380694,12,7
26578,33,19,1-33-2022-019-05,5,1,0,0,23.30108022,12,7
26580,20,128,1-20-2022-128-09,9,2,0,0,369.6459841,11,7
26581,20,129,1-20-2022-129-03,3,2,0,0,69.6504425,11,7
26583,29,13,1-29-2022-013-03,3,1,0,0,521.7272848,2,7
26583,29,13,1-29-2022-013-03,3,2,0,0,521.7272848,2,7
26584,15,21,1-15-2022-021-02,2,1,0,0,22.79087764,1,7
26586,26,83,1-26-2022-083-05,5,2,0,0,104.7619106,10,7
26589,22,17,1-22-2022-017-04,4,1,0,0,254.8137516,12,7
26590,30,61,1-30-2022-061-03,3,2,0,0,964.6053051,10,7
26591,66,59,1-66-2022-059-04,4,1,0,0,166.1918205,6,7
26592,66,60,1-66-2022-060-09,9,1,0,0,152.5220021,6,7
26593,17,61,1-17-2022-061-06,6,1,0,0,184.0145832,4,7
26594,26,85,1-26-2022-085-07,7,1,0,0,4708.597268,10,7
26596,77,57,1-77-2022-057-02,2,2,0,0,249.8820334,9,7
26596,77,57,1-77-2022-057-02,2,1,0,0,249.8820334,9,7
26597,77,58,1-77-2022-058-02,2,1,0,0,249.8820334,9,7
26598,54,64,1-54-2022-064-07,7,2,0,0,484.9857763,9,7
