CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,DISTRACTN,CASEWGT,PSUSTRAT,VERSION
25661,19,59,1-19-2022-059-10,10,1,10,3443.461939,9,7
25662,19,60,1-19-2022-060-06,6,1,9,224.4338548,9,7
25675,21,25,1-21-2022-025-03,3,1,1,616.610081,11,7
25680,76,37,1-76-2022-037-07,7,1,99,50.21857725,3,7
25682,30,34,1-30-2022-034-04,4,1,9,2153.482453,10,7
25684,29,6,1-29-2022-006-03,3,2,10,886.5757394,2,7
25686,25,26,1-25-2022-026-09,9,1,9,365.3424653,2,7
25689,30,36,1-30-2022-036-03,3,1,9,625.2127279,10,7
25701,59,23,1-59-2022-023-04,4,1,7,1030.873517,6,7
25708,19,64,1-19-2022-064-03,3,1,10,98.97790763,9,7
25722,14,34,1-14-2022-034-02,2,1,99,158.2363863,8,7
25730,13,61,1-13-2022-061-02,2,1,3,24.58245999,7,7
25742,31,29,1-31-2022-029-06,6,1,10,210.5752517,6,7
25750,21,28,1-21-2022-028-08,8,1,1,645.3876333,11,7
25752,26,52,1-26-2022-052-02,2,1,1,35.58682345,10,7
25756,30,38,1-30-2022-038-03,3,1,1,379.8044619,10,7
25771,77,38,1-77-2022-038-05,5,1,7,188.3984272,9,7
25778,12,26,1-12-2022-026-07,7,1,2,2579.663254,9,7
25779,19,66,1-19-2022-066-02,2,1,1,52.3928042,9,7
25805,13,67,1-13-2022-067-05,5,1,6,113.2077347,7,7
25809,32,44,1-32-2022-044-05,5,1,3,468.1751928,7,7
25820,20,77,1-20-2022-077-03,3,1,10,55.03962506,11,7
25826,26,57,1-26-2022-057-03,3,1,2,276.1004282,10,7
25853,19,70,1-19-2022-070-08,8,1,3,92.02226544,9,7
25855,19,72,1-19-2022-072-06,6,1,9,199.4417839,9,7
25855,19,72,1-19-2022-072-06,6,1,10,199.4417839,9,7
25861,24,67,1-24-2022-067-06,6,1,10,264.7261946,1,7
25863,24,69,1-24-2022-069-07,7,1,10,875.7370312,1,7
25864,14,38,1-14-2022-038-03,3,1,99,1776.227517,8,7
25870,28,37,1-28-2022-037-03,3,1,10,42.92651254,3,7
25871,28,38,1-28-2022-038-09,9,1,3,138.1147385,3,7
25876,66,37,1-66-2022-037-07,7,1,1,138.884824,6,7
25879,27,36,1-27-2022-036-03,3,1,7,80.42103478,3,7
25880,27,37,1-27-2022-037-06,6,1,3,183.114468,3,7
25885,48,7,1-48-2022-007-06,6,1,3,325.3350736,12,7
25893,18,39,1-18-2022-039-03,3,1,99,112.2481943,6,7
25896,20,83,1-20-2022-083-06,6,1,1,263.7882022,11,7
25897,20,84,1-20-2022-084-09,9,1,1,561.4422757,11,7
25898,26,61,1-26-2022-061-04,4,1,9,4030.066265,10,7
25908,18,40,1-18-2022-040-04,4,2,99,540.9136794,6,7
25910,25,33,1-25-2022-033-03,3,1,1,65.35802692,2,7
25913,54,43,1-54-2022-043-05,5,1,9,115.9972911,9,7
25914,54,44,1-54-2022-044-05,5,1,1,115.9972911,9,7
25925,19,77,1-19-2022-077-08,8,2,9,292.2104583,9,7
25930,52,62,1-52-2022-062-06,6,1,10,49.37774477,12,7
25934,30,47,1-30-2022-047-03,3,1,9,243.3113551,10,7
25938,25,36,1-25-2022-036-03,3,1,10,151.7513365,2,7
25947,28,41,1-28-2022-041-07,7,1,1,141.7834362,3,7
25984,66,40,1-66-2022-040-08,8,1,10,149.5089471,6,7
25989,14,40,1-14-2022-040-02,2,1,10,154.7892079,8,7
26000,28,44,1-28-2022-044-10,10,1,3,715.6366681,3,7
26026,26,66,1-26-2022-066-09,9,1,1,5417.704177,10,7
26046,30,51,1-30-2022-051-02,2,1,10,53.14310501,10,7
26048,29,7,1-29-2022-007-03,3,1,1,791.0491186,2,7
26066,19,82,1-19-2022-082-03,3,1,3,95.52063191,9,7
26069,19,80,1-19-2022-080-07,7,1,1,646.3670101,9,7
26079,52,73,1-52-2022-073-09,9,1,10,235.5438943,12,7
26081,25,42,1-25-2022-042-05,5,1,8,40.69477768,2,7
26093,73,48,1-73-2022-048-06,6,1,10,75.87013712,3,7
26911,24,98,1-24-2022-098-03,3,1,2,1350.274287,1,7
26918,10,128,1-10-2022-128-03,3,1,10,136.4246432,4,7
26924,77,67,1-77-2022-067-05,5,1,7,472.4873109,9,7
26925,28,70,1-28-2022-070-03,3,1,8,45.42933988,3,7
26944,22,23,1-22-2022-023-08,8,1,1,243.5286561,12,7
26945,73,78,1-73-2022-078-07,7,1,99,101.5133642,3,7
26953,73,79,1-73-2022-079-04,4,1,10,53.6776216,3,7
26957,17,76,1-17-2022-076-07,7,1,10,329.3742848,4,7
26958,20,155,1-20-2022-155-04,4,1,1,850.1198321,11,7
26962,12,46,1-12-2022-046-01,1,1,10,473.4392007,9,7
26965,66,72,1-66-2022-072-06,6,1,5,132.8151715,6,7
26974,31,61,1-31-2022-061-04,4,1,10,224.4262516,6,7
26979,54,66,1-54-2022-066-09,9,1,1,264.0124115,9,7
26980,54,67,1-54-2022-067-07,7,1,1,341.2661498,9,7
26998,28,72,1-28-2022-072-03,3,1,1,78.96823283,3,7
26998,28,72,1-28-2022-072-03,3,1,2,78.96823283,3,7
27021,24,102,1-24-2022-102-04,4,1,1,514.8370862,1,7
27037,29,22,1-29-2022-022-04,4,2,1,854.9771946,2,7
27039,73,80,1-73-2022-080-06,6,1,99,79.14764925,3,7
27041,73,82,1-73-2022-082-06,6,1,1,79.14764925,3,7
27054,59,63,1-59-2022-063-10,10,1,3,5071.334162,6,7
27057,17,82,1-17-2022-082-07,7,1,1,402.262392,4,7
27060,54,69,1-54-2022-069-10,10,1,9,1983.314587,9,7
27066,24,103,1-24-2022-103-03,3,1,10,168.1234528,1,7
27073,25,81,1-25-2022-081-06,6,1,9,319.4958883,2,7
27126,19,131,1-19-2022-131-03,3,1,8,98.17456802,9,7
27131,76,77,1-76-2022-077-09,9,1,3,22.13539127,3,7
27134,52,126,1-52-2022-126-05,5,1,99,24.235258,12,7
27143,10,141,1-10-2022-141-06,6,1,10,265.7827377,4,7
27154,18,75,1-18-2022-075-06,6,1,10,338.2697501,6,7
27163,15,41,1-15-2022-041-09,9,1,9,638.990185,1,7
27177,77,76,1-77-2022-076-06,6,1,1,1317.500157,9,7
27188,48,28,1-48-2022-028-06,6,1,6,621.5186639,12,7
27214,73,87,1-73-2022-087-05,5,1,1,23.59090556,3,7
27216,16,85,1-16-2022-085-03,3,1,9,579.7875733,5,7
27224,18,79,1-18-2022-079-08,8,1,3,256.8640829,6,7
27242,20,178,1-20-2022-178-07,7,1,99,685.0276085,11,7
27291,10,151,1-10-2022-151-03,3,1,10,177.9146698,4,7
27300,32,59,1-32-2022-059-02,2,1,99,224.9816369,7,7
27301,18,80,1-18-2022-080-07,7,2,7,871.7150041,6,7
27354,19,142,1-19-2022-142-09,9,1,1,322.7414863,9,7
27357,11,63,1-11-2022-063-01,1,1,1,134.0709483,8,7
27366,24,110,1-24-2022-110-04,4,1,99,963.9444436,1,7
27372,52,137,1-52-2022-137-03,3,1,3,31.17820355,12,7
27381,32,60,1-32-2022-060-02,2,1,10,216.1108865,7,7
27386,31,73,1-31-2022-073-03,3,1,9,233.3812035,6,7
27394,27,75,1-27-2022-075-03,3,1,10,40.08669068,3,7
27401,20,187,1-20-2022-187-06,6,1,1,1071.728679,11,7
26094,27,43,1-27-2022-043-03,3,2,10,83.94780234,3,7
26095,27,44,1-27-2022-044-09,9,1,9,506.972364,3,7
26097,28,45,1-28-2022-045-03,3,1,8,44.50807916,3,7
26109,14,44,1-14-2022-044-04,4,1,8,3175.395081,8,7
26111,26,70,1-26-2022-070-03,3,1,9,490.2026808,10,7
26112,22,9,1-22-2022-009-06,6,1,1,296.5496011,12,7
26115,10,79,1-10-2022-079-08,8,1,3,193.7432408,4,7
26119,76,48,1-76-2022-048-07,7,1,99,22.10197634,3,7
26120,76,49,1-76-2022-049-10,10,1,99,22.41804643,3,7
26133,12,32,1-12-2022-032-03,3,1,1,1417.414845,9,7
26137,19,84,1-19-2022-084-04,4,1,7,560.5403589,9,7
26185,20,105,1-20-2022-105-07,7,1,99,506.2815207,11,7
26191,14,47,1-14-2022-047-04,4,1,1,13986.22441,8,7
26197,25,48,1-25-2022-048-06,6,1,1,1664.054521,2,7
26202,52,81,1-52-2022-081-06,6,1,6,134.5172593,12,7
26209,28,50,1-28-2022-050-03,3,2,3,121.9321881,3,7
26220,19,85,1-19-2022-085-03,3,1,10,87.95865055,9,7
26235,21,37,1-21-2022-037-04,4,1,10,2291.280716,11,7
26253,54,55,1-54-2022-055-06,6,1,10,307.1989873,9,7
26258,19,90,1-19-2022-090-07,7,1,10,206.6604502,9,7
26259,19,87,1-19-2022-087-04,4,1,1,119.9140763,9,7
26278,66,50,1-66-2022-050-08,8,1,1,149.5089471,6,7
26282,28,52,1-28-2022-052-04,4,1,1,112.7550135,3,7
26300,27,48,1-27-2022-048-07,7,1,9,370.5248895,3,7
26307,20,114,1-20-2022-114-04,4,1,1,462.8215031,11,7
26318,24,83,1-24-2022-083-03,3,2,4,207.6405178,1,7
26325,66,52,1-66-2022-052-07,7,2,99,138.884824,6,7
26327,77,50,1-77-2022-050-08,8,1,9,388.7784326,9,7
26333,52,87,1-52-2022-087-03,3,1,9,20.11207086,12,7
26335,52,89,1-52-2022-089-09,9,1,9,38.13468449,12,7
26345,25,53,1-25-2022-053-03,3,1,1,229.7088054,2,7
26347,31,47,1-31-2022-047-07,7,1,10,583.2131548,6,7
26356,19,93,1-19-2022-093-08,8,1,9,75.29228732,9,7
26357,19,94,1-19-2022-094-08,8,1,10,75.29228732,9,7
26362,29,10,1-29-2022-010-09,9,1,1,4913.461976,2,7
26365,21,40,1-21-2022-040-05,5,1,1,137.2909932,11,7
26433,73,59,1-73-2022-059-03,3,1,1,134.2901785,3,7
26434,73,60,1-73-2022-060-03,3,1,4,134.2901785,3,7
26441,33,13,1-33-2022-013-04,4,1,10,151.4182303,12,7
26445,26,80,1-26-2022-080-03,3,2,10,640.0637345,10,7
26451,21,43,1-21-2022-043-05,5,1,3,43.77664063,11,7
26453,21,44,1-21-2022-044-04,4,1,99,699.9943901,11,7
26457,28,58,1-28-2022-058-10,10,1,3,100.1828551,3,7
26458,33,15,1-33-2022-015-09,9,1,99,223.9055935,12,7
26474,59,42,1-59-2022-042-05,5,1,99,71.33458988,6,7
26475,59,43,1-59-2022-043-02,2,1,1,55.91716894,6,7
26481,17,58,1-17-2022-058-08,8,1,1,120.381734,4,7
26486,19,102,1-19-2022-102-09,9,1,9,340.6842701,9,7
26491,52,96,1-52-2022-096-03,3,1,99,34.29212427,12,7
26503,28,60,1-28-2022-060-06,6,1,10,116.6256482,3,7
26517,19,103,1-19-2022-103-08,8,1,1,68.37049571,9,7
26522,20,124,1-20-2022-124-08,8,1,9,181.2532841,11,7
26522,20,124,1-20-2022-124-08,8,1,99,181.2532841,11,7
26527,15,20,1-15-2022-020-04,4,1,1,112.2412404,1,7
26530,27,55,1-27-2022-055-07,7,1,10,516.5561774,3,7
26532,22,16,1-22-2022-016-06,6,1,1,167.6234962,12,7
26538,77,56,1-77-2022-056-02,2,1,9,315.3641627,9,7
26540,59,45,1-59-2022-045-07,7,1,3,730.0920729,6,7
26541,12,39,1-12-2022-039-06,6,1,10,1080.113658,9,7
26546,19,106,1-19-2022-106-03,3,1,99,74.25040123,9,7
26549,24,89,1-24-2022-089-03,3,1,1,692.2265939,1,7
26552,13,84,1-13-2022-084-07,7,1,9,10088.36641,7,7
26569,18,57,1-18-2022-057-02,2,2,7,56.84724494,6,7
26571,25,64,1-25-2022-064-06,6,1,99,396.3191105,2,7
26572,25,65,1-25-2022-065-10,10,1,3,2751.776604,2,7
26574,31,52,1-31-2022-052-07,7,1,1,208.9861084,6,7
26579,20,127,1-20-2022-127-09,9,1,1,369.6459841,11,7
26583,29,13,1-29-2022-013-03,3,1,9,521.7272848,2,7
26593,17,61,1-17-2022-061-06,6,1,1,184.0145832,4,7
26606,19,109,1-19-2022-109-03,3,1,5,298.7641838,9,7
26613,76,63,1-76-2022-063-04,4,1,1,182.2470188,3,7
26616,52,102,1-52-2022-102-07,7,1,9,258.0691569,12,7
26619,25,66,1-25-2022-066-05,5,1,1,66.51538172,2,7
26620,25,67,1-25-2022-067-06,6,2,1,834.3482618,2,7
26621,28,63,1-28-2022-063-02,2,1,1,47.47634299,3,7
26627,18,58,1-18-2022-058-09,9,1,7,427.3834902,6,7
26629,73,66,1-73-2022-066-06,6,1,1,146.9944683,3,7
26631,52,105,1-52-2022-105-03,3,1,10,35.85405057,12,7
26643,66,62,1-66-2022-062-08,8,1,99,233.4200196,6,7
26661,77,59,1-77-2022-059-03,3,1,1,239.2117851,9,7
26681,66,63,1-66-2022-063-09,9,2,99,135.4934933,6,7
26694,73,68,1-73-2022-068-09,9,1,1,34.5930723,3,7
26704,20,138,1-20-2022-138-03,3,1,1,121.9376366,11,7
26708,76,65,1-76-2022-065-02,2,1,10,19.84871718,3,7
26717,73,70,1-73-2022-070-07,7,2,1,40.44497415,3,7
26724,20,140,1-20-2022-140-09,9,1,1,647.1424455,11,7
26728,59,51,1-59-2022-051-02,2,1,6,55.91716894,6,7
26731,19,115,1-19-2022-115-08,8,1,3,104.550355,9,7
26731,19,115,1-19-2022-115-08,8,1,10,104.550355,9,7
26733,19,117,1-19-2022-117-02,2,1,9,52.3928042,9,7
26746,25,72,1-25-2022-072-03,3,1,10,319.4838403,2,7
26750,73,72,1-73-2022-072-02,2,1,10,37.3527147,3,7
26765,22,20,1-22-2022-020-04,4,1,1,550.7513096,12,7
26767,20,141,1-20-2022-141-05,5,1,1,36.55171549,11,7
26778,31,55,1-31-2022-055-08,8,1,1,266.8338251,6,7
26780,30,73,1-30-2022-073-07,7,1,9,1476.263191,10,7
26786,48,22,1-48-2022-022-03,3,1,1,167.6974826,12,7
26792,17,69,1-17-2022-069-02,2,1,10,52.45005289,4,7
26800,24,97,1-24-2022-097-03,3,1,2,222.4361974,1,7
26801,76,70,1-76-2022-070-06,6,1,99,21.68267409,3,7
26806,10,123,1-10-2022-123-09,9,1,1,2180.016333,4,7
26818,25,74,1-25-2022-074-05,5,1,1,69.95631039,2,7
26819,73,73,1-73-2022-073-03,3,1,99,89.22446276,3,7
26820,73,74,1-73-2022-074-06,6,1,1,203.1594107,3,7
26821,18,64,1-18-2022-064-06,6,1,10,352.5394328,6,7
26834,30,75,1-30-2022-075-10,10,1,3,9498.50105,10,7
26864,25,76,1-25-2022-076-04,4,1,99,1156.429711,2,7
26866,28,68,1-28-2022-068-10,10,1,1,66.7885701,3,7
26873,18,67,1-18-2022-067-03,3,1,9,72.1216082,6,7
26904,16,72,1-16-2022-072-03,3,1,10,344.3214817,5,7
26906,18,68,1-18-2022-068-09,9,1,5,426.9579365,6,7
28133,59,103,1-59-2022-103-09,9,1,1,53.00268667,6,7
28141,17,130,1-17-2022-130-07,7,1,3,93.87876568,4,7
28173,13,127,1-13-2022-127-03,3,1,99,1102.871636,7,7
28181,15,86,1-15-2022-086-03,3,1,1,115.7757797,1,7
28183,26,111,1-26-2022-111-06,6,1,2,2690.243285,10,7
28208,33,42,1-33-2022-042-08,8,1,5,225.4045193,12,7
28274,20,227,1-20-2022-227-07,7,1,10,537.1998515,11,7
28280,21,67,1-21-2022-067-01,1,1,9,146.3872005,11,7
28290,29,45,1-29-2022-045-09,9,1,1,666.1686368,2,7
28364,26,113,1-26-2022-113-03,3,1,1,324.1068829,10,7
24419,59,1,1-59-2022-001-10,10,1,8,480.9320563,6,7
24425,77,1,1-77-2022-001-09,9,1,1,83.41183093,9,7
24470,30,1,1-30-2022-001-06,6,2,3,167.5429087,10,7
24487,23,2,1-23-2022-002-04,4,1,9,177.6968147,5,7
24513,66,1,1-66-2022-001-04,4,1,10,291.3995734,6,7
24514,14,2,1-14-2022-002-07,7,1,2,4062.253859,8,7
24516,25,2,1-25-2022-002-10,10,1,9,7464.231254,2,7
24526,18,1,1-18-2022-001-05,5,2,9,56.25682746,6,7
24526,18,1,1-18-2022-001-05,5,2,99,56.25682746,6,7
24528,27,1,1-27-2022-001-06,6,1,99,127.9991741,3,7
24548,59,2,1-59-2022-002-06,6,1,1,313.6742449,6,7
24564,73,4,1-73-2022-004-02,2,1,1,37.3527147,3,7
24597,12,4,1-12-2022-004-07,7,1,10,887.2297662,9,7
24604,20,2,1-20-2022-002-03,3,1,9,83.20002265,11,7
24611,31,3,1-31-2022-003-07,7,1,9,269.7339922,6,7
24624,77,3,1-77-2022-003-02,2,1,1,97.45773006,9,7
24631,54,6,1-54-2022-006-07,7,1,10,161.6619254,9,7
24634,19,11,1-19-2022-011-05,5,1,1,37.27910038,9,7
24650,28,3,1-28-2022-003-06,6,1,3,40.33582204,3,7
24657,16,5,1-16-2022-005-06,6,1,9,905.5803078,5,7
24659,14,5,1-14-2022-005-04,4,1,9,4594.861858,8,7
24676,20,7,1-20-2022-007-08,8,1,2,38.68429916,11,7
24678,20,9,1-20-2022-009-09,9,3,4,100.2831706,11,7
24690,76,6,1-76-2022-006-09,9,1,9,24.70295421,3,7
24706,12,7,1-12-2022-007-04,4,1,3,287.7678973,9,7
24711,19,15,1-19-2022-015-09,9,1,8,330.1844052,9,7
24722,66,6,1-66-2022-006-09,9,1,10,135.4934933,6,7
24723,66,7,1-66-2022-007-10,10,1,7,208.9379154,6,7
24730,52,6,1-52-2022-006-09,9,1,99,40.35365185,12,7
24738,14,7,1-14-2022-007-02,2,1,99,158.6179841,8,7
24744,13,10,1-13-2022-010-04,4,1,99,2685.12895,7,7
24758,26,8,1-26-2022-008-03,3,1,7,219.7982567,10,7
24760,26,10,1-26-2022-010-09,9,1,3,1549.648095,10,7
24773,77,8,1-77-2022-008-02,2,1,10,90.06596167,9,7
24775,54,9,1-54-2022-009-06,6,1,8,430.0605681,9,7
24778,19,18,1-19-2022-018-04,4,1,10,283.8493345,9,7
24781,59,7,1-59-2022-007-05,5,1,3,231.3523408,6,7
24782,17,9,1-17-2022-009-04,4,1,1,609.4118706,4,7
24787,11,7,1-11-2022-007-02,2,1,3,67.0889176,8,7
24810,10,15,1-10-2022-015-10,10,1,10,1933.897925,4,7
24812,13,15,1-13-2022-015-04,4,1,3,2153.53349,7,7
24821,27,8,1-27-2022-008-09,9,1,10,305.5311674,3,7
24823,20,16,1-20-2022-016-02,2,1,7,31.9626892,11,7
24836,24,11,1-24-2022-011-06,6,1,99,456.890666,1,7
24879,66,10,1-66-2022-010-06,6,1,9,124.3108883,6,7
24888,13,21,1-13-2022-021-03,3,1,1,564.2298727,7,7
24899,30,11,1-30-2022-011-02,2,1,9,53.14310501,10,7
24905,20,22,1-20-2022-022-03,3,1,9,43.86270332,11,7
27403,22,31,1-22-2022-031-08,8,1,1,327.4187383,12,7
27412,18,85,1-18-2022-085-09,9,1,1,829.9344376,6,7
27435,19,148,1-19-2022-148-03,3,1,10,89.222624,9,7
27436,11,65,1-11-2022-065-05,5,1,99,328.847395,8,7
27453,52,142,1-52-2022-142-09,9,1,9,362.9194915,12,7
27455,66,87,1-66-2022-087-09,9,1,9,445.5936003,6,7
27490,17,101,1-17-2022-101-07,7,1,3,578.4451656,4,7
27492,31,75,1-31-2022-075-06,6,1,6,257.0562321,6,7
27496,77,85,1-77-2022-085-03,3,1,6,1307.984029,9,7
27520,14,81,1-14-2022-081-02,2,4,8,154.7892079,8,7
27523,73,98,1-73-2022-098-02,2,1,10,37.3527147,3,7
27530,16,95,1-16-2022-095-09,9,1,9,2845.612815,5,7
27535,52,146,1-52-2022-146-03,3,1,10,24.89491416,12,7
27544,18,87,1-18-2022-087-01,1,1,10,75.11333367,6,7
27549,21,56,1-21-2022-056-09,9,1,9,3269.776999,11,7
27552,22,32,1-22-2022-032-02,2,1,1,58.81245024,12,7
27573,77,88,1-77-2022-088-06,6,1,1,1180.591184,9,7
27589,19,152,1-19-2022-152-07,7,1,1,586.0523797,9,7
27593,76,84,1-76-2022-084-03,3,1,1,39.62349875,3,7
27594,24,115,1-24-2022-115-06,6,1,10,840.8741721,1,7
27597,52,149,1-52-2022-149-06,6,1,9,141.7349591,12,7
27601,25,98,1-25-2022-098-03,3,1,9,183.8256214,2,7
27606,16,98,1-16-2022-098-03,3,1,9,471.6769347,5,7
27629,27,79,1-27-2022-079-08,8,1,8,29.4245023,3,7
27645,48,35,1-48-2022-035-03,3,1,3,151.4237361,12,7
27649,54,84,1-54-2022-084-09,9,1,1,495.8369809,9,7
27671,25,101,1-25-2022-101-09,9,1,99,678.2742561,2,7
27676,16,99,1-16-2022-099-02,2,1,10,109.4509833,5,7
27684,27,82,1-27-2022-082-06,6,1,9,93.33469424,3,7
27689,31,81,1-31-2022-081-03,3,1,1,258.8659538,6,7
27704,30,98,1-30-2022-098-02,2,1,7,65.0041684,10,7
27713,29,35,1-29-2022-035-10,10,1,10,19530.25106,2,7
27716,73,107,1-73-2022-107-03,3,1,1,32.78390084,3,7
27718,17,111,1-17-2022-111-03,3,1,1,104.0321466,4,7
27731,17,113,1-17-2022-113-04,4,1,6,219.076489,4,7
27749,14,87,1-14-2022-087-04,4,1,8,4792.131098,8,7
27755,73,109,1-73-2022-109-01,1,1,1,38.36426418,3,7
27767,21,59,1-21-2022-059-03,3,1,5,1571.388253,11,7
27767,21,59,1-21-2022-059-03,3,1,9,1571.388253,11,7
27780,48,38,1-48-2022-038-03,3,1,9,220.0659557,12,7
27781,77,93,1-77-2022-093-04,4,1,99,2786.632085,9,7
27782,77,94,1-77-2022-094-05,5,1,10,103.8299999,9,7
27799,24,120,1-24-2022-120-05,5,1,1,131.581605,1,7
27801,14,89,1-14-2022-089-02,2,1,7,154.7892079,8,7
27814,52,158,1-52-2022-158-04,4,1,9,98.37618735,12,7
27816,10,171,1-10-2022-171-06,6,1,9,1360.069197,4,7
