CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GLAZLOC,GLAZTYPE,GLAZPRE,GLAZIMP,GLAZOCC,CASEWGT,PSUSTRAT,VERSION
24875,28,8,1-28-2022-008-06,6,1,1,1,1,2,3,74.86623505,3,7
24878,14,12,1-14-2022-012-01,1,1,1,1,1,4,1,287.7354854,8,7
24878,14,12,1-14-2022-012-01,1,1,2,5,2,9,9,287.7354854,8,7
24878,14,12,1-14-2022-012-01,1,1,4,4,2,9,9,287.7354854,8,7
24878,14,12,1-14-2022-012-01,1,1,10,99,1,9,9,287.7354854,8,7
24878,14,12,1-14-2022-012-01,1,1,11,99,1,6,1,287.7354854,8,7
24878,14,12,1-14-2022-012-01,1,1,12,99,1,6,1,287.7354854,8,7
24886,13,19,1-13-2022-019-09,9,1,1,1,1,1,3,2498.879334,7,7
24888,13,21,1-13-2022-021-03,3,1,1,1,1,2,3,564.2298727,7,7
24901,24,16,1-24-2022-016-03,3,2,7,2,9,1,2,79.74973948,1,7
24901,24,16,1-24-2022-016-03,3,2,10,6,1,6,1,79.74973948,1,7
24910,26,17,1-26-2022-017-08,8,1,2,2,2,6,9,310.6100954,10,7
24920,18,13,1-18-2022-013-03,3,1,1,1,1,1,3,85.27361419,6,7
24947,66,12,1-66-2022-012-08,8,1,1,1,1,1,3,167.8221449,6,7
24948,13,22,1-13-2022-022-08,8,2,1,1,1,2,3,304.5658533,7,7
24970,19,25,1-19-2022-025-03,3,1,1,1,1,1,3,60.11210151,9,7
25001,54,16,1-54-2022-016-01,1,1,2,99,1,6,1,179.7587124,9,7
25001,54,16,1-54-2022-016-01,1,1,4,99,1,6,1,179.7587124,9,7
25001,54,16,1-54-2022-016-01,1,1,10,99,9,6,1,179.7587124,9,7
25010,48,3,1-48-2022-003-03,3,1,1,1,1,3,3,145.5664092,12,7
25014,24,25,1-24-2022-025-03,3,2,1,1,1,2,1,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,2,2,2,2,6,9,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,2,3,2,2,1,1,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,2,10,2,1,6,1,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,2,13,2,1,6,1,172.5758928,1,7
25018,10,25,1-10-2022-025-02,2,1,1,1,1,2,3,22.29167635,4,7
25023,13,30,1-13-2022-030-03,3,1,1,1,1,2,3,755.5127441,7,7
27008,16,78,1-16-2022-078-02,2,2,1,1,1,2,2,30.05767396,5,7
27015,18,72,1-18-2022-072-03,3,2,1,1,1,1,3,112.491953,6,7
27024,20,158,1-20-2022-158-01,1,1,1,1,1,5,9,36.98580048,11,7
27024,20,158,1-20-2022-158-01,1,1,2,2,4,6,1,36.98580048,11,7
27024,20,158,1-20-2022-158-01,1,1,3,2,4,6,1,36.98580048,11,7
27024,20,158,1-20-2022-158-01,1,1,6,2,1,6,1,36.98580048,11,7
27024,20,158,1-20-2022-158-01,1,1,7,2,3,1,1,36.98580048,11,7
27024,20,158,1-20-2022-158-01,1,1,9,2,1,6,1,36.98580048,11,7
27024,20,158,1-20-2022-158-01,1,1,10,2,1,6,1,36.98580048,11,7
27024,20,158,1-20-2022-158-01,1,1,13,1,9,6,1,36.98580048,11,7
27036,22,25,1-22-2022-025-01,1,1,1,1,1,2,1,53.68557432,12,7
25201,27,19,1-27-2022-019-03,3,1,3,2,2,6,9,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,4,99,3,1,1,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,7,2,2,6,1,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,10,2,1,1,1,77.30707448,3,7
25207,26,29,1-26-2022-029-03,3,2,1,1,1,1,3,843.6605582,10,7
25234,54,24,1-54-2022-024-08,8,1,1,1,1,2,3,204.5557822,9,7
25236,19,38,1-19-2022-038-03,3,1,1,1,1,1,3,97.01017024,9,7
25238,19,40,1-19-2022-040-02,2,1,2,3,2,6,1,52.3928042,9,7
25253,10,40,1-10-2022-040-01,1,1,1,1,1,4,1,24.95767321,4,7
25253,10,40,1-10-2022-040-01,1,1,2,4,2,1,8,24.95767321,4,7
25253,10,40,1-10-2022-040-01,1,1,10,2,1,6,1,24.95767321,4,7
25256,52,33,1-52-2022-033-09,9,2,1,1,1,2,3,614.5114565,12,7
25269,13,40,1-13-2022-040-02,2,1,1,1,1,1,3,29.78224817,7,7
25274,18,22,1-18-2022-022-09,9,2,1,1,1,1,3,829.9546095,6,7
25302,77,23,1-77-2022-023-05,5,1,1,1,1,3,3,71.67626718,9,7
25335,28,24,1-28-2022-024-08,8,1,1,1,1,2,3,66.42626557,3,7
25345,32,30,1-32-2022-030-08,8,1,1,1,1,1,3,1417.932411,7,7
25348,27,22,1-27-2022-022-02,2,1,1,1,1,1,3,24.7367566,3,7
27036,22,25,1-22-2022-025-01,1,1,2,2,2,1,8,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,1,3,2,2,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,1,7,2,2,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,6,6,1,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,7,6,2,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,8,6,1,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,9,6,1,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,10,2,2,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,1,10,2,1,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,1,1,1,3,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,2,2,9,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,3,2,4,1,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,4,6,2,6,1,53.68557432,12,7
27036,22,25,1-22-2022-025-01,1,2,5,6,1,6,1,53.68557432,12,7
27047,17,80,1-17-2022-080-04,4,1,2,2,2,1,2,306.4459837,4,7
27055,59,64,1-59-2022-064-01,1,1,1,1,1,4,9,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,2,6,9,6,1,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,3,6,9,6,1,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,4,6,9,6,1,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,5,6,1,6,1,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,6,6,1,6,1,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,7,6,9,6,1,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,8,6,1,1,1,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,9,6,1,6,1,63.48521921,6,7
27055,59,64,1-59-2022-064-01,1,1,13,6,9,6,9,63.48521921,6,7
27059,54,68,1-54-2022-068-08,8,2,1,1,1,2,3,179.6206875,9,7
27061,12,48,1-12-2022-048-05,5,1,1,1,1,2,3,263.4777562,9,7
27078,10,136,1-10-2022-136-05,5,2,1,1,1,1,1,35.84633604,4,7
27078,10,136,1-10-2022-136-05,5,2,2,2,2,6,1,35.84633604,4,7
27078,10,136,1-10-2022-136-05,5,2,3,2,2,1,1,35.84633604,4,7
27078,10,136,1-10-2022-136-05,5,2,4,2,2,1,1,35.84633604,4,7
27078,10,136,1-10-2022-136-05,5,2,7,2,2,1,1,35.84633604,4,7
27078,10,136,1-10-2022-136-05,5,2,10,2,1,1,1,35.84633604,4,7
27083,18,73,1-18-2022-073-01,1,1,1,1,1,9,9,64.43995551,6,7
27083,18,73,1-18-2022-073-01,1,1,2,2,2,6,1,64.43995551,6,7
27083,18,73,1-18-2022-073-01,1,1,4,2,2,6,1,64.43995551,6,7
27083,18,73,1-18-2022-073-01,1,1,5,2,1,9,1,64.43995551,6,7
27083,18,73,1-18-2022-073-01,1,1,7,2,2,9,1,64.43995551,6,7
27083,18,73,1-18-2022-073-01,1,1,10,2,1,9,1,64.43995551,6,7
27088,18,74,1-18-2022-074-08,8,1,1,1,1,2,3,395.226388,6,7
27117,54,70,1-54-2022-070-02,2,2,1,1,1,2,3,170.2959935,9,7
27126,19,131,1-19-2022-131-03,3,1,1,1,1,2,2,98.17456802,9,7
27127,11,55,1-11-2022-055-01,1,1,1,1,1,9,9,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,2,99,2,6,1,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,3,99,2,6,1,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,4,5,2,1,1,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,5,5,2,1,1,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,6,5,1,6,1,473.4392007,8,7
25368,76,28,1-76-2022-028-03,3,1,2,3,2,1,2,21.45627751,3,7
25387,22,5,1-22-2022-005-01,1,1,1,1,1,2,1,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,2,2,2,6,1,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,4,2,2,6,1,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,7,2,2,6,1,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,10,2,1,6,1,38.00048139,12,7
25397,10,49,1-10-2022-049-01,1,1,1,1,1,2,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,4,99,9,6,1,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,10,2,1,6,1,24.95767321,4,7
25415,16,24,1-16-2022-024-04,4,1,1,1,1,1,3,641.2588765,5,7
25420,32,31,1-32-2022-031-02,2,2,1,1,1,2,3,105.9656653,7,7
25422,25,19,1-25-2022-019-10,10,1,1,1,1,2,3,7911.521733,2,7
25452,77,30,1-77-2022-030-02,2,1,1,1,1,2,3,90.06596167,9,7
25457,26,42,1-26-2022-042-02,2,1,1,1,1,2,3,56.56502108,10,7
25474,24,48,1-24-2022-048-03,3,2,1,1,1,1,3,203.6822226,1,7
25476,14,27,1-14-2022-027-01,1,1,1,1,1,3,1,473.4392007,8,7
25476,14,27,1-14-2022-027-01,1,1,2,99,9,6,1,473.4392007,8,7
25476,14,27,1-14-2022-027-01,1,1,3,99,9,6,1,473.4392007,8,7
25476,14,27,1-14-2022-027-01,1,1,4,2,2,1,1,473.4392007,8,7
25476,14,27,1-14-2022-027-01,1,1,7,2,9,6,1,473.4392007,8,7
27756,73,110,1-73-2022-110-01,1,1,13,99,2,4,9,38.36426418,3,7
27788,12,65,1-12-2022-065-03,3,2,1,1,1,2,3,995.2535305,9,7
27793,19,155,1-19-2022-155-08,8,1,2,2,2,6,9,169.5119093,9,7
27819,18,97,1-18-2022-097-03,3,2,1,1,1,5,3,211.4345316,6,7
27832,31,84,1-31-2022-084-04,4,1,2,1,2,2,3,224.4262516,6,7
27836,20,211,1-20-2022-211-05,5,1,1,1,1,2,3,36.55171549,11,7
27837,20,212,1-20-2022-212-01,1,1,2,99,4,9,9,36.98580048,11,7
27872,12,68,1-12-2022-068-03,3,1,1,1,1,1,3,255.1263244,9,7
27878,19,157,1-19-2022-157-05,5,1,1,1,1,2,3,38.14084918,9,7
27885,52,160,1-52-2022-160-08,8,1,1,1,1,1,3,174.3194693,12,7
27920,29,39,1-29-2022-039-03,3,3,1,99,1,1,3,490.4452918,2,7
27927,18,101,1-18-2022-101-04,4,1,1,1,1,1,3,568.8508898,6,7
27953,59,94,1-59-2022-094-02,2,1,1,1,1,2,3,55.91716894,6,7
27953,59,94,1-59-2022-094-02,2,1,13,6,2,4,2,55.91716894,6,7
27981,27,87,1-27-2022-087-05,5,1,1,1,1,1,3,25.34101751,3,7
24419,59,1,1-59-2022-001-10,10,1,1,1,1,1,3,480.9320563,6,7
24452,10,1,1-10-2022-001-06,6,1,1,1,1,1,3,144.4790072,4,7
24494,19,2,1-19-2022-002-05,5,1,1,1,1,2,3,37.27910038,9,7
24501,13,2,1-13-2022-002-02,2,2,1,1,1,1,3,29.66145152,7,7
24526,18,1,1-18-2022-001-05,5,2,1,1,1,1,3,56.25682746,6,7
24552,19,6,1-19-2022-006-02,2,1,1,1,1,1,3,52.3928042,9,7
24568,10,4,1-10-2022-004-06,6,1,1,1,1,1,3,667.8438778,4,7
24572,52,3,1-52-2022-003-08,8,2,1,1,1,2,3,172.0701827,12,7
24575,66,2,1-66-2022-002-01,1,1,1,1,1,1,3,149.6238334,6,7
24575,66,2,1-66-2022-002-01,1,1,2,5,2,6,9,149.6238334,6,7
24575,66,2,1-66-2022-002-01,1,1,3,5,2,1,1,149.6238334,6,7
24575,66,2,1-66-2022-002-01,1,1,4,5,1,1,1,149.6238334,6,7
24575,66,2,1-66-2022-002-01,1,1,7,5,1,6,9,149.6238334,6,7
24575,66,2,1-66-2022-002-01,1,1,10,5,1,6,9,149.6238334,6,7
24578,23,5,1-23-2022-005-08,8,1,1,1,1,4,9,658.4613243,5,7
24578,23,5,1-23-2022-005-08,8,1,2,2,2,6,1,658.4613243,5,7
24578,23,5,1-23-2022-005-08,8,1,3,2,2,6,1,658.4613243,5,7
24578,23,5,1-23-2022-005-08,8,1,4,2,2,6,1,658.4613243,5,7
24578,23,5,1-23-2022-005-08,8,1,7,2,2,6,1,658.4613243,5,7
24578,23,5,1-23-2022-005-08,8,1,10,2,1,6,1,658.4613243,5,7
24600,26,4,1-26-2022-004-08,8,1,1,1,1,2,5,153.1138281,10,7
24600,26,4,1-26-2022-004-08,8,2,1,1,1,1,3,153.1138281,10,7
24613,31,2,1-31-2022-002-09,9,1,1,1,1,2,3,208.6732651,6,7
24645,13,9,1-13-2022-009-01,1,1,1,1,1,2,9,150.2299772,7,7
24645,13,9,1-13-2022-009-01,1,1,3,2,2,6,1,150.2299772,7,7
24650,28,3,1-28-2022-003-06,6,1,1,1,1,2,3,40.33582204,3,7
24656,16,4,1-16-2022-004-06,6,1,1,1,1,1,3,905.5803078,5,7
27629,27,79,1-27-2022-079-08,8,2,1,1,1,1,3,29.4245023,3,7
27631,21,57,1-21-2022-057-02,2,1,1,1,1,2,3,220.8298646,11,7
27632,22,33,1-22-2022-033-09,9,1,1,1,1,2,3,942.1360789,12,7
27638,30,96,1-30-2022-096-03,3,1,1,99,9,2,3,414.6080511,10,7
27650,54,85,1-54-2022-085-07,7,1,1,1,1,2,3,640.9258431,9,7
27670,25,100,1-25-2022-100-01,1,1,3,2,2,9,9,38.94282308,2,7
27671,25,101,1-25-2022-101-09,9,1,1,1,1,1,3,678.2742561,2,7
27684,27,82,1-27-2022-082-06,6,1,1,1,1,1,2,93.33469424,3,7
27701,22,34,1-22-2022-034-02,2,1,2,2,2,6,1,53.42625002,12,7
27701,22,34,1-22-2022-034-02,2,1,4,6,2,6,1,53.42625002,12,7
27701,22,34,1-22-2022-034-02,2,1,5,6,1,6,1,53.42625002,12,7
27704,30,98,1-30-2022-098-02,2,1,1,99,2,2,3,65.0041684,10,7
27706,21,58,1-21-2022-058-09,9,1,1,1,1,2,3,11061.50161,11,7
27743,16,101,1-16-2022-101-02,2,2,1,1,1,2,3,59.4969547,5,7
27750,10,168,1-10-2022-168-01,1,1,1,1,1,2,3,62.03393723,4,7
27750,10,168,1-10-2022-168-01,1,1,7,2,2,6,1,62.03393723,4,7
27750,10,168,1-10-2022-168-01,1,1,8,2,1,6,1,62.03393723,4,7
27750,10,168,1-10-2022-168-01,1,1,10,2,1,6,1,62.03393723,4,7
27755,73,109,1-73-2022-109-01,1,1,1,1,1,2,4,38.36426418,3,7
27755,73,109,1-73-2022-109-01,1,1,3,3,2,2,9,38.36426418,3,7
27755,73,109,1-73-2022-109-01,1,1,10,6,1,6,1,38.36426418,3,7
27756,73,110,1-73-2022-110-01,1,1,1,1,1,2,3,38.36426418,3,7
27756,73,110,1-73-2022-110-01,1,1,2,2,2,6,1,38.36426418,3,7
27756,73,110,1-73-2022-110-01,1,1,3,2,2,6,1,38.36426418,3,7
27756,73,110,1-73-2022-110-01,1,1,6,2,1,6,1,38.36426418,3,7
27756,73,110,1-73-2022-110-01,1,1,7,2,2,6,1,38.36426418,3,7
27756,73,110,1-73-2022-110-01,1,1,8,2,1,6,1,38.36426418,3,7
25476,14,27,1-14-2022-027-01,1,1,10,10,1,1,1,473.4392007,8,7
25480,28,28,1-28-2022-028-09,9,1,2,2,2,1,2,43.96876046,3,7
25493,13,52,1-13-2022-052-02,2,1,1,1,1,2,3,28.63389395,7,7
25506,66,28,1-66-2022-028-09,9,1,1,1,1,1,3,687.516768,6,7
25507,27,26,1-27-2022-026-02,2,1,1,1,1,2,3,25.26910267,3,7
25513,18,28,1-18-2022-028-06,6,1,1,1,1,2,2,145.2447097,6,7
25536,77,33,1-77-2022-033-05,5,1,1,1,1,2,3,65.73259221,9,7
25541,17,29,1-17-2022-029-07,7,2,1,1,1,1,3,299.0624997,4,7
25556,28,29,1-28-2022-029-03,3,1,1,1,1,2,3,42.92651254,3,7
25558,13,53,1-13-2022-053-05,5,1,1,1,1,1,3,144.4691803,7,7
25563,10,55,1-10-2022-055-02,2,2,1,1,1,2,3,22.37863236,4,7
27127,11,55,1-11-2022-055-01,1,1,7,5,2,6,1,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,8,4,1,1,1,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,9,99,1,6,1,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,10,99,1,6,1,473.4392007,8,7
27127,11,55,1-11-2022-055-01,1,1,13,99,9,6,1,473.4392007,8,7
27134,52,126,1-52-2022-126-05,5,1,1,99,9,9,9,24.235258,12,7
27135,52,127,1-52-2022-127-01,1,2,1,1,1,2,2,29.6704539,12,7
27139,73,84,1-73-2022-084-05,5,1,1,1,1,2,3,39.65984706,3,7
27150,28,74,1-28-2022-074-09,9,1,1,1,1,2,3,150.9702067,3,7
27181,54,72,1-54-2022-072-04,4,1,1,1,1,2,3,2072.745481,9,7
27182,54,73,1-54-2022-073-05,5,2,1,1,1,1,3,110.5370036,9,7
27200,52,130,1-52-2022-130-03,3,2,1,1,1,2,3,20.85284947,12,7
27216,16,85,1-16-2022-085-03,3,1,1,1,1,1,3,579.7875733,5,7
27224,18,79,1-18-2022-079-08,8,1,1,1,1,2,3,256.8640829,6,7
27254,77,79,1-77-2022-079-05,5,1,1,1,1,3,2,151.0987691,9,7
27264,17,93,1-17-2022-093-07,7,1,1,1,1,1,3,590.6294484,4,7
27265,19,136,1-19-2022-136-08,8,1,1,1,1,2,3,104.1125494,9,7
27277,13,104,1-13-2022-104-03,3,1,1,1,1,1,3,940.3616498,7,7
27279,16,88,1-16-2022-088-09,9,1,1,1,1,1,3,1655.167246,5,7
27286,28,78,1-28-2022-078-09,9,2,1,1,1,1,3,147.3405783,3,7
27316,26,90,1-26-2022-090-03,3,1,1,1,1,1,3,1193.075763,10,7
27330,16,89,1-16-2022-089-07,7,1,1,1,1,2,3,3169.002325,5,7
27341,54,76,1-54-2022-076-09,9,2,1,1,1,1,3,157.7144168,9,7
27352,19,140,1-19-2022-140-09,9,1,1,1,1,2,3,322.7414863,9,7
27357,11,63,1-11-2022-063-01,1,1,1,1,1,1,3,134.0709483,8,7
27400,20,186,1-20-2022-186-02,2,2,1,1,1,4,3,31.9626892,11,7
27403,22,31,1-22-2022-031-08,8,1,1,1,1,3,3,327.4187383,12,7
27412,18,85,1-18-2022-085-09,9,1,1,1,1,1,3,829.9344376,6,7
27412,18,85,1-18-2022-085-09,9,1,2,2,2,1,8,829.9344376,6,7
27414,33,30,1-33-2022-030-05,5,1,1,1,1,2,3,20.72939128,12,7
27417,16,92,1-16-2022-092-06,6,1,1,1,1,1,3,939.5659854,5,7
27433,19,146,1-19-2022-146-03,3,2,1,1,1,2,3,89.222624,9,7
27456,66,88,1-66-2022-088-06,6,1,1,1,1,1,3,171.2979168,6,7
27477,20,191,1-20-2022-191-02,2,1,1,1,1,2,3,31.9626892,11,7
25565,10,57,1-10-2022-057-01,1,1,1,99,1,4,1,36.27226024,4,7
25565,10,57,1-10-2022-057-01,1,1,3,2,2,6,1,36.27226024,4,7
25565,10,57,1-10-2022-057-01,1,1,4,2,2,6,1,36.27226024,4,7
25565,10,57,1-10-2022-057-01,1,1,7,2,2,6,1,36.27226024,4,7
25565,10,57,1-10-2022-057-01,1,1,10,99,1,6,1,36.27226024,4,7
25578,21,23,1-21-2022-023-02,2,1,1,1,1,2,3,52.34433849,11,7
25581,24,50,1-24-2022-050-03,3,1,1,1,1,2,3,84.87496322,1,7
25597,27,29,1-27-2022-029-10,10,3,1,1,1,2,3,2082.864998,3,7
25615,54,33,1-54-2022-033-06,6,1,1,1,1,2,3,141.749913,9,7
25628,52,46,1-52-2022-046-08,8,1,1,1,1,1,4,86.49167012,12,7
25629,52,47,1-52-2022-047-08,8,1,1,1,1,2,3,86.49167012,12,7
25648,13,57,1-13-2022-057-03,3,1,1,1,1,2,3,662.4029121,7,7
25657,28,32,1-28-2022-032-03,3,1,1,1,1,2,3,42.92651254,3,7
25657,28,32,1-28-2022-032-03,3,2,1,1,1,2,3,42.92651254,3,7
25671,26,47,1-26-2022-047-05,5,1,1,1,1,1,3,49.97623972,10,7
25673,26,49,1-26-2022-049-05,5,1,1,1,1,1,3,49.97623972,10,7
25702,59,24,1-59-2022-024-05,5,2,1,1,1,2,3,39.05722382,6,7
25703,12,25,1-12-2022-025-04,4,1,1,1,1,1,3,1509.618075,9,7
25706,19,62,1-19-2022-062-01,1,1,1,1,1,3,1,60.62443222,9,7
25706,19,62,1-19-2022-062-01,1,1,2,2,2,6,1,60.62443222,9,7
25706,19,62,1-19-2022-062-01,1,1,3,2,2,1,1,60.62443222,9,7
25706,19,62,1-19-2022-062-01,1,1,4,3,2,6,1,60.62443222,9,7
25706,19,62,1-19-2022-062-01,1,1,7,2,2,6,1,60.62443222,9,7
25706,19,62,1-19-2022-062-01,1,1,10,2,1,6,1,60.62443222,9,7
25707,19,63,1-19-2022-063-08,8,1,1,1,1,2,3,103.9843645,9,7
25709,19,65,1-19-2022-065-01,1,1,1,1,1,2,3,114.8855068,9,7
25722,14,34,1-14-2022-034-02,2,1,1,1,1,2,2,158.2363863,8,7
25729,10,64,1-10-2022-064-05,5,1,2,2,3,1,2,97.53176775,4,7
25738,27,33,1-27-2022-033-09,9,1,1,1,1,1,3,151.2418304,3,7
25752,26,52,1-26-2022-052-02,2,1,1,1,1,2,3,35.58682345,10,7
25787,24,65,1-24-2022-065-05,5,1,1,1,1,5,9,57.93533208,1,7
25787,24,65,1-24-2022-065-05,5,1,2,2,9,6,1,57.93533208,1,7
25787,24,65,1-24-2022-065-05,5,1,3,2,9,6,1,57.93533208,1,7
25787,24,65,1-24-2022-065-05,5,1,4,2,9,6,1,57.93533208,1,7
25787,24,65,1-24-2022-065-05,5,1,5,2,1,6,1,57.93533208,1,7
25787,24,65,1-24-2022-065-05,5,1,7,2,9,6,1,57.93533208,1,7
25787,24,65,1-24-2022-065-05,5,1,8,2,1,6,1,57.93533208,1,7
25787,24,65,1-24-2022-065-05,5,1,10,2,1,6,1,57.93533208,1,7
25787,24,65,1-24-2022-065-05,5,1,13,99,9,6,1,57.93533208,1,7
25797,10,65,1-10-2022-065-03,3,1,1,1,1,3,1,418.7194084,4,7
25797,10,65,1-10-2022-065-03,3,1,8,6,1,6,1,418.7194084,4,7
25797,10,65,1-10-2022-065-03,3,1,10,6,1,6,1,418.7194084,4,7
25797,10,65,1-10-2022-065-03,3,1,13,6,2,6,1,418.7194084,4,7
25805,13,67,1-13-2022-067-05,5,1,1,1,1,2,3,113.2077347,7,7
27756,73,110,1-73-2022-110-01,1,1,10,2,1,6,1,38.36426418,3,7
25815,18,36,1-18-2022-036-03,3,2,1,1,1,2,3,125.8673834,6,7
25822,27,34,1-27-2022-034-05,5,1,1,1,1,2,3,13.2679623,3,7
25826,26,57,1-26-2022-057-03,3,2,1,1,1,1,3,276.1004282,10,7
25845,77,41,1-77-2022-041-03,3,2,1,1,1,2,3,678.4291894,9,7
25853,19,70,1-19-2022-070-08,8,1,1,1,1,2,3,92.02226544,9,7
25858,25,30,1-25-2022-030-03,3,1,2,3,2,1,3,65.35802692,2,7
25869,52,60,1-52-2022-060-03,3,1,1,1,1,1,3,20.16576703,12,7
25871,28,38,1-28-2022-038-09,9,1,1,1,1,2,3,138.1147385,3,7
25875,66,36,1-66-2022-036-03,3,2,1,1,1,1,3,127.8599504,6,7
25879,27,36,1-27-2022-036-03,3,1,1,1,1,1,3,80.42103478,3,7
25882,31,32,1-31-2022-032-02,2,1,1,99,1,2,9,220.1476746,6,7
25882,31,32,1-31-2022-032-02,2,1,2,99,2,6,9,220.1476746,6,7
25882,31,32,1-31-2022-032-02,2,1,3,99,2,6,9,220.1476746,6,7
25882,31,32,1-31-2022-032-02,2,1,9,99,2,6,9,220.1476746,6,7
25884,15,5,1-15-2022-005-02,2,2,1,1,1,2,3,22.26406863,1,7
