CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,DISTRACTN,CASEWGT,PSUSTRAT,VERSION
10545,30,43,1-30-2018-043-03,3,1,10,958.170370239135,10,3
10513,31,29,1-31-2018-029-08,8,1,1,325.58648159477,6,3
10561,28,39,1-28-2018-039-06,6,1,9,77.7650967510451,3,3
10574,66,26,1-66-2018-026-09,9,1,9,1497.75490777934,6,3
10579,12,37,1-12-2018-037-05,5,1,1,286.829610873214,9,3
10591,76,10,1-76-2018-010-03,3,1,9,485.026533564,3,3
10596,26,69,1-26-2018-069-09,9,1,9,2272.19495834451,10,3
10584,15,72,1-15-2018-072-04,4,1,9,732.616772321372,1,3
10602,21,64,1-21-2018-064-04,4,1,10,2306.6242275943,11,3
10598,18,36,1-18-2018-036-06,6,1,2,112.362531033094,6,3
10582,19,64,1-19-2018-064-04,4,1,3,1384.91014493416,9,3
10603,21,65,1-21-2018-065-03,3,1,99,878.394963938424,11,3
10603,21,65,1-21-2018-065-03,3,2,8,878.394963938424,11,3
10599,18,37,1-18-2018-037-04,4,2,2,315.991991053885,6,3
10612,28,40,1-28-2018-040-09,9,1,1,58.4007613290138,3,3
10621,66,27,1-66-2018-027-09,9,1,7,582.704470285151,6,3
10622,66,28,1-66-2018-028-08,8,1,10,170.546864289739,6,3
10619,16,74,1-16-2018-074-10,10,1,1,8048.81102690025,5,3
10639,31,34,1-31-2018-034-07,7,1,1,346.50890140151,6,3
10639,31,34,1-31-2018-034-07,7,1,10,346.50890140151,6,3
10651,33,59,1-33-2018-059-02,2,1,1,23.7983979496905,12,3
10660,26,72,1-26-2018-072-04,4,1,1,2115.11001601441,10,3
10653,30,45,1-30-2018-045-03,3,1,99,465.375387162674,10,3
10677,28,42,1-28-2018-042-06,6,1,10,107.745172236415,3,3
10669,23,73,1-23-2018-073-07,7,1,9,1819.40993628513,5,3
10684,54,1,1-54-2018-001-03,3,1,9,539.494327968571,9,3
10697,19,68,1-19-2018-068-02,2,1,8,46.6814730229856,9,3
10705,17,77,1-17-2018-077-02,2,1,6,68.6322934222387,4,3
10707,17,79,1-17-2018-079-01,1,1,3,132.871144769465,4,3
10698,19,69,1-19-2018-069-08,8,1,99,117.171618354952,9,3
10708,27,39,1-27-2018-039-06,6,1,9,189.278545845365,3,3
10709,22,39,1-22-2018-039-08,8,1,1,71.1124620082027,12,3
10716,18,39,1-18-2018-039-07,7,1,10,586.035494277578,6,3
10723,20,91,1-20-2018-091-02,2,1,3,26.8025465982331,11,3
10730,24,47,1-24-2018-047-03,3,1,10,371.398656172598,1,3
10727,21,72,1-21-2018-072-04,4,1,1,821.103875587669,11,3
10734,13,80,1-13-2018-080-02,2,1,4,126.344167277636,7,3
10739,66,30,1-66-2018-030-09,9,2,9,342.849531648889,6,3
10746,11,10,1-11-2018-010-01,1,2,10,235.418594101367,8,3
10750,24,50,1-24-2018-050-03,3,1,1,201.427233218602,1,3
10758,52,37,1-52-2018-037-08,8,1,1,107.970638214944,12,3
10753,23,76,1-23-2018-076-03,3,1,99,211.674024219309,5,3
10757,32,91,1-32-2018-091-02,2,1,8,98.5429599213765,7,3
10766,66,31,1-66-2018-031-07,7,2,1,487.055013800897,6,3
10773,28,43,1-28-2018-043-04,4,1,10,166.610201086058,3,3
10774,28,44,1-28-2018-044-04,4,1,10,166.610201086058,3,3
10767,66,32,1-66-2018-032-06,6,2,10,125.896653172806,6,3
10786,19,72,1-19-2018-072-03,3,2,8,157.68591493737,9,3
10775,29,39,1-29-2018-039-03,3,1,2,156.677608850213,2,3
10804,22,41,1-22-2018-041-07,7,1,1,553.079736896122,12,3
10813,48,2,1-48-2018-002-06,6,1,1,222.375565641748,12,3
10815,20,95,1-20-2018-095-09,9,1,8,637.250901794503,11,3
10770,10,46,1-10-2018-046-10,10,1,8,1076.16167699156,4,3
10850,76,11,1-76-2018-011-03,3,1,1,933.468703956292,3,3
10838,23,77,1-23-2018-077-06,6,1,2,222.463464356057,5,3
10855,66,34,1-66-2018-034-07,7,1,3,179.423580753315,6,3
10873,73,4,1-73-2018-004-04,4,1,1,103.418243432332,3,3
10869,29,43,1-29-2018-043-06,6,1,6,133.986325293983,2,3
10861,19,76,1-19-2018-076-02,2,1,9,46.6814730229856,9,3
10879,22,43,1-22-2018-043-09,9,1,2,187.694535115248,12,3
10898,24,54,1-24-2018-054-03,3,1,7,335.793341277742,1,3
10906,28,47,1-28-2018-047-04,4,1,7,225.217198384141,3,3
10926,66,36,1-66-2018-036-04,4,1,99,155.537836543619,6,3
10920,16,86,1-16-2018-086-03,3,1,9,285.529324603349,5,3
10932,19,77,1-19-2018-077-08,8,1,9,174.973092270562,9,3
10936,13,85,1-13-2018-085-02,2,1,1,84.4510421138098,7,3
10935,13,84,1-13-2018-084-05,5,1,1,133.383186269996,7,3
10953,20,99,1-20-2018-099-10,10,1,1,23936.8367783949,11,3
10957,33,65,1-33-2018-065-03,3,1,10,218.154382489614,12,3
10957,33,65,1-33-2018-065-03,3,1,6,218.154382489614,12,3
10916,25,38,1-25-2018-038-09,9,1,9,161.567188623232,2,3
10959,77,3,1-77-2018-003-02,2,1,9,191.424290157716,9,3
10983,24,57,1-24-2018-057-03,3,1,9,470.67508473631,1,3
11000,25,42,1-25-2018-042-03,3,1,99,87.3352176905196,2,3
10994,77,7,1-77-2018-007-03,3,2,99,86.3530362590088,9,3
11002,10,50,1-10-2018-050-03,3,2,3,84.3864735883991,4,3
11005,19,79,1-19-2018-079-02,2,1,10,51.8887675666557,9,3
11007,19,81,1-19-2018-081-09,9,1,9,5651.9726252222,9,3
11033,73,8,1-73-2018-008-02,2,1,3,30.1236772228839,3,3
11031,30,57,1-30-2018-057-07,7,2,10,4190.03515107044,10,3
11026,26,90,1-26-2018-090-07,7,1,7,2685.240234134,10,3
11039,21,83,1-21-2018-083-01,1,1,99,158.205028590844,11,3
11041,20,101,1-20-2018-101-03,3,2,9,595.883205242688,11,3
11029,18,44,1-18-2018-044-09,9,2,8,383.960565725705,6,3
11056,77,8,1-77-2018-008-02,2,1,9,191.424290157716,9,3
11063,28,50,1-28-2018-050-06,6,1,1,133.045256545304,3,3
11064,28,51,1-28-2018-051-06,6,1,10,133.045256553364,3,3
11052,23,87,1-23-2018-087-01,1,1,2,76.1868333196657,5,3
11072,27,45,1-27-2018-045-07,7,1,7,194.580016717053,3,3
11072,27,45,1-27-2018-045-07,7,1,8,194.580016717053,3,3
11083,73,11,1-73-2018-011-06,6,1,1,31.0955648683261,3,3
11091,33,68,1-33-2018-068-09,9,1,1,300.985990412003,12,3
11095,22,47,1-22-2018-047-03,3,1,10,83.4205892595514,12,3
11093,13,87,1-13-2018-087-09,9,1,1,9113.73629992808,7,3
11099,15,94,1-15-2018-094-03,3,1,1,1554.07903737573,1,3
11096,26,92,1-26-2018-092-05,5,1,1,98.924579636671,10,3
11108,23,89,1-23-2018-089-09,9,1,9,1613.70586131475,5,3
11109,24,61,1-24-2018-061-07,7,2,8,858.332323483819,1,3
11110,25,47,1-25-2018-047-04,4,1,10,146.760489069364,2,3
11110,25,47,1-25-2018-047-04,4,2,10,146.760489069364,2,3
11113,59,55,1-59-2018-055-08,8,1,9,158.736309979136,6,3
11160,33,70,1-33-2018-070-08,8,1,3,89.1661983987958,12,3
11176,22,48,1-22-2018-048-09,9,1,10,110.870007509374,12,3
11170,66,41,1-66-2018-041-03,3,1,1,418.629790369943,6,3
11169,26,97,1-26-2018-097-06,6,1,8,366.098100805852,10,3
11172,18,47,1-18-2018-047-07,7,1,8,299.616876754827,6,3
11172,18,47,1-18-2018-047-07,7,1,3,299.616876754827,6,3
11185,30,58,1-30-2018-058-08,8,1,9,635.645857910509,10,3
11149,10,57,1-10-2018-057-03,3,1,1,98.6104714056975,4,3
11164,15,96,1-15-2018-096-07,7,1,1,391.210968586351,1,3
11200,32,109,1-32-2018-109-06,6,1,1,592.562882653015,7,3
11211,52,52,1-52-2018-052-10,10,2,10,2082.40639111612,12,3
11216,48,9,1-48-2018-009-05,5,1,1,323.777552625904,12,3
11243,17,96,1-17-2018-096-07,7,1,1,710.438550938645,4,3
11238,22,50,1-22-2018-050-06,6,1,1,180.200092857269,12,3
11248,33,72,1-33-2018-072-09,9,1,9,414.791393527536,12,3
11225,15,100,1-15-2018-100-02,2,1,1,40.1237529149267,1,3
11258,77,15,1-77-2018-015-09,9,2,3,4652.80208906838,9,3
11272,12,51,1-12-2018-051-09,9,1,1,1299.5960750919,9,3
11273,12,52,1-12-2018-052-04,4,1,9,944.608824969612,9,3
11275,52,53,1-52-2018-053-04,4,1,99,549.264654795778,12,3
11274,48,10,1-48-2018-010-06,6,1,9,320.416301358791,12,3
11292,31,49,1-31-2018-049-02,2,1,10,271.439052914931,6,3
11295,29,55,1-29-2018-055-09,9,1,7,822.581284887133,2,3
11288,24,66,1-24-2018-066-04,4,1,3,1134.83804419628,1,3
11300,22,51,1-22-2018-051-09,9,1,9,481.721266852369,12,3
11281,19,87,1-19-2018-087-07,7,1,10,764.665945943562,9,3
11299,18,50,1-18-2018-050-03,3,1,3,161.614633504803,6,3
11352,29,57,1-29-2018-057-03,3,1,10,132.658857954446,2,3
11362,17,101,1-17-2018-101-05,5,1,9,49.8202110566132,4,3
11347,27,53,1-27-2018-053-04,4,1,7,136.155728975105,3,3
11347,27,53,1-27-2018-053-04,4,1,9,136.155728975105,3,3
11369,13,95,1-13-2018-095-04,4,1,1,5602.76386462446,7,3
11353,29,58,1-29-2018-058-06,6,1,9,176.078914696724,2,3
11374,21,97,1-21-2018-097-03,3,1,1,257.769484929766,11,3
11384,10,66,1-10-2018-066-03,3,2,7,132.701556407601,4,3
11386,48,12,1-48-2018-012-09,9,1,9,411.322489476302,12,3
11412,12,55,1-12-2018-055-09,9,1,9,1700.64287355482,9,3
11421,48,13,1-48-2018-013-06,6,1,1,445.568756827762,12,3
11429,31,52,1-31-2018-052-08,8,1,9,495.091533720363,6,3
11429,31,52,1-31-2018-052-08,8,1,8,495.091533720363,6,3
11428,16,105,1-16-2018-105-03,3,2,2,304.32557439661,5,3
11442,26,111,1-26-2018-111-04,4,1,10,1194.01732638151,10,3
11450,18,52,1-18-2018-052-08,8,1,9,122.866579974537,6,3
11458,12,56,1-12-2018-056-04,4,1,2,1236.10889357908,9,3
11472,66,50,1-66-2018-050-08,8,1,99,170.546864289739,6,3
11483,52,59,1-52-2018-059-08,8,1,99,78.2990787568721,12,3
11471,66,49,1-66-2018-049-07,7,1,2,197.163701452674,6,3
11488,73,18,1-73-2018-018-08,8,1,99,64.2129332196047,3,3
11490,27,55,1-27-2018-055-04,4,1,9,235.975439872962,3,3
11490,27,55,1-27-2018-055-04,4,1,10,235.975439872962,3,3
11499,19,91,1-19-2018-091-08,8,1,1,452.85033489329,9,3
11508,17,109,1-17-2018-109-01,1,2,9,154.014405539783,4,3
11487,25,60,1-25-2018-060-03,3,1,99,139.070730507112,2,3
11509,17,110,1-17-2018-110-03,3,1,1,1973.41117805801,4,3
11515,21,101,1-21-2018-101-01,1,1,1,33.7653749903808,11,3
11517,22,56,1-22-2018-056-01,1,1,8,71.1522239958461,12,3
11495,29,62,1-29-2018-062-03,3,1,1,161.990049829137,2,3
11431,15,106,1-15-2018-106-02,2,1,4,14.2784799419811,1,3
11524,20,108,1-20-2018-108-02,2,1,1,73.3782137623326,11,3
11535,77,25,1-77-2018-025-02,2,1,99,264.469785330564,9,3
11539,23,106,1-23-2018-106-05,5,2,6,50.4532248975682,5,3
11552,48,15,1-48-2018-015-07,7,1,7,1401.56439093132,12,3
11556,25,61,1-25-2018-061-03,3,2,9,1086.56211986776,2,3
11558,27,57,1-27-2018-057-03,3,1,1,710.511751834351,3,3
11571,26,117,1-26-2018-117-02,2,1,99,34.2331106691903,10,3
11585,26,119,1-26-2018-119-03,3,1,4,859.364506936415,10,3
11568,29,66,1-29-2018-066-06,6,1,2,103.79649571853,2,3
11568,29,66,1-29-2018-066-06,6,1,10,103.79649571853,2,3
11579,18,56,1-18-2018-056-03,3,2,9,125.491471185504,6,3
11586,20,109,1-20-2018-109-01,1,1,1,112.147537153145,11,3
11588,16,113,1-16-2018-113-06,6,1,1,254.935639413422,5,3
11620,29,68,1-29-2018-068-06,6,1,1,220.83758643217,2,3
11636,77,27,1-77-2018-027-01,1,1,1,142.488880822586,9,3
11635,18,57,1-18-2018-057-04,4,1,10,1215.39097869154,6,3
11646,21,106,1-21-2018-106-10,10,1,9,5467.60819643356,11,3
11631,33,80,1-33-2018-080-09,9,1,1,702.021588784366,12,3
11650,20,110,1-20-2018-110-05,5,1,8,307.859435412551,11,3
11637,16,117,1-16-2018-117-08,8,1,1,145.505639122278,5,3
11643,11,36,1-11-2018-036-09,9,1,10,103.519968859439,8,3
11658,11,39,1-11-2018-039-05,5,1,9,569.96703965737,8,3
11666,23,111,1-23-2018-111-02,2,1,9,58.0100435530798,5,3
11672,52,65,1-52-2018-065-03,3,1,99,96.6459388939627,12,3
