CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVNTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
28272,73,3,1-73-2023-003-03,3,1,1,3,Side Crash Record 3,1,4496,0,1,9997.0000,1,9997.0000,-21.0000,80.0000,18.0000,90.0000,153.9157712,3,8
29153,18,19,1-18-2023-019-09,9,2,1,1,Event 1,1,12450,0,1,0.0000,1,100.0000,-62.0000,112.5000,21.0000,92.5000,530.8874299,6,8
29141,13,33,1-13-2023-033-04,4,1,1,1,Event 1,1,672,0,1,0.0000,1,300.0000,-9.0000,300.0000,0.0000,177.5000,1584.065743,7,8
29161,52,30,1-52-2023-030-04,4,1,1,2,Event 2,2,1020,0,2,5000.0000,1,300.0000,-6.0000,300.0000,3.0000,297.5000,72.63411472,12,8
29139,25,37,1-25-2023-037-04,4,1,1,1,Event 1,1,15166,0,1,0.0000,1,42.5000,-7.0000,287.5000,-6.0000,42.5000,446.229548,2,8
29139,25,37,1-25-2023-037-04,4,2,1,1,Event 1,1,6279,0,1,0.0000,1,292.5000,-14.0000,162.5000,3.0000,62.5000,446.229548,2,8
29215,20,33,1-20-2023-033-02,2,1,1,2,1st Prior Frontal/Rear Event,97,999997,7,97,9997.0000,1,9997.0000,-9.0000,9997.0000,997.0000,9997.0000,28.16135447,11,8
29379,16,34,1-16-2023-034-06,6,1,1,1,Event 1,1,7900,0,1,0.0000,1,260.0000,-31.0000,167.5000,-5.0000,95.0000,498.7251095,5,8
29151,10,46,1-10-2023-046-07,7,2,1,1,Most Recent Event,95,5832,0,2,0.5000,1,9997.0000,9.0000,196.0000,-13.0000,298.0000,1051.314093,4,8
28916,23,24,1-23-2023-024-06,6,1,1,3,Event Record 3,2,9209,1,3,0.7200,1,9997.0000,-8.0500,178.0000,12.8800,156.0000,231.2197592,5,8
29365,30,22,1-30-2023-022-06,6,2,1,1,Event Record 1,1,19224,0,2,0.1000,1,9997.0000,5.0000,207.5000,-1.0000,175.0000,626.5056364,10,8
29365,30,22,1-30-2023-022-06,6,2,1,2,Event Record 2,2,19224,0,1,0.0000,1,9997.0000,-10.0000,102.5000,-1.0000,70.0000,626.5056364,10,8
29142,13,34,1-13-2023-034-03,3,2,1,1,Most Recent Event,95,6531,0,2,1.3700,1,9997.0000,-2.0000,218.0000,-6.0000,240.0000,486.0606603,7,8
28900,29,9,1-29-2023-009-02,2,2,1,1,Event Record 1,1,17103,0,1,9997.0000,1,9997.0000,33.0000,162.5000,-9.0000,292.5000,79.2512188,2,8
29192,20,30,1-20-2023-030-03,3,3,1,2,1st Prior Event,2,2019,0,97,0.0255,7,9997.0000,-18.6000,99.5000,997.0000,9997.0000,46.92105575,11,8
29526,32,50,1-32-2023-050-03,3,2,1,2,1st Prior Event - Non-Deployment,1,8182,0,1,9995.0000,1,9997.0000,-8.0000,170.0000,8.0000,52.0000,391.7675423,7,8
29538,26,51,1-26-2023-051-07,7,2,1,1,Event Record 1,1,4208,0,1,9997.0000,1,75.0000,-13.0000,112.5000,15.0000,67.5000,2109.009795,10,8
28818,77,12,1-77-2023-012-08,8,1,1,1,Non-Deployment,1,17029,0,97,9997.0000,1,170.0000,19.6742,170.0000,997.0000,170.0000,284.2821546,9,8
28818,77,12,1-77-2023-012-08,8,2,1,2,Second Record,1,23188,1,2,9997.0000,1,9997.0000,-4.3800,210.0000,6.6400,298.0000,284.2821546,9,8
29023,12,22,1-12-2023-022-09,9,2,1,1,First Record,1,13163,0,1,9997.0000,1,9997.0000,-28.9200,300.0000,44.5300,104.0000,872.576631,9,8
29119,12,23,1-12-2023-023-06,6,1,1,1,Most Recent Event,1,26766,0,2,0.2000,1,9997.0000,-7.0000,162.0000,-9.0000,150.0000,438.8697616,9,8
28847,13,23,1-13-2023-023-03,3,1,1,1,First Record,1,3663,0,1,9997.0000,1,9997.0000,-13.1200,293.0000,997.0000,9997.0000,528.4645461,7,8
28941,13,25,1-13-2023-025-02,2,1,1,1,First Record,1,1830,0,1,9997.0000,1,9997.0000,-17.0000,288.0000,997.0000,9997.0000,47.60593466,7,8
28767,13,18,1-13-2023-018-06,6,1,1,1,Most Recent Event,1,8730,0,97,9997.0000,1,9997.0000,-13.5000,106.5000,997.0000,9997.0000,1005.505389,7,8
28767,13,18,1-13-2023-018-06,6,2,1,1,Event Record 1,1,12118,0,1,9997.0000,1,130.0000,-9.0000,132.5000,-17.0000,110.0000,1005.505389,7,8
28644,14,9,1-14-2023-009-06,6,2,1,1,First Record,1,10584,0,1,0.0000,1,9997.0000,-27.4600,300.0000,997.0000,9997.0000,745.846193,8,8
29047,14,16,1-14-2023-016-03,3,1,1,2,Record 2,1,421,0,1,0.0000,1,300.0000,-29.0000,300.0000,2.0000,182.5000,1456.58316,8,8
29047,14,16,1-14-2023-016-03,3,1,1,1,"Record 1, Most Recent",95,421,1,2,3.4460,1,300.0000,-14.0000,300.0000,7.0000,300.0000,1456.58316,8,8
28901,15,32,1-15-2023-032-03,3,1,1,2,Record 2,1,6826,0,2,0.0500,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,31.37259562,1,8
28981,15,36,1-15-2023-036-08,8,1,1,4,3rd Prior Event,3,19385,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,32.77233754,1,8
28981,15,36,1-15-2023-036-08,8,1,1,6,5th Prior Event,2,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,32.77233754,1,8
28981,15,36,1-15-2023-036-08,8,1,1,1,Most Recent Event,2,19385,0,97,9997.0000,1,9997.0000,-15.4000,189.0000,997.0000,9997.0000,32.77233754,1,8
28981,15,36,1-15-2023-036-08,8,1,1,3,2nd Prior Event,1,19385,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,32.77233754,1,8
28999,15,39,1-15-2023-039-03,3,1,1,1,Most Recent Event,1,1213,0,97,0.0640,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,34.52269948,1,8
29192,20,30,1-20-2023-030-03,3,3,1,3,2nd Prior Event,95,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,46.92105575,11,8
29192,20,30,1-20-2023-030-03,3,3,1,5,4th Prior Event,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,46.92105575,11,8
29138,25,36,1-25-2023-036-07,7,1,1,3,2nd Prior Event,97,13529,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1217.345767,2,8
29262,26,39,1-26-2023-039-02,2,1,1,1,Most Recent Event,5,20675,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,28.21898419,10,8
29059,52,28,1-52-2023-028-04,4,2,1,1,Record 1,1,8526,0,1,9997.0000,1,9997.0000,-11.0000,252.5000,-3.0000,77.5000,100.2473402,12,8
29325,25,42,1-25-2023-042-04,4,1,1,1,"Record 1, Most Recent",97,5052,0,97,9997.0000,1,295.0000,1.0000,235.0000,0.0000,0.0000,347.4528203,2,8
29325,25,42,1-25-2023-042-04,4,1,1,3,Record 3,97,2676,0,97,9997.0000,1,270.0000,2.0000,215.0000,0.0000,0.0000,347.4528203,2,8
29132,24,33,1-24-2023-033-06,6,2,1,1,Event Record 1,1,13520,0,1,9997.0000,1,102.5000,-24.0000,177.5000,13.0000,92.5000,455.9660854,1,8
29122,17,36,1-17-2023-036-07,7,1,1,1,"Record 1, Most Recent",1,3565,0,1,0.0000,1,300.0000,-7.0000,300.0000,2.0000,24.0000,416.4192668,4,8
29132,24,33,1-24-2023-033-06,6,1,1,4,3rd Prior Event,97,10018,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,455.9660854,1,8
29132,24,33,1-24-2023-033-06,6,1,1,5,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,455.9660854,1,8
29132,24,33,1-24-2023-033-06,6,1,1,1,Most Recent Event,3,13078,0,97,9997.0000,1,9997.0000,-12.4000,116.0000,997.0000,9997.0000,455.9660854,1,8
29132,24,33,1-24-2023-033-06,6,1,1,2,1st Prior Event,1,13078,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,455.9660854,1,8
28172,10,1,1-10-2023-001-02,2,2,1,1,Record 1,1,452,0,1,9997.0000,1,192.0000,72.0000,190.0000,-5.0000,222.0000,231.7332471,4,8
28413,10,8,1-10-2023-008-09,9,1,1,3,2nd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,4.3000,9997.0000,997.0000,9997.0000,887.7170839,4,8
28596,10,19,1-10-2023-019-06,6,1,1,2,1st Prior Event,97,9519,0,1,0.0000,1,9997.0000,-10.0000,204.0000,-4.0000,262.0000,174.2630929,4,8
29466,13,49,1-13-2023-049-05,5,2,1,1,Most Recent Event,1,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,33.5000,9997.0000,70.87256668,7,8
28407,11,7,1-11-2023-007-09,9,1,1,1,Most Recent Event,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,2310.849,8,8
28448,11,10,1-11-2023-010-06,6,2,1,1,Event Record 1,1,10242,0,1,9997.0000,1,112.5000,-13.0000,120.0000,5.0000,97.5000,645.1433185,8,8
28646,11,15,1-11-2023-015-04,4,1,1,1,Most Recent Event - Deployment,1,3886,0,1,9997.0000,1,9997.0000,-21.0000,186.0000,4.0000,68.0000,2394.631758,8,8
28749,11,18,1-11-2023-018-04,4,1,1,1,First Record,1,2039,0,1,9997.0000,1,9997.0000,-3.2000,260.0000,997.0000,9997.0000,2614.930991,8,8
28563,12,9,1-12-2023-009-05,5,1,1,2,1st Prior Event,97,14298,0,1,9995.0000,1,9997.0000,14.0000,136.0000,1.0000,82.0000,238.9969228,9,8
28985,12,20,1-12-2023-020-06,6,2,1,2,1st Prior Event,97,3780,0,1,0.0000,1,9997.0000,-11.0000,102.0000,1.0000,136.0000,1186.433789,9,8
28985,12,20,1-12-2023-020-06,6,2,1,1,Most Recent Event,1,15367,0,1,9995.0000,1,9997.0000,-14.0000,132.0000,-12.0000,102.0000,1186.433789,9,8
28423,13,5,1-13-2023-005-06,6,1,1,3,Event Record 3,2,10647,0,3,0.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,2614.126221,7,8
28506,13,8,1-13-2023-008-04,4,2,1,2,Event Record 2,95,2347,0,2,0.3000,1,62.5000,1.0000,85.0000,-8.0000,57.5000,1264.143513,7,8
28591,13,10,1-13-2023-010-03,3,1,1,2,Record 2,3,18309,0,2,1.1300,1,202.0000,19.0000,204.0000,35.0000,200.0000,396.2754166,7,8
28591,13,10,1-13-2023-010-03,3,1,1,3,Record 3,95,18309,0,3,1.0900,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,396.2754166,7,8
29040,13,30,1-13-2023-030-07,7,2,1,1,Record 1,97,2735,0,1,9997.0000,1,256.0000,-7.0000,256.0000,-15.0000,256.0000,3617.617384,7,8
29041,13,31,1-13-2023-031-07,7,1,1,1,Event Record 1,2,21459,1,1,9997.0000,1,9997.0000,-59.5700,220.0000,1.6100,160.0000,3617.617384,7,8
28486,14,6,1-14-2023-006-06,6,1,1,3,Event Record 3,2,15713,0,3,9997.0000,1,9997.0000,-11.2700,204.0000,-3.2200,290.0000,7646.462255,8,8
28582,14,7,1-14-2023-007-03,3,1,1,1,Most Recent Event,1,4006,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,586.2882307,8,8
28582,14,7,1-14-2023-007-03,3,1,1,3,2nd Prior Event,1,4006,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,586.2882307,8,8
28849,14,13,1-14-2023-013-02,2,3,1,1,First Record,3,4086,0,1,0.0000,1,9997.0000,-1.8900,133.0000,997.0000,9997.0000,207.388208,8,8
28850,14,14,1-14-2023-014-02,2,2,1,1,First Record,1,5921,0,1,0.0000,1,9997.0000,17.1800,180.5000,997.0000,9997.0000,207.388208,8,8
28955,16,23,1-16-2023-023-02,2,1,1,1,Record 1,97,2812,0,1,9997.0000,1,102.0000,-9.0000,102.0000,1.0000,52.0000,17.21038466,5,8
28952,25,29,1-25-2023-029-03,3,1,1,1,Record 1,1,10312,0,1,9997.0000,1,9997.0000,-13.0000,300.0000,16.0000,107.5000,138.0363682,2,8
28952,25,29,1-25-2023-029-03,3,2,1,1,First Record,1,6226,0,1,0.0000,1,9997.0000,-29.8800,300.0000,997.0000,9997.0000,138.0363682,2,8
28866,66,15,1-66-2023-015-03,3,1,1,2,1st Prior Event - Non-Deployment,2,2210,0,2,1.7000,1,9997.0000,-25.0000,236.0000,16.0000,214.0000,106.5525486,6,8
31323,31,76,1-31-2023-076-04,4,1,1,2,Event Record 2,2,8433,0,2,0.8700,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,302.8389842,6,8
31332,73,127,1-73-2023-127-07,7,1,1,1,Frontal / Rear Crash Record 1,1,16683,0,1,9997.0000,1,9997.0000,-6.0000,105.0000,0.0000,100.0000,159.1186156,3,8
31338,59,107,1-59-2023-107-04,4,1,1,1,Event 1,1,6962,0,1,0.0000,1,135.0000,-10.0000,195.0000,18.0000,65.0000,449.3661515,6,8
28866,66,15,1-66-2023-015-03,3,1,1,3,2nd Prior Event - Non-Deployment,1,2210,0,1,9995.0000,1,9997.0000,-10.0000,74.0000,-2.0000,170.0000,106.5525486,6,8
29356,26,44,1-26-2023-044-02,2,1,1,1,Event 1 Data Record,3,2616,0,97,9997.0000,1,272.5000,-36.0000,237.5000,14.0000,272.5000,153.2916939,10,8
29253,66,24,1-66-2023-024-03,3,1,1,1,Event Record 1,1,2853,0,1,0.0000,1,9997.0000,-21.0000,192.5000,1.0000,35.0000,156.4857501,6,8
28852,11,20,1-11-2023-020-04,4,3,1,1,Event Record 1,2,622,0,1,9997.0000,1,107.5000,15.0000,107.5000,1.0000,147.5000,1982.424781,8,8
28282,15,3,1-15-2023-003-04,4,1,1,1,Most Recent Event,1,5824,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,59.14919386,1,8
28617,15,16,1-15-2023-016-03,3,1,1,1,Event Record 1,1,4474,0,1,9997.0000,1,110.0000,-19.0000,110.0000,-6.0000,132.5000,111.3261824,1,8
28709,15,23,1-15-2023-023-03,3,2,1,1,Most Recent Event,1,1167,0,1,9995.0000,1,9997.0000,-34.0000,98.0000,-8.0000,102.0000,29.01601653,1,8
28789,15,27,1-15-2023-027-04,4,1,1,1,Event Record 1,1,5097,0,1,9997.0000,1,9997.0000,-10.0000,292.5000,3.0000,290.0000,76.9843311,1,8
28884,15,29,1-15-2023-029-03,3,1,1,1,Most Recent Event,1,768,0,1,9995.0000,1,9997.0000,-23.0000,148.0000,7.0000,136.0000,31.37259562,1,8
29315,14,21,1-14-2023-021-05,5,1,1,1,Most Recent Event,1,8727,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,272.3000229,8,8
29315,14,21,1-14-2023-021-05,5,1,1,4,3rd Prior Event,1,8727,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,272.3000229,8,8
29170,15,45,1-15-2023-045-03,3,1,1,1,Event Record 1,1,4365,0,1,9997.0000,1,62.5000,-3.0000,67.5000,-14.0000,62.5000,34.16878785,1,8
29191,12,25,1-12-2023-025-07,7,1,1,2,1st Prior Event,2,10916,0,2,1.0000,1,9997.0000,-1.0000,66.0000,11.0000,98.0000,1064.450888,9,8
29191,12,25,1-12-2023-025-07,7,1,1,1,Most Recent Event,95,10916,0,2,1.0000,1,9997.0000,12.0000,240.0000,-15.0000,218.0000,1064.450888,9,8
28536,16,8,1-16-2023-008-03,3,2,1,1,Event Record 1,1,2355,0,1,9997.0000,1,92.5000,-10.0000,87.5000,5.0000,40.0000,195.9456202,5,8
28544,16,10,1-16-2023-010-04,4,2,1,2,Record 2,97,809,1,1,0.0000,1,297.5000,9.0000,297.5000,0.0000,40.0000,903.4118146,5,8
28603,16,11,1-16-2023-011-06,6,1,1,1,First Record,1,11482,0,1,9997.0000,1,9997.0000,-14.0000,150.0000,997.0000,9997.0000,524.5785039,5,8
28906,16,21,1-16-2023-021-09,9,1,1,2,1st Prior Frontal/Rear Event,97,999997,7,97,9997.0000,1,9997.0000,11.0000,9997.0000,997.0000,9997.0000,1302.992381,5,8
28906,16,21,1-16-2023-021-09,9,2,1,3,Prior Frontal/Rear Event,97,999997,7,97,9997.0000,1,9997.0000,0.8000,9997.0000,997.0000,9997.0000,1302.992381,5,8
29066,16,26,1-16-2023-026-07,7,1,1,1,"Record 1, Most Recent",2,9089,1,2,0.3930,1,300.0000,-7.0000,300.0000,5.0000,300.0000,1667.42203,5,8
28318,17,6,1-17-2023-006-07,7,1,1,2,1st Prior Event,1,6342,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,99.91225403,4,8
28318,17,6,1-17-2023-006-07,7,1,1,3,2nd Prior Event,2,6342,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,99.91225403,4,8
28719,17,20,1-17-2023-020-04,4,2,1,1,First Record,1,1200,0,1,9997.0000,1,9997.0000,12.0000,127.5000,997.0000,9997.0000,245.8817183,4,8
28738,17,22,1-17-2023-022-04,4,2,1,2,1st Prior Event,1,8093,0,97,0.0475,7,9997.0000,-14.9000,170.0000,997.0000,9997.0000,60.85719116,4,8
28738,17,22,1-17-2023-022-04,4,2,1,4,3rd Prior Event,97,4833,0,97,0.0375,7,9997.0000,-9.1000,82.0000,997.0000,9997.0000,60.85719116,4,8
28738,17,22,1-17-2023-022-04,4,2,1,5,4th Prior Event,97,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,60.85719116,4,8
29093,27,23,1-27-2023-023-07,7,1,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,26.8000,9997.0000,997.0000,9997.0000,462.0098593,3,8
28652,28,9,1-28-2023-009-10,10,1,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,-2.1000,9997.0000,997.0000,9997.0000,106.4493844,3,8
28765,28,11,1-28-2023-011-05,5,1,1,1,Most Recent Event,1,14479,0,1,9995.0000,1,9997.0000,-49.0000,156.0000,12.0000,124.0000,64.34898583,3,8
28967,28,16,1-28-2023-016-01,1,1,1,1,Deployment,1,7835,0,97,9997.0000,1,107.5000,-101.1563,107.5000,997.0000,107.5000,42.69226645,3,8
28634,30,7,1-30-2023-007-02,2,2,1,3,Event Record 3,2,4284,0,3,0.1300,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,16.33651205,10,8
29571,59,49,1-59-2023-049-09,9,2,1,1,Event Record 1,1,14425,0,1,9997.0000,1,9997.0000,-6.4400,256.0000,11.2700,172.0000,346.8168212,6,8
28433,31,5,1-31-2023-005-04,4,1,1,1,Most Recent Event,97,231,0,97,9995.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,194.3365105,6,8
28680,31,12,1-31-2023-012-04,4,1,1,3,2nd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,505.2880581,6,8
29074,31,18,1-31-2023-018-05,5,1,1,1,First Record,2,14312,0,1,9997.0000,1,9997.0000,-81.8300,300.0000,12.3500,246.0000,205.9381144,6,8
28428,32,4,1-32-2023-004-02,2,2,1,1,Event Record 1,1,9015,0,1,9997.0000,1,9997.0000,27.0000,167.5000,7.0000,112.5000,116.1399883,7,8
28515,32,5,1-32-2023-005-03,3,2,1,1,Event Record #1,1,2180,0,1,9997.0000,1,166.0000,-4.0000,206.0000,19.0000,160.0000,591.6150364,7,8
28516,32,6,1-32-2023-006-09,9,2,1,3,Prior Frontal/Rear Event,97,999997,7,97,9997.0000,1,9997.0000,-0.8000,9997.0000,997.0000,9997.0000,3413.344021,7,8
28516,32,6,1-32-2023-006-09,9,2,1,1,Most Recent Frontal/Rear Event,1,999997,7,97,9997.0000,1,9997.0000,-12.4000,9997.0000,997.0000,9997.0000,3413.344021,7,8
28675,32,14,1-32-2023-014-02,2,1,1,1,Deployment,1,17982,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,30.31094292,7,8
29071,32,29,1-32-2023-029-06,6,2,1,4,3rd Prior Event,97,7498,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1630.982467,7,8
29071,32,29,1-32-2023-029-06,6,2,1,1,Most Recent Event,1,14835,0,97,9997.0000,1,9997.0000,-7.8000,102.0000,997.0000,9997.0000,1630.982467,7,8
28528,33,5,1-33-2023-005-05,5,1,1,1,Event Record 1,1,31677,0,1,9997.0000,1,9997.0000,-52.0000,297.5000,11.0000,210.0000,41.24774221,12,8
28621,33,7,1-33-2023-007-02,2,2,1,2,Event Record 2,2,16175,1,2,0.4000,1,9997.0000,-24.0000,102.5000,-5.0000,300.0000,34.71701794,12,8
28938,33,14,1-33-2023-014-03,3,1,1,2,Frontal / Rear Crash Record 2,1,4421,0,1,9997.0000,1,9997.0000,-19.0000,137.5000,-4.0000,102.5000,545.7094539,12,8
28938,33,14,1-33-2023-014-03,3,1,1,5,Rollover Record 5,4,4421,0,1,9997.0000,1,9997.0000,-11.0000,300.0000,997.0000,9997.0000,545.7094539,12,8
28631,48,8,1-48-2023-008-03,3,1,1,4,3rd Prior Event,97,3622,0,97,9995.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,105.0578111,12,8
28631,48,8,1-48-2023-008-03,3,1,1,1,Most Recent Event,1,3749,0,97,0.0055,7,9997.0000,-4.7000,89.0000,997.0000,9997.0000,105.0578111,12,8
28631,48,8,1-48-2023-008-03,3,1,1,3,2nd Prior Event,1,999997,7,97,9995.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,105.0578111,12,8
28735,48,9,1-48-2023-009-08,8,1,1,2,1st Prior Event,97,999997,7,97,9997.0000,1,9997.0000,-5.0000,9997.0000,997.0000,9997.0000,90.36363016,12,8
