CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
31509,13,111,1-13-2023-111-02,2,1,887,887,887,887,887,887,887,887,887,887,42,887,139,999,999,887,887,887,887,887,887,887,887,887,887,887,34.9853188,7,8
32470,29,90,1-29-2023-090-03,3,1,887,887,278,887,887,887,887,278,887,887,40,45,143,70,50,887,887,887,8,12,108,887,887,887,887,887,169.8436203,2,8
32472,26,131,1-26-2023-131-06,6,2,887,887,999,887,887,887,887,887,887,887,887,887,117,887,887,50,887,887,999,999,99,887,35,80,887,887,1602.067375,10,8
32473,23,97,1-23-2023-097-06,6,1,887,887,999,887,887,887,887,999,887,887,887,887,129,887,887,54,887,887,999,999,999,887,35,80,887,887,958.1472033,5,8
32475,23,99,1-23-2023-099-03,3,2,887,887,887,887,887,887,887,887,887,887,999,887,113,887,887,887,887,141,887,887,97,887,35,85,887,887,440.430635,5,8
32476,77,122,1-77-2023-122-05,5,1,887,887,270,887,887,887,887,270,887,887,887,887,105,887,887,111,887,887,11,12,116,887,34,83,887,887,76.33062011,9,8
32476,77,122,1-77-2023-122-05,5,2,887,887,266,887,887,887,887,272,887,887,45,54,132,887,887,887,887,169,10,22,119,887,37,80,887,887,76.33062011,9,8
32476,77,122,1-77-2023-122-05,5,3,887,887,999,887,887,887,887,999,887,887,999,999,132,887,887,887,887,887,887,887,121,887,42,78,211,999,76.33062011,9,8
32477,77,123,1-77-2023-123-03,3,1,887,887,887,887,887,887,887,887,887,887,42,887,125,887,887,887,887,170,887,887,112,887,36,89,887,887,277.0939517,9,8
32477,77,123,1-77-2023-123-03,3,2,887,887,248,887,887,887,887,223,887,887,45,43,109,887,887,10,26,135,15,20,92,887,36,87,887,887,277.0939517,9,8
32478,77,124,1-77-2023-124-06,6,1,887,887,272,887,887,887,887,887,887,887,35,887,133,887,887,887,887,887,12,12,113,6,33,84,887,887,929.6575497,9,8
32479,77,125,1-77-2023-125-06,6,1,887,887,275,887,887,887,887,282,887,887,41,887,125,887,887,887,887,887,12,15,109,9,35,82,887,887,929.6575497,9,8
32479,77,125,1-77-2023-125-06,6,2,887,887,270,887,887,887,887,261,887,887,50,46,123,887,887,10,45,135,10,15,111,10,39,87,887,887,929.6575497,9,8
32480,59,152,1-59-2023-152-09,9,1,99,887,258,887,887,887,887,258,887,887,40,887,99,887,887,887,887,887,8,8,117,10,40,90,887,887,275.2919744,6,8
32481,59,153,1-59-2023-153-04,4,1,887,887,256,887,887,887,887,260,887,887,45,887,111,887,887,887,887,150,887,887,114,887,31,93,887,887,131.4633487,6,8
32481,59,153,1-59-2023-153-04,4,2,70,887,240,887,887,887,887,242,887,887,999,999,999,887,887,887,887,887,3,2,144,4,40,79,887,887,131.4633487,6,8
32482,59,154,1-59-2023-154-10,10,1,887,887,264,887,887,90,999,259,999,81,887,887,887,887,887,887,887,887,13,12,133,887,887,887,887,887,1107.254799,6,8
32483,59,155,1-59-2023-155-08,8,1,887,887,302,887,887,887,887,302,887,887,40,887,110,999,999,887,887,887,887,887,887,887,887,887,887,887,59.96694194,6,8
32484,54,98,1-54-2023-098-05,5,2,887,887,263,887,887,887,887,244,887,887,41,887,116,999,999,887,887,887,999,999,99,999,35,84,887,887,129.7151114,9,8
32485,54,99,1-54-2023-099-06,6,1,887,887,357,887,887,887,887,357,887,887,45,887,126,999,999,887,887,887,11,17,108,887,887,887,887,190,170.5184581,9,8
32486,54,100,1-54-2023-100-07,7,1,887,887,308,887,887,887,887,308,887,887,999,999,999,999,887,887,887,887,999,999,135,999,47,89,887,887,526.5364836,9,8
32487,48,118,1-48-2023-118-09,9,2,887,887,285,887,887,887,887,285,887,887,60,887,131,887,887,887,887,163,12,10,123,887,48,85,887,887,366.375875,12,8
32488,48,119,1-48-2023-119-09,9,3,887,887,295,887,887,887,887,295,887,887,27,887,102,92,72,887,887,219,10,5,140,887,47,88,887,887,366.375875,12,8
32488,48,119,1-48-2023-119-09,9,1,887,887,999,887,887,887,887,999,887,887,999,999,120,999,999,60,999,999,887,887,115,887,39,74,887,887,366.375875,12,8
32488,48,119,1-48-2023-119-09,9,2,887,887,296,887,887,887,887,296,887,887,45,887,128,62,52,887,887,887,999,999,102,887,42,79,281,152,366.375875,12,8
32490,18,106,1-18-2023-106-04,4,1,887,887,887,887,887,887,887,887,887,887,45,887,125,999,999,887,887,887,887,887,887,887,46,94,887,887,228.6130596,6,8
32491,18,107,1-18-2023-107-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,82,887,887,887,887,887,887,887,163,30,75,103,887,887,231.1762511,6,8
32492,18,108,1-18-2023-108-04,4,1,887,887,887,887,887,887,887,887,887,887,33,887,109,999,999,887,887,887,13,14,999,887,887,887,887,887,228.6130596,6,8
32493,17,170,1-17-2023-170-07,7,1,887,887,887,887,887,887,887,887,887,887,30,887,109,887,887,887,887,887,887,887,887,887,887,887,887,887,305.0258178,4,8
32494,17,171,1-17-2023-171-04,4,1,887,887,887,887,887,887,887,887,887,887,51,887,126,887,887,887,887,887,887,887,887,887,887,887,887,887,106.9495004,4,8
32495,66,95,1-66-2023-095-06,6,1,887,887,887,887,887,887,887,887,887,887,40,887,113,999,999,887,887,887,887,887,887,887,887,887,887,887,167.3901348,6,8
32495,66,95,1-66-2023-095-06,6,2,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,43,70,999,887,887,887,887,887,887,887,887,167.3901348,6,8
32496,66,96,1-66-2023-096-04,4,1,887,887,286,887,887,887,887,272,887,887,46,887,129,887,887,887,887,887,24,12,113,10,30,85,887,887,185.4211654,6,8
32497,66,97,1-66-2023-097-05,5,2,887,887,340,887,887,887,887,334,887,887,38,887,136,887,887,887,887,887,9,28,129,887,887,887,887,244,106.3944278,6,8
32498,12,119,1-12-2023-119-07,7,1,887,887,887,887,887,887,887,887,887,887,44,887,129,999,999,887,887,887,887,887,887,887,887,887,887,887,743.8803261,9,8
32499,12,120,1-12-2023-120-03,3,1,887,887,887,887,887,887,887,276,887,887,887,887,887,887,887,887,887,887,11,17,130,887,887,887,887,887,239.3521142,9,8
32499,12,120,1-12-2023-120-03,3,2,887,887,887,887,887,887,887,887,887,887,54,887,138,999,999,887,887,887,887,887,887,887,887,887,887,887,239.3521142,9,8
32500,12,121,1-12-2023-121-07,7,1,887,887,380,887,887,887,887,380,887,887,58,887,135,999,999,887,887,887,9,19,146,887,887,887,887,190,743.8803261,9,8
32500,12,121,1-12-2023-121-07,7,2,887,887,278,887,887,887,887,278,887,887,45,50,125,999,999,55,999,999,887,887,887,887,887,887,887,887,743.8803261,9,8
32501,12,122,1-12-2023-122-09,9,1,999,999,280,999,999,887,887,280,887,887,887,887,119,887,887,887,887,164,13,20,118,887,39,90,887,887,550.6910394,9,8
32502,19,125,1-19-2023-125-03,3,2,887,887,887,887,887,887,887,262,887,887,887,887,887,887,887,887,887,887,8,12,999,887,887,887,887,887,295.2708207,9,8
32503,33,85,1-33-2023-085-06,6,1,887,887,262,887,887,887,887,262,887,887,49,887,121,887,887,887,887,887,887,887,114,887,42,73,210,186,27.77776823,12,8
32503,33,85,1-33-2023-085-06,6,2,887,887,887,887,887,887,887,297,887,887,887,887,106,887,887,887,887,207,8,15,114,887,41,89,887,887,27.77776823,12,8
32504,33,86,1-33-2023-086-09,9,1,887,887,268,887,887,887,887,296,887,887,37,887,133,77,30,61,887,887,7,11,114,887,39,73,887,887,38.30357098,12,8
32504,33,86,1-33-2023-086-09,9,2,887,887,999,887,887,887,887,887,887,887,887,887,133,887,887,887,887,181,999,999,121,887,40,93,887,887,38.30357098,12,8
32506,33,88,1-33-2023-088-07,7,1,887,887,284,887,887,887,887,284,887,887,47,887,122,92,33,887,887,164,7,8,102,887,39,94,887,887,51.74094153,12,8
32508,10,166,1-10-2023-166-06,6,1,999,999,999,999,999,999,999,999,999,999,39,38,121,999,999,55,999,999,999,999,108,999,37,81,887,887,480.3653309,4,8
32511,20,120,1-20-2023-120-02,2,1,887,887,292,887,887,887,887,266,887,887,48,887,111,999,999,887,887,150,8,5,123,4,31,999,887,887,28.16135447,11,8
32511,20,120,1-20-2023-120-02,2,2,887,887,999,887,887,887,887,887,887,887,31,887,109,999,999,887,887,887,999,999,113,887,887,887,887,887,28.16135447,11,8
32512,20,121,1-20-2023-121-07,7,1,887,887,887,887,887,887,887,257,887,887,45,887,105,84,55,143,887,887,887,887,110,887,36,80,887,887,1284.632171,11,8
32512,20,121,1-20-2023-121-07,7,2,887,887,887,887,887,887,887,887,887,887,887,45,110,887,887,14,42,95,887,887,103,887,34,84,887,887,1284.632171,11,8
32513,20,122,1-20-2023-122-06,6,1,887,887,999,887,887,887,887,999,887,887,999,887,134,999,999,51,887,887,999,999,112,887,36,83,887,887,401.129169,11,8
32514,11,92,1-11-2023-092-04,4,1,887,887,247,887,887,887,887,239,887,887,34,39,99,887,887,121,887,887,10,19,104,887,35,80,887,887,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,2,887,887,280,887,887,887,887,280,887,887,37,41,119,887,887,887,887,196,887,887,102,887,43,82,887,887,1401.020215,8,8
32515,11,93,1-11-2023-093-02,2,1,887,887,374,887,887,887,999,374,887,887,48,52,131,887,887,887,887,887,10,20,130,5,48,93,319,160,83.61933847,8,8
32517,24,114,1-24-2023-114-03,3,1,887,887,306,887,887,887,887,306,887,887,18,887,135,83,79,887,887,119,9,20,106,887,34,88,887,887,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,2,887,887,887,887,887,887,887,887,887,887,21,887,123,77,75,53,887,887,10,21,118,887,39,74,887,887,322.0008115,1,8
32518,24,115,1-24-2023-115-08,8,2,887,887,887,887,887,887,887,276,887,887,32,887,105,887,887,887,887,887,12,23,106,999,31,78,887,887,278.0893379,1,8
32519,24,116,1-24-2023-116-08,8,1,887,887,887,887,887,887,887,887,887,887,39,887,115,57,62,887,887,887,999,999,89,887,887,887,887,887,278.0893379,1,8
32520,14,91,1-14-2023-091-03,3,1,887,887,887,887,887,887,887,887,887,887,36,887,116,52,999,887,887,887,12,15,887,8,36,91,887,887,2209.701125,8,8
32521,14,92,1-14-2023-092-02,2,1,887,887,887,887,887,887,887,999,887,887,887,38,887,887,887,55,999,999,12,10,887,887,887,887,887,887,164.4463854,8,8
32521,14,92,1-14-2023-092-02,2,2,887,887,283,887,887,887,887,887,887,887,35,887,129,999,999,887,887,887,12,10,999,887,887,887,887,887,164.4463854,8,8
32523,13,145,1-13-2023-145-05,5,1,97,999,278,999,999,97,999,278,999,887,45,887,126,999,999,887,887,887,887,887,887,887,887,887,887,887,48.97305518,7,8
32523,13,145,1-13-2023-145-05,5,2,887,887,270,55,887,887,887,270,55,887,887,28,887,887,887,999,999,161,887,887,887,887,887,887,887,887,48.97305518,7,8
32524,13,146,1-13-2023-146-01,1,1,887,887,350,887,887,999,999,380,999,999,23,887,118,80,999,887,887,887,6,19,130,887,887,887,295,200,33.82765014,7,8
32525,30,155,1-30-2023-155-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,126,999,999,887,887,887,887,887,111,887,35,77,887,887,57.32178947,10,8
32525,30,155,1-30-2023-155-03,3,2,887,887,284,887,887,887,887,284,887,887,887,887,887,887,887,887,887,887,12,25,118,887,887,887,887,887,57.32178947,10,8
32526,30,156,1-30-2023-156-06,6,2,887,887,887,887,887,887,887,887,887,887,49,887,105,999,999,887,887,887,887,887,887,887,887,887,887,887,124.7022979,10,8
32527,30,157,1-30-2023-157-07,7,1,887,887,887,887,887,887,887,887,887,887,38,887,125,999,999,887,887,887,887,887,887,887,887,887,887,887,839.8334377,10,8
32528,16,128,1-16-2023-128-09,9,1,887,887,887,887,887,887,887,283,887,887,43,887,101,85,62,887,887,887,12,21,124,887,37,77,887,887,1058.928838,5,8
32529,16,129,1-16-2023-129-09,9,1,887,887,258,887,887,887,887,887,887,887,44,42,113,90,80,49,71,74,10,23,109,887,887,887,887,887,1058.928838,5,8
32530,16,130,1-16-2023-130-04,4,1,887,887,887,887,887,887,887,887,887,887,44,887,95,62,999,887,887,887,887,887,887,887,887,887,887,887,770.3820754,5,8
32530,16,130,1-16-2023-130-04,4,2,887,887,887,887,887,887,887,887,887,887,887,43,887,887,887,47,56,84,887,887,887,887,887,887,887,887,770.3820754,5,8
32531,16,131,1-16-2023-131-04,4,1,887,887,887,887,887,887,887,887,887,887,50,887,98,87,63,887,887,887,887,887,887,887,887,887,887,887,770.3820753,5,8
32531,16,131,1-16-2023-131-04,4,2,887,887,379,887,887,887,887,375,887,887,887,887,131,887,887,887,887,887,9,19,137,887,887,887,321,205,770.3820753,5,8
32532,76,121,1-76-2023-121-07,7,1,887,887,887,887,887,887,887,887,887,887,44,887,127,999,999,887,887,887,887,887,887,887,887,887,887,887,37.50961735,3,8
32532,76,121,1-76-2023-121-07,7,2,887,887,887,887,887,887,887,251,887,887,38,887,107,999,999,887,887,887,14,20,104,887,887,887,887,887,37.50961735,3,8
32535,25,111,1-25-2023-111-09,9,1,887,887,274,887,887,887,887,274,887,887,34,887,120,999,999,887,887,167,24,12,118,4,44,81,887,887,414.3504828,2,8
32536,25,112,1-25-2023-112-10,10,2,887,887,887,887,887,887,887,887,887,887,52,887,98,999,999,887,887,887,887,887,887,887,887,887,887,887,1984.366001,2,8
32537,31,109,1-31-2023-109-09,9,1,887,887,887,887,887,887,887,887,887,887,999,887,120,887,887,887,887,887,887,887,887,887,887,887,887,887,646.415581,6,8
31401,18,72,1-18-2023-072-03,3,1,887,887,887,887,887,887,887,999,887,887,999,887,132,999,999,887,887,887,999,999,112,887,887,887,887,887,77.04746926,6,8
31401,18,72,1-18-2023-072-03,3,2,887,887,267,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,15,17,118,887,887,887,887,887,77.04746926,6,8
31404,48,82,1-48-2023-082-04,4,1,887,887,298,887,887,887,887,304,887,887,17,887,136,77,62,71,887,887,12,6,117,10,34,84,887,887,104.3794548,12,8
31404,48,82,1-48-2023-082-04,4,2,887,887,335,887,887,887,887,335,887,887,887,887,135,887,887,887,887,213,12,9,96,4,51,82,887,887,104.3794548,12,8
31405,48,83,1-48-2023-083-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,120,999,999,887,887,887,887,887,887,887,887,887,887,887,208.9322358,12,8
31406,54,70,1-54-2023-070-08,8,2,887,887,887,887,887,887,887,887,887,887,887,48,887,887,887,999,999,999,887,887,887,887,887,887,887,887,169.3578156,9,8
31407,54,71,1-54-2023-071-03,3,1,887,887,270,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,8,18,102,887,887,887,887,887,164.262847,9,8
31408,12,87,1-12-2023-087-10,10,1,887,887,887,887,887,887,887,887,887,887,54,887,119,999,999,887,887,887,887,887,887,887,887,887,887,887,2312.649287,9,8
31409,12,88,1-12-2023-088-04,4,2,887,887,305,887,887,887,887,305,887,887,887,887,887,887,887,887,887,887,13,16,133,887,887,887,887,887,274.5787328,9,8
31410,12,89,1-12-2023-089-03,3,1,887,887,887,887,887,887,887,887,887,887,55,887,124,999,999,887,887,887,887,887,887,887,887,887,887,887,239.3521142,9,8
31410,12,89,1-12-2023-089-03,3,2,887,887,887,887,887,887,887,887,887,887,45,887,139,999,999,887,887,887,887,887,887,887,887,887,887,887,239.3521142,9,8
31411,33,56,1-33-2023-056-04,4,2,887,887,887,887,887,887,887,887,887,887,887,52,134,887,887,54,999,999,887,887,109,887,33,82,887,887,26.2745745,12,8
31412,17,128,1-17-2023-128-04,4,1,887,887,887,887,887,887,887,887,887,887,47,887,125,887,887,887,887,887,887,887,887,887,887,887,887,887,398.7643558,4,8
31413,17,129,1-17-2023-129-07,7,1,887,887,887,887,887,887,887,887,887,887,53,887,150,887,887,887,887,887,887,887,887,887,887,887,887,887,1137.297728,4,8
31414,19,113,1-19-2023-113-06,6,2,887,887,887,887,887,887,887,887,887,887,32,29,123,999,999,15,40,999,887,887,887,887,887,887,887,887,912.1902509,9,8
