CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
32815,59,164,1-59-2023-164-05,5,1,1,2,10,12,0,0,20,12FYEW05,F,Y,E,W,05,8,8,8,8,888,888,888,1,69,-68,-12,605884,998,-49,85,0,1,"Begins 15cm right of center point, extending left","Begins 54cm right of center point, extending left",45 cm left of center,108,0,160,-19,69,76,65,76,68,54,29,8,,,49.55652444,6,8
32815,59,164,1-59-2023-164-05,5,2,1,1,340,11,0,0,230,11FYEW02,F,Y,E,W,02,8,8,8,8,888,888,888,1,51,-48,18,74891,998,37,26,0,1,"Begins 2cm right of center point, extending left","Begins 81cm left of center point, extending right",61 cm left of center,162,0,164,-40,85,34,34,28,24,14,0,0,,,49.55652444,6,8
32818,59,167,1-59-2023-167-04,4,1,1,2,350,12,0,0,120,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,3,30,-29,5,41013,998,87,19,0,1,"Begins 21cm left of center point, extending right","Begins 90cm left of center point, extending right",30 cm right of center,180,0,184,45,132,21,0,0,9,21,7,8,,,186.7560484,6,8
32818,59,167,1-59-2023-167-04,4,2,1,1,20,1,0,0,270,01RYEW01,R,Y,E,W,01,8,8,8,8,888,888,888,3,20,-19,-7,109569,998,40,29,0,1,"Begins 260cm forward of rear axle, extending forward","Begins 260cm forward of rear axle, extending forward",unknown,247,175,247,175,247,999,999,999,999,999,999,999,,,186.7560484,6,8
32826,73,179,1-73-2023-179-03,3,1,2,51,320,11,0,0,888,11LZAW02,L,Z,A,W,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,-116,13,2,1,"Begins 125cm rear of front axle, extending rearward","Begins 60cm rear of front axle, extending rearward",283CM AFT OF LEFT FRONT AXLE,297,-22,297,-44,211,13,0,13,7,12,4,0,,,31.6102783,3,8
32826,73,179,1-73-2023-179-03,3,1,1,68,320,11,0,0,888,11FDLW01,F,D,L,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 25cm left of center point, extending right",Unknown,NOT MEASURED,999,999,999,999,98,999,999,999,999,999,999,999,,,31.6102783,3,8
32829,73,182,1-73-2023-182-10,10,2,1,1,30,1,0,0,180,01RDEW01,R,D,E,W,01,8,8,8,8,888,888,888,3,11,-9,-5,20608,998,96,14,0,1,"Begins 70cm forward of front axle, extending rearward","Begins 59cm forward of front axle, extending rearward",206 cm forward of center,125,142,125,-16,463,21,10,12,12,14,16,21,,,300.6590663,3,8
32835,48,125,1-48-2023-125-03,3,1,1,51,20,1,0,0,888,01FLEN01,F,L,E,N,01,8,8,8,8,888,888,888,1,12,-12,-4,11782,998,-92,12,0,1,"Begins 23cm left of center point, extending left","Begins 83cm right of center point, extending left",15 cm left of center,165,0,165,-31,17,4,2,3,4,0,0,0,,,104.2067256,12,8
32838,33,91,1-33-2023-091-02,2,1,1,51,350,12,0,0,888,12LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,24.42240604,12,8
32838,33,91,1-33-2023-091-02,2,1,2,31,998,0,0,0,888,00TDDO02,T,D,D,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,8,Not Measured,Not Measured,Left Back Light Header,777,777,777,777,777,,,,,,,,3,6,24.42240604,12,8
32838,33,91,1-33-2023-091-02,2,1,3,51,998,0,0,0,888,00TZDW07,T,Z,D,W,07,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,8,2,Unknown,Unknown,Rear of LR tire,999,999,999,999,999,999,999,999,999,999,999,999,,,24.42240604,12,8
32846,27,139,1-27-2023-139-03,3,1,2,31,998,0,0,0,888,00TDDO99,T,D,D,O,99,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,9,1,Not Measured,Not Measured,Unknown,777,777,777,777,777,,,,,,,,999,999,16.37214353,3,8
32846,27,139,1-27-2023-139-03,3,1,1,68,0,12,0,0,888,12FRWE03,F,R,W,E,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,2,Unknown,Unknown,no measured,999,999,999,999,999,999,999,999,999,999,999,999,,,16.37214353,3,8
32852,30,168,1-30-2023-168-02,2,1,1,2,10,12,0,0,270,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,56,-56,-10,147313,998,-33,48,0,1,"Begins 70cm left of center point, extending right","Begins 57cm left of center point, extending right",55 cm right of center,115,0,140,0,140,44,16,31,36,38,40,44,,,79.58238805,10,8
32852,30,168,1-30-2023-168-02,2,2,1,1,80,3,0,0,20,03RZEW03,R,Z,E,W,03,0,1,1,0,999,999,999,3,41,-7,-40,270642,998,111,46,0,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,79.58238805,10,8
32855,17,178,1-17-2023-178-04,4,1,1,2,30,1,0,0,20,01FREE02,F,R,E,E,02,8,8,8,8,888,888,888,3,14,-12,-7,12881,998,-56,13,0,1,"Begins 44cm right of center point, extending right","Begins 80cm left of center point, extending right",74 cm right of center,160,0,160,63,38,3,0,0,0,0,0,3,,,59.79326827,4,8
32869,28,124,1-28-2023-124-10,10,1,2,47,60,2,0,0,888,02RYAW02,R,Y,A,W,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,37.47575523,3,8
32869,28,124,1-28-2023-124-10,10,1,1,54,999,99,0,0,888,99RBAW02,R,B,A,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,37.47575523,3,8
32869,28,124,1-28-2023-124-10,10,1,2,47,60,2,0,0,888,02FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,37.47575523,3,8
32869,28,124,1-28-2023-124-10,10,1,3,54,999,99,0,0,888,99RYAW99,R,Y,A,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,37.47575523,3,8
32872,76,138,1-76-2023-138-09,9,1,1,2,40,1,1,0,50,01FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,1,20,-15,-13,40588,998,-87,24,0,1,"Begins 62cm right of center point, extending left","Begins 56cm right of center point, extending left",21 cm right of center,112,0,140,35,53,37,0,0,3,13,30,37,,,54.69689311,3,8
32872,76,138,1-76-2023-138-09,9,1,2,2,90,3,0,0,320,03RPEN01,R,P,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 122cm forward of rear axle, extending forward",Unknown,Unknown,999,999,999,999,25,999,999,999,999,999,999,999,,,54.69689311,3,8
31382,29,78,1-29-2023-078-04,4,1,1,2,70,2,0,0,305,02RYEW02,R,Y,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Unk cm forward of RF axle,999,999,999,999,999,999,999,999,999,999,999,999,,,213.2288853,2,8
31737,29,80,1-29-2023-080-03,3,2,1,1,10,12,0,0,225,12FRAE06,F,R,A,E,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,RF corner,999,999,174,999,999,999,999,999,999,999,999,999,,,603.9741395,2,8
31737,29,80,1-29-2023-080-03,3,2,2,1,20,1,0,0,999,01RZAW02,R,Z,A,W,02,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,"Begins 6cm rear of rear axle, extending forward",Unknown,127cm forward of RR axle,999,999,999,999,177,999,999,999,999,999,999,999,,,603.9741395,2,8
32470,29,90,1-29-2023-090-03,3,1,2,63,0,12,0,0,888,12FLWN09,F,L,W,N,09,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,169.8436203,2,8
32872,76,138,1-76-2023-138-09,9,2,1,1,320,11,0,0,310,11LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,1,15,-11,10,1886,998,15,5,0,1,"Begins 258cm forward of rear axle, extending forward","Begins 240cm forward of rear axle, extending forward",107 cm forward of center,80,147,80,156,62,2,2,0,0,0,0,0,,,54.69689311,3,8
32872,76,138,1-76-2023-138-09,9,2,2,1,270,9,0,0,325,09LZMN01,L,Z,M,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Begins 20cm forward of rear axle, extending forward",Unknown,Unknown,999,999,999,999,12,999,999,999,999,999,999,999,,,54.69689311,3,8
32875,76,141,1-76-2023-141-04,4,1,1,42,0,12,0,0,888,12FREE03,F,R,E,E,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,29.28420716,3,8
32878,22,108,1-22-2023-108-06,6,2,1,1,10,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,44,-43,-8,63615,998,-32,30,0,1,"Begins 42cm right of center point, extending left","Begins 42cm right of center point, extending left",21 cm left of center,84,0,150,0,84,33,5,9,33,26,20,6,,,40.62842331,12,8
32886,23,106,1-23-2023-106-03,3,1,2,50,250,8,0,0,888,08LB9999,L,B,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,299.669416,5,8
29453,21,23,1-21-2023-023-03,3,1,2,2,10,12,0,0,60,12RYAW04,R,Y,A,W,04,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,7,1,"Begins 180cm forward of rear axle, extending forward",Unknown,Unknown,999,999,999,999,221,999,999,999,999,999,999,999,,,412.0919359,11,8
30108,21,42,1-21-2023-042-03,3,1,2,51,0,12,0,0,888,12FRAE06,F,R,A,E,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,"Begins 50cm right of center point, extending right",Unknown,76 cm left of center,999,999,999,999,34,999,999,999,999,999,999,999,,,154.5401331,11,8
30108,21,42,1-21-2023-042-03,3,1,1,63,0,12,0,0,888,12FRWN03,F,R,W,N,03,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,RF axle,999,999,999,999,10,999,999,999,999,999,999,999,,,154.5401331,11,8
30214,21,46,1-21-2023-046-02,2,1,1,2,0,12,0,7,10,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,7,2,"Begins 61cm left of center point, extending right",Unknown,Unknown,999,999,999,999,122,999,999,999,999,999,999,999,,,19.21894787,11,8
30214,21,46,1-21-2023-046-02,2,1,2,3,230,8,0,0,310,08LDAW03,L,D,A,W,03,1,1,1,0,999,999,999,3,23,14,17,60479,998,24,28,0,1,"Begins 2cm rear of rear axle, extending forward","Begins 18cm rear of rear axle, extending forward",19 cm forward of center,295,-10,295,-12,260,31,0,16,16,31,12,3,,,19.21894787,11,8
30240,21,49,1-21-2023-049-07,7,2,1,1,40,1,0,0,250,01RPEW02,R,P,E,W,02,0,1,0,0,26,50,0,3,9,-7,-6,21357,998,75,15,0,1,"Begins 52cm forward of rear axle, extending forward","Begins 26cm forward of rear axle, extending forward",16 cm rearward of center,238,0,238,5,196,14,0,4,14,10,7,0,,,1354.151142,11,8
32470,29,90,1-29-2023-090-03,3,1,3,62,0,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,"Begins 22cm right of center point, extending right","Begins 83cm left of center point, extending right",41cm right of center point,167,0,168,44,45,999,999,999,999,999,999,999,,,169.8436203,2,8
32470,29,90,1-29-2023-090-03,3,1,1,63,10,12,0,0,888,12FRWN09,F,R,W,N,09,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,169.8436203,2,8
32662,29,93,1-29-2023-093-06,6,1,1,2,0,12,0,0,90,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,22,-22,0,22151,998,-3,19,0,1,"Begins 82cm left of center point, extending right","Begins 82cm left of center point, extending right",12 cm left of center,165,0,165,-3,159,8,4,6,8,7,6,2,,,887.4774068,2,8
32662,29,93,1-29-2023-093-06,6,2,1,1,180,6,0,0,90,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,3,23,23,0,36600,998,-11,25,0,1,"Begins 57cm left of center point, extending right",Unknown,14cm left of center point,999,999,999,999,136,999,999,999,999,999,999,999,,,887.4774068,2,8
30240,21,49,1-21-2023-049-07,7,2,2,57,0,12,0,0,888,12FDLW01,F,D,L,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,"Begins 68cm left of center point, extending right",Unknown,54cm right of FCP,999,999,999,999,136,999,999,999,999,999,999,999,,,1354.151142,11,8
30240,21,49,1-21-2023-049-07,7,1,1,2,300,10,0,0,170,10FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,11,-5,9,10538,998,205,7,0,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1354.151142,11,8
30429,21,56,1-21-2023-056-02,2,2,2,49,0,12,0,0,888,12FLAE06,F,L,A,E,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,8,Unknown,Unknown,left front bumper corner,999,999,999,999,999,999,999,999,999,999,999,999,,,25.02306984,11,8
30429,21,56,1-21-2023-056-02,2,2,1,1,0,12,0,0,150,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,25,-25,0,48304,998,0,24,0,1,"Begins 60cm right of center point, extending left","Begins 60cm right of center point, extending left",27 cm right of center,120,0,160,0,120,21,2,9,13,18,21,8,,,25.02306984,11,8
30429,21,56,1-21-2023-056-02,2,2,3,48,220,7,0,0,888,07LZEW02,L,Z,E,W,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,2,"Begins 50cm rear of rear axle, extending forward",Unknown,50 cm aft of rear left axel,999,999,999,999,225,999,999,999,999,999,999,999,,,25.02306984,11,8
30475,21,59,1-21-2023-059-03,3,1,1,42,0,12,0,0,888,12FREE07,F,R,E,E,07,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,314.5130124,11,8
30475,21,59,1-21-2023-059-03,3,1,2,31,998,0,0,0,888,00T99O99,T,9,9,O,99,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not Measured,Not Measured,Left Windshield Header,777,777,777,777,777,,,,,,,,999,999,314.5130124,11,8
30612,21,64,1-21-2023-064-01,1,1,2,45,998,0,0,0,888,00TPDN05,T,P,D,N,05,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,8,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,83.44880043,11,8
30612,21,64,1-21-2023-064-01,1,1,1,31,998,0,0,0,888,00LDAO99,L,D,A,O,99,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,9,2,Not Measured,Not Measured,Left B-Pillar,777,777,777,777,777,,,,,,,,999,999,83.44880043,11,8
30804,21,69,1-21-2023-069-04,4,2,1,1,230,8,0,0,250,08LBEW01,L,B,E,W,01,8,8,8,8,888,888,888,3,6,4,5,4265,998,-94,7,0,2,"Begins 5cm forward of rear axle, extending rearward","Begins 5cm rear of rear axle, extending rearward",202 cm rearward of center,66,-182,66,-169,60,11,8,11,8,4,0,0,,,3026.552056,11,8
30804,21,69,1-21-2023-069-04,4,2,2,43,350,12,0,0,888,12FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,3026.552056,11,8
30804,21,69,1-21-2023-069-04,4,2,4,57,999,99,0,0,888,99TDDW02,T,D,D,W,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,3026.552056,11,8
30804,21,69,1-21-2023-069-04,4,2,3,31,998,0,0,0,888,00TDDO01,T,D,D,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Not Measured,Not Measured,Left Back Light Header,777,777,777,777,777,,,,,,,,999,999,3026.552056,11,8
30904,21,70,1-21-2023-070-03,3,1,2,53,0,12,0,0,888,12FREN01,F,R,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,91.67564166,11,8
30904,21,70,1-21-2023-070-03,3,1,3,53,0,12,0,0,888,12FRGN06,F,R,G,N,06,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,91.67564166,11,8
30904,21,70,1-21-2023-070-03,3,1,5,88,0,12,0,0,888,12RDAS02,R,D,A,S,02,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,91.67564166,11,8
30904,21,70,1-21-2023-070-03,3,1,4,68,0,12,0,0,888,12FLWN09,F,L,W,N,09,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,91.67564166,11,8
30904,21,70,1-21-2023-070-03,3,1,6,88,998,0,0,0,888,00T99999,T,9,9,9,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,91.67564166,11,8
30904,21,70,1-21-2023-070-03,3,1,1,44,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,91.67564166,11,8
31296,21,86,1-21-2023-086-03,3,1,1,31,998,0,0,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Not Measured,Not Measured,Right Back Light Header,777,777,777,777,777,,,,,,,,15,17,254.7960521,11,8
31296,21,86,1-21-2023-086-03,3,1,2,43,998,0,0,0,888,00LDAW02,L,D,A,W,02,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,7,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,254.7960521,11,8
31359,21,88,1-21-2023-088-01,1,1,1,43,0,12,0,0,888,12F99901,F,9,9,9,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,77.18978128,11,8
31359,21,88,1-21-2023-088-01,1,1,2,31,998,0,0,0,888,00TDDO04,T,D,D,O,04,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,8,1,Not Measured,Not Measured,Right A-Pillar,777,777,777,777,777,,,,,,,,23,25,77.18978128,11,8
31359,21,88,1-21-2023-088-01,1,1,3,46,999,99,0,0,888,99999999,9,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,77.18978128,11,8
31594,21,95,1-21-2023-095-03,3,1,1,31,998,0,0,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Not Measured,Not Measured,Right C-Pillar,777,777,777,777,777,,,,,,,,5,3,74.26283009,11,8
32710,21,123,1-21-2023-123-08,8,1,1,58,330,11,0,0,888,11FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,13,-12,7,23123,998,95,13,0,1,"Begins 48cm left of center point, extending right","Begins 48cm left of center point, extending right",45 cm right of center,96,0,155,-1,94,6,0,1,5,5,6,6,,,334.3762824,11,8
32710,21,123,1-21-2023-123-08,8,1,2,42,60,2,1,0,888,02R99999,R,9,9,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,334.3762824,11,8
32710,21,123,1-21-2023-123-08,8,1,3,31,998,0,0,0,888,00RDAO99,R,D,A,O,99,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,2,Not Measured,Not Measured,Right C-Pillar,777,777,777,777,777,,,,,,,,8,6,334.3762824,11,8
