CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,DAMAGE,CASEWGT,PSUSTRAT,VERSION
32499,12,120,1-12-2023-120-03,3,1,LF,0,239.3521142,9,8
32499,12,120,1-12-2023-120-03,3,2,RF,0,239.3521142,9,8
32499,12,120,1-12-2023-120-03,3,1,LR,0,239.3521142,9,8
31975,48,104,1-48-2023-104-07,7,1,RF,0,339.357564,12,8
31975,48,104,1-48-2023-104-07,7,1,LR,0,339.357564,12,8
31975,48,104,1-48-2023-104-07,7,1,RR,0,339.357564,12,8
32052,59,137,1-59-2023-137-03,3,2,LF,0,86.7633825,6,8
32052,59,137,1-59-2023-137-03,3,2,LR,0,86.7633825,6,8
32052,59,137,1-59-2023-137-03,3,2,RR,0,86.7633825,6,8
32052,59,137,1-59-2023-137-03,3,2,RF,0,86.7633825,6,8
32055,54,85,1-54-2023-085-09,9,1,LF,0,246.6359036,9,8
32055,54,85,1-54-2023-085-09,9,1,RF,0,246.6359036,9,8
32055,54,85,1-54-2023-085-09,9,1,RR,0,246.6359036,9,8
32055,54,85,1-54-2023-085-09,9,1,LR,0,246.6359036,9,8
32055,54,85,1-54-2023-085-09,9,2,LF,0,246.6359036,9,8
32055,54,85,1-54-2023-085-09,9,2,LR,0,246.6359036,9,8
32055,54,85,1-54-2023-085-09,9,2,RR,0,246.6359036,9,8
32055,54,85,1-54-2023-085-09,9,2,RF,4,246.6359036,9,8
32152,59,141,1-59-2023-141-08,8,1,LF,4,59.96694194,6,8
32152,59,141,1-59-2023-141-08,8,1,LF,5,59.96694194,6,8
32152,59,141,1-59-2023-141-08,8,1,LR,0,59.96694194,6,8
32152,59,141,1-59-2023-141-08,8,1,RR,7,59.96694194,6,8
32152,59,141,1-59-2023-141-08,8,1,RF,0,59.96694194,6,8
32169,48,110,1-48-2023-110-08,8,1,LF,0,137.3952362,12,8
32169,48,110,1-48-2023-110-08,8,1,LR,0,137.3952362,12,8
32169,48,110,1-48-2023-110-08,8,1,RF,0,137.3952362,12,8
32169,48,110,1-48-2023-110-08,8,1,RR,0,137.3952362,12,8
32212,73,162,1-73-2023-162-03,3,1,LF,0,32.73765798,3,8
32212,73,162,1-73-2023-162-03,3,1,LR,0,32.73765798,3,8
32212,73,162,1-73-2023-162-03,3,1,RR,0,32.73765798,3,8
32212,73,162,1-73-2023-162-03,3,1,RF,0,32.73765798,3,8
32264,59,146,1-59-2023-146-06,6,1,LF,7,191.5902205,6,8
32264,59,146,1-59-2023-146-06,6,1,RF,0,191.5902205,6,8
32264,59,146,1-59-2023-146-06,6,1,RR,0,191.5902205,6,8
32264,59,146,1-59-2023-146-06,6,1,LR,0,191.5902205,6,8
32264,59,146,1-59-2023-146-06,6,2,LF,0,191.5902205,6,8
32264,59,146,1-59-2023-146-06,6,2,LR,0,191.5902205,6,8
32264,59,146,1-59-2023-146-06,6,2,RR,0,191.5902205,6,8
32264,59,146,1-59-2023-146-06,6,2,RF,0,191.5902205,6,8
32275,48,112,1-48-2023-112-08,8,1,RR,0,90.36363016,12,8
32275,48,112,1-48-2023-112-08,8,1,RF,0,90.36363016,12,8
32275,48,112,1-48-2023-112-08,8,1,LR,0,90.36363016,12,8
32275,48,112,1-48-2023-112-08,8,1,LF,0,90.36363016,12,8
32281,54,91,1-54-2023-091-08,8,1,LF,0,255.6188638,9,8
32281,54,91,1-54-2023-091-08,8,1,LR,5,255.6188638,9,8
32281,54,91,1-54-2023-091-08,8,1,RR,0,255.6188638,9,8
32281,54,91,1-54-2023-091-08,8,1,RF,0,255.6188638,9,8
32370,73,169,1-73-2023-169-07,7,2,RF,0,165.4729909,3,8
32370,73,169,1-73-2023-169-07,7,2,RR,0,165.4729909,3,8
30552,24,75,1-24-2023-075-05,5,2,RR,0,67.94873816,1,8
30658,24,77,1-24-2023-077-05,5,1,LF,0,92.7130656,1,8
30658,24,77,1-24-2023-077-05,5,1,RF,0,92.7130656,1,8
30658,24,77,1-24-2023-077-05,5,1,LR,0,92.7130656,1,8
30658,24,77,1-24-2023-077-05,5,1,RR,0,92.7130656,1,8
30658,24,77,1-24-2023-077-05,5,2,LF,0,92.7130656,1,8
30658,24,77,1-24-2023-077-05,5,2,RF,0,92.7130656,1,8
30658,24,77,1-24-2023-077-05,5,2,LR,0,92.7130656,1,8
30658,24,77,1-24-2023-077-05,5,2,RR,0,92.7130656,1,8
30758,20,72,1-20-2023-072-01,1,1,LF,9,42.13178185,11,8
30758,20,72,1-20-2023-072-01,1,1,LR,9,42.13178185,11,8
30758,20,72,1-20-2023-072-01,1,1,RF,9,42.13178185,11,8
30758,20,72,1-20-2023-072-01,1,1,RR,9,42.13178185,11,8
30761,24,79,1-24-2023-079-03,3,1,LF,0,246.0381348,1,8
30761,24,79,1-24-2023-079-03,3,1,LR,0,246.0381348,1,8
30761,24,79,1-24-2023-079-03,3,1,RR,0,246.0381348,1,8
30761,24,79,1-24-2023-079-03,3,1,RF,0,246.0381348,1,8
30761,24,79,1-24-2023-079-03,3,2,LF,0,246.0381348,1,8
30761,24,79,1-24-2023-079-03,3,2,LR,0,246.0381348,1,8
30761,24,79,1-24-2023-079-03,3,2,RR,0,246.0381348,1,8
30761,24,79,1-24-2023-079-03,3,2,RF,0,246.0381348,1,8
30784,27,67,1-27-2023-067-09,9,2,LF,0,309.2317148,3,8
30784,27,67,1-27-2023-067-09,9,2,RR,0,309.2317148,3,8
30784,27,67,1-27-2023-067-09,9,2,RF,0,309.2317148,3,8
30784,27,67,1-27-2023-067-09,9,2,LR,0,309.2317148,3,8
30890,27,71,1-27-2023-071-07,7,1,LF,0,160.6055131,3,8
30890,27,71,1-27-2023-071-07,7,1,RF,0,160.6055131,3,8
30890,27,71,1-27-2023-071-07,7,1,LR,0,160.6055131,3,8
30890,27,71,1-27-2023-071-07,7,1,RR,0,160.6055131,3,8
30990,27,75,1-27-2023-075-03,3,1,LF,0,26.38578438,3,8
30990,27,75,1-27-2023-075-03,3,1,RF,0,26.38578438,3,8
30990,27,75,1-27-2023-075-03,3,1,LR,0,26.38578438,3,8
30990,27,75,1-27-2023-075-03,3,1,RR,0,26.38578438,3,8
30990,27,75,1-27-2023-075-03,3,2,RF,7,26.38578438,3,8
30990,27,75,1-27-2023-075-03,3,2,RR,0,26.38578438,3,8
30990,27,75,1-27-2023-075-03,3,2,LR,0,26.38578438,3,8
30990,27,75,1-27-2023-075-03,3,2,LF,0,26.38578438,3,8
31090,27,80,1-27-2023-080-04,4,1,LF,0,47.73424372,3,8
31090,27,80,1-27-2023-080-04,4,1,LR,0,47.73424372,3,8
31090,27,80,1-27-2023-080-04,4,1,RR,0,47.73424372,3,8
31090,27,80,1-27-2023-080-04,4,1,RF,0,47.73424372,3,8
31090,27,80,1-27-2023-080-04,4,2,RR,0,47.73424372,3,8
31090,27,80,1-27-2023-080-04,4,2,RF,0,47.73424372,3,8
31090,27,80,1-27-2023-080-04,4,2,LR,0,47.73424372,3,8
31090,27,80,1-27-2023-080-04,4,2,LF,0,47.73424372,3,8
31093,20,78,1-20-2023-078-06,6,1,LF,9,97.57136289,11,8
31093,20,78,1-20-2023-078-06,6,1,RF,9,97.57136289,11,8
31093,20,78,1-20-2023-078-06,6,1,RR,9,97.57136289,11,8
31093,20,78,1-20-2023-078-06,6,1,LR,9,97.57136289,11,8
31093,20,78,1-20-2023-078-06,6,2,LF,0,97.57136289,11,8
31093,20,78,1-20-2023-078-06,6,2,RF,0,97.57136289,11,8
31093,20,78,1-20-2023-078-06,6,2,RR,0,97.57136289,11,8
31093,20,78,1-20-2023-078-06,6,2,LR,0,97.57136289,11,8
31096,20,79,1-20-2023-079-04,4,1,LF,5,117.1259512,11,8
31096,20,79,1-20-2023-079-04,4,1,LF,7,117.1259512,11,8
31096,20,79,1-20-2023-079-04,4,1,RF,0,117.1259512,11,8
31096,20,79,1-20-2023-079-04,4,1,RR,0,117.1259512,11,8
31096,20,79,1-20-2023-079-04,4,1,LR,0,117.1259512,11,8
31176,27,83,1-27-2023-083-03,3,1,LF,0,29.78704282,3,8
31176,27,83,1-27-2023-083-03,3,1,RF,0,29.78704282,3,8
31176,27,83,1-27-2023-083-03,3,1,RR,0,29.78704282,3,8
31176,27,83,1-27-2023-083-03,3,1,LR,0,29.78704282,3,8
31242,24,86,1-24-2023-086-02,2,2,LF,4,90.10823721,1,8
31242,24,86,1-24-2023-086-02,2,2,RF,4,90.10823721,1,8
31242,24,86,1-24-2023-086-02,2,2,LR,7,90.10823721,1,8
31242,24,86,1-24-2023-086-02,2,2,RR,0,90.10823721,1,8
31345,27,86,1-27-2023-086-03,3,1,LF,0,23.11204993,3,8
31345,27,86,1-27-2023-086-03,3,1,RF,0,23.11204993,3,8
31345,27,86,1-27-2023-086-03,3,1,RR,0,23.11204993,3,8
31345,27,86,1-27-2023-086-03,3,1,LR,0,23.11204993,3,8
31345,27,86,1-27-2023-086-03,3,2,RF,5,23.11204993,3,8
31345,27,86,1-27-2023-086-03,3,2,RR,0,23.11204993,3,8
31345,27,86,1-27-2023-086-03,3,2,LR,0,23.11204993,3,8
31345,27,86,1-27-2023-086-03,3,2,LF,0,23.11204993,3,8
31365,20,85,1-20-2023-085-08,8,1,LF,0,64.81170541,11,8
31365,20,85,1-20-2023-085-08,8,1,RF,0,64.81170541,11,8
31365,20,85,1-20-2023-085-08,8,1,RR,0,64.81170541,11,8
31365,20,85,1-20-2023-085-08,8,1,LR,0,64.81170541,11,8
31425,20,88,1-20-2023-088-03,3,1,LF,0,57.14711584,11,8
31425,20,88,1-20-2023-088-03,3,1,LR,0,57.14711584,11,8
31425,20,88,1-20-2023-088-03,3,1,RR,0,57.14711584,11,8
31425,20,88,1-20-2023-088-03,3,1,RF,0,57.14711584,11,8
31454,27,92,1-27-2023-092-09,9,1,RR,0,193.207034,3,8
31454,27,92,1-27-2023-092-09,9,1,LF,0,193.207034,3,8
31454,27,92,1-27-2023-092-09,9,1,RF,5,193.207034,3,8
31454,27,92,1-27-2023-092-09,9,1,LR,0,193.207034,3,8
31528,27,95,1-27-2023-095-04,4,1,RF,0,54.57014649,3,8
31528,27,95,1-27-2023-095-04,4,1,RR,0,54.57014649,3,8
31528,27,95,1-27-2023-095-04,4,1,LR,0,54.57014649,3,8
31528,27,95,1-27-2023-095-04,4,1,LF,0,54.57014649,3,8
31528,27,95,1-27-2023-095-04,4,2,LR,0,54.57014649,3,8
31528,27,95,1-27-2023-095-04,4,2,LF,0,54.57014649,3,8
31528,27,95,1-27-2023-095-04,4,2,RR,0,54.57014649,3,8
31528,27,95,1-27-2023-095-04,4,2,RF,0,54.57014649,3,8
31597,20,92,1-20-2023-092-04,4,1,LF,9,312.16714,11,8
31597,20,92,1-20-2023-092-04,4,1,RF,9,312.16714,11,8
31597,20,92,1-20-2023-092-04,4,1,RR,9,312.16714,11,8
31597,20,92,1-20-2023-092-04,4,1,LR,9,312.16714,11,8
31597,20,92,1-20-2023-092-04,4,2,LF,9,312.16714,11,8
31597,20,92,1-20-2023-092-04,4,2,RF,9,312.16714,11,8
31597,20,92,1-20-2023-092-04,4,2,RR,9,312.16714,11,8
31597,20,92,1-20-2023-092-04,4,2,LR,9,312.16714,11,8
31634,27,97,1-27-2023-097-07,7,1,RF,0,617.5466123,3,8
31634,27,97,1-27-2023-097-07,7,1,RR,0,617.5466123,3,8
31634,27,97,1-27-2023-097-07,7,1,LR,0,617.5466123,3,8
31634,27,97,1-27-2023-097-07,7,1,LF,0,617.5466123,3,8
31691,24,95,1-24-2023-095-04,4,1,LF,0,712.698613,1,8
31691,24,95,1-24-2023-095-04,4,1,RF,0,712.698613,1,8
31691,24,95,1-24-2023-095-04,4,1,LR,0,712.698613,1,8
31691,24,95,1-24-2023-095-04,4,1,RR,0,712.698613,1,8
31691,24,95,1-24-2023-095-04,4,2,LF,0,712.698613,1,8
31691,24,95,1-24-2023-095-04,4,2,RF,0,712.698613,1,8
31691,24,95,1-24-2023-095-04,4,2,LR,7,712.698613,1,8
31691,24,95,1-24-2023-095-04,4,2,RR,0,712.698613,1,8
31714,27,101,1-27-2023-101-03,3,1,LR,5,21.03730656,3,8
31714,27,101,1-27-2023-101-03,3,1,RF,0,21.03730656,3,8
31714,27,101,1-27-2023-101-03,3,1,RR,0,21.03730656,3,8
31714,27,101,1-27-2023-101-03,3,1,LF,0,21.03730656,3,8
31783,20,95,1-20-2023-095-04,4,1,LF,0,457.6298315,11,8
31783,20,95,1-20-2023-095-04,4,1,RF,0,457.6298315,11,8
31783,20,95,1-20-2023-095-04,4,1,LR,0,457.6298315,11,8
31783,20,95,1-20-2023-095-04,4,1,RR,0,457.6298315,11,8
31783,20,95,1-20-2023-095-04,4,2,RF,0,457.6298315,11,8
31783,20,95,1-20-2023-095-04,4,2,RR,0,457.6298315,11,8
31783,20,95,1-20-2023-095-04,4,2,LR,0,457.6298315,11,8
31783,20,95,1-20-2023-095-04,4,2,LF,0,457.6298315,11,8
31817,27,104,1-27-2023-104-03,3,1,LF,0,35.06986691,3,8
31817,27,104,1-27-2023-104-03,3,1,RF,0,35.06986691,3,8
31817,27,104,1-27-2023-104-03,3,1,RR,0,35.06986691,3,8
31817,27,104,1-27-2023-104-03,3,1,LR,0,35.06986691,3,8
31920,27,106,1-27-2023-106-03,3,1,LF,0,95.44522103,3,8
31920,27,106,1-27-2023-106-03,3,1,RF,0,95.44522103,3,8
31920,27,106,1-27-2023-106-03,3,1,RR,5,95.44522103,3,8
31920,27,106,1-27-2023-106-03,3,1,LR,0,95.44522103,3,8
32009,27,107,1-27-2023-107-03,3,1,LF,7,22.8203331,3,8
32009,27,107,1-27-2023-107-03,3,1,RF,0,22.8203331,3,8
32009,27,107,1-27-2023-107-03,3,1,RR,0,22.8203331,3,8
32009,27,107,1-27-2023-107-03,3,1,LR,0,22.8203331,3,8
32009,27,107,1-27-2023-107-03,3,2,RF,0,22.8203331,3,8
32009,27,107,1-27-2023-107-03,3,2,LR,0,22.8203331,3,8
32009,27,107,1-27-2023-107-03,3,2,RR,0,22.8203331,3,8
32009,27,107,1-27-2023-107-03,3,2,LF,5,22.8203331,3,8
32009,27,107,1-27-2023-107-03,3,2,LF,7,22.8203331,3,8
32069,12,107,1-12-2023-107-07,7,2,LF,0,545.6496803,9,8
32069,12,107,1-12-2023-107-07,7,2,LR,0,545.6496803,9,8
32069,12,107,1-12-2023-107-07,7,2,RR,0,545.6496803,9,8
32069,12,107,1-12-2023-107-07,7,2,RF,0,545.6496803,9,8
32121,27,113,1-27-2023-113-03,3,1,LF,7,29.59976362,3,8
32121,27,113,1-27-2023-113-03,3,1,LR,0,29.59976362,3,8
32121,27,113,1-27-2023-113-03,3,1,RR,0,29.59976362,3,8
32121,27,113,1-27-2023-113-03,3,1,RF,0,29.59976362,3,8
32121,27,113,1-27-2023-113-03,3,2,RF,0,29.59976362,3,8
32121,27,113,1-27-2023-113-03,3,2,RR,0,29.59976362,3,8
32121,27,113,1-27-2023-113-03,3,2,LR,0,29.59976362,3,8
32121,27,113,1-27-2023-113-03,3,2,LF,0,29.59976362,3,8
32189,24,105,1-24-2023-105-07,7,1,LF,6,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,1,LR,6,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,1,RR,0,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,1,RF,6,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,2,LF,0,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,2,RF,0,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,2,RR,0,1692.757286,1,8
32189,24,105,1-24-2023-105-07,7,2,LR,0,1692.757286,1,8
32221,27,115,1-27-2023-115-04,4,1,LF,0,72.54254218,3,8
32221,27,115,1-27-2023-115-04,4,1,RR,0,72.54254218,3,8
32221,27,115,1-27-2023-115-04,4,1,RF,0,72.54254218,3,8
32221,27,115,1-27-2023-115-04,4,1,LR,0,72.54254218,3,8
32221,27,115,1-27-2023-115-04,4,2,LF,0,72.54254218,3,8
32221,27,115,1-27-2023-115-04,4,2,RF,0,72.54254218,3,8
32221,27,115,1-27-2023-115-04,4,2,LR,0,72.54254218,3,8
32221,27,115,1-27-2023-115-04,4,2,RR,0,72.54254218,3,8
32284,12,111,1-12-2023-111-10,10,2,LF,0,254.5148612,9,8
32284,12,111,1-12-2023-111-10,10,2,LR,0,254.5148612,9,8
32284,12,111,1-12-2023-111-10,10,2,RR,0,254.5148612,9,8
32284,12,111,1-12-2023-111-10,10,2,RF,0,254.5148612,9,8
32307,20,114,1-20-2023-114-01,1,1,LR,7,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,1,LF,5,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,1,LF,7,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,1,RF,0,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,1,RR,7,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,2,LF,4,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,2,LF,7,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,2,RF,0,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,2,RR,0,26.85110982,11,8
32307,20,114,1-20-2023-114-01,1,2,LR,0,26.85110982,11,8
32338,27,118,1-27-2023-118-04,4,1,LF,0,142.844513,3,8
32338,27,118,1-27-2023-118-04,4,1,LR,0,142.844513,3,8
32338,27,118,1-27-2023-118-04,4,1,RR,0,142.844513,3,8
32338,27,118,1-27-2023-118-04,4,1,RF,0,142.844513,3,8
32461,27,124,1-27-2023-124-04,4,1,LF,0,67.75147542,3,8
32461,27,124,1-27-2023-124-04,4,1,RF,0,67.75147542,3,8
32461,27,124,1-27-2023-124-04,4,1,RR,0,67.75147542,3,8
32461,27,124,1-27-2023-124-04,4,1,LR,0,67.75147542,3,8
32501,12,122,1-12-2023-122-09,9,1,LF,7,550.6910394,9,8
32501,12,122,1-12-2023-122-09,9,1,LR,7,550.6910394,9,8
32501,12,122,1-12-2023-122-09,9,1,RR,0,550.6910394,9,8
32501,12,122,1-12-2023-122-09,9,1,RF,0,550.6910394,9,8
32513,20,122,1-20-2023-122-06,6,1,LF,0,401.129169,11,8
32513,20,122,1-20-2023-122-06,6,1,RF,9,401.129169,11,8
32513,20,122,1-20-2023-122-06,6,1,RR,0,401.129169,11,8
32513,20,122,1-20-2023-122-06,6,1,LR,0,401.129169,11,8
32547,27,125,1-27-2023-125-07,7,1,RF,0,52.95571673,3,8
32547,27,125,1-27-2023-125-07,7,1,RR,0,52.95571673,3,8
32547,27,125,1-27-2023-125-07,7,1,LR,0,52.95571673,3,8
32547,27,125,1-27-2023-125-07,7,1,LF,0,52.95571673,3,8
32650,27,131,1-27-2023-131-04,4,1,LF,0,46.79354077,3,8
32650,27,131,1-27-2023-131-04,4,1,LR,0,46.79354077,3,8
32650,27,131,1-27-2023-131-04,4,1,RR,5,46.79354077,3,8
32650,27,131,1-27-2023-131-04,4,1,RR,7,46.79354077,3,8
32650,27,131,1-27-2023-131-04,4,1,RF,7,46.79354077,3,8
32756,27,133,1-27-2023-133-06,6,1,LF,5,56.2573624,3,8
32756,27,133,1-27-2023-133-06,6,1,LF,7,56.2573624,3,8
32756,27,133,1-27-2023-133-06,6,1,RF,0,56.2573624,3,8
32756,27,133,1-27-2023-133-06,6,1,LR,0,56.2573624,3,8
32756,27,133,1-27-2023-133-06,6,1,RR,0,56.2573624,3,8
32759,27,136,1-27-2023-136-03,3,1,LF,0,16.7680829,3,8
32759,27,136,1-27-2023-136-03,3,1,RR,0,16.7680829,3,8
32759,27,136,1-27-2023-136-03,3,1,RF,0,16.7680829,3,8
28228,19,4,1-19-2023-004-04,4,2,RR,0,104.7965542,9,8
28228,19,4,1-19-2023-004-04,4,2,LR,0,104.7965542,9,8
28279,22,3,1-22-2023-003-09,9,1,LF,0,121.4537489,12,8
28279,22,3,1-22-2023-003-09,9,1,LR,0,121.4537489,12,8
28279,22,3,1-22-2023-003-09,9,1,RR,0,121.4537489,12,8
28279,22,3,1-22-2023-003-09,9,1,RF,0,121.4537489,12,8
28328,18,3,1-18-2023-003-04,4,1,LF,0,822.5715765,6,8
28328,18,3,1-18-2023-003-04,4,1,LR,0,822.5715765,6,8
28328,18,3,1-18-2023-003-04,4,1,RR,0,822.5715765,6,8
28328,18,3,1-18-2023-003-04,4,1,RF,0,822.5715765,6,8
28348,31,4,1-31-2023-004-10,10,1,LF,0,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,RF,0,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,RR,0,190.9257288,6,8
28348,31,4,1-31-2023-004-10,10,1,LR,0,190.9257288,6,8
28431,18,4,1-18-2023-004-10,10,1,LF,0,8396.374787,6,8
28431,18,4,1-18-2023-004-10,10,1,LR,0,8396.374787,6,8
28431,18,4,1-18-2023-004-10,10,1,RF,7,8396.374787,6,8
28431,18,4,1-18-2023-004-10,10,1,RR,0,8396.374787,6,8
28434,31,6,1-31-2023-006-06,6,1,LF,0,247.8107959,6,8
28434,31,6,1-31-2023-006-06,6,1,LR,0,247.8107959,6,8
28434,31,6,1-31-2023-006-06,6,1,RR,8,247.8107959,6,8
28434,31,6,1-31-2023-006-06,6,1,RF,0,247.8107959,6,8
28445,33,3,1-33-2023-003-05,5,1,LF,0,45.49699087,12,8
28445,33,3,1-33-2023-003-05,5,1,LR,0,45.49699087,12,8
28445,33,3,1-33-2023-003-05,5,1,RF,0,45.49699087,12,8
28445,33,3,1-33-2023-003-05,5,1,RR,0,45.49699087,12,8
28445,33,3,1-33-2023-003-05,5,2,LF,0,45.49699087,12,8
28445,33,3,1-33-2023-003-05,5,2,LR,0,45.49699087,12,8
28445,33,3,1-33-2023-003-05,5,2,RR,0,45.49699087,12,8
28445,33,3,1-33-2023-003-05,5,2,RF,0,45.49699087,12,8
28511,18,6,1-18-2023-006-04,4,1,LF,0,501.0750017,6,8
28511,18,6,1-18-2023-006-04,4,1,LR,0,501.0750017,6,8
28511,18,6,1-18-2023-006-04,4,1,RR,0,501.0750017,6,8
28511,18,6,1-18-2023-006-04,4,1,RF,0,501.0750017,6,8
28520,19,16,1-19-2023-016-07,7,2,LF,0,189.4247418,9,8
28520,19,16,1-19-2023-016-07,7,2,RF,0,189.4247418,9,8
28520,19,16,1-19-2023-016-07,7,2,LR,0,189.4247418,9,8
28520,19,16,1-19-2023-016-07,7,2,RR,0,189.4247418,9,8
28528,33,5,1-33-2023-005-05,5,1,LF,1,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,1,LF,5,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,1,LF,8,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,1,LR,0,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,1,RR,0,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,1,RF,0,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,2,LF,0,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,2,LR,0,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,2,RR,4,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,2,RR,7,41.24774221,12,8
28528,33,5,1-33-2023-005-05,5,2,RF,0,41.24774221,12,8
28537,33,6,1-33-2023-006-01,1,1,LF,7,31.71959064,12,8
28537,33,6,1-33-2023-006-01,1,1,LF,8,31.71959064,12,8
28537,33,6,1-33-2023-006-01,1,1,RF,0,31.71959064,12,8
28537,33,6,1-33-2023-006-01,1,1,LR,0,31.71959064,12,8
28537,33,6,1-33-2023-006-01,1,1,RR,0,31.71959064,12,8
28571,19,19,1-19-2023-019-06,6,2,LF,0,186.5473263,9,8
28571,19,19,1-19-2023-019-06,6,2,LR,0,186.5473263,9,8
28571,19,19,1-19-2023-019-06,6,2,RR,0,186.5473263,9,8
28571,19,19,1-19-2023-019-06,6,2,RF,0,186.5473263,9,8
28680,31,12,1-31-2023-012-04,4,1,LF,0,505.2880581,6,8
28680,31,12,1-31-2023-012-04,4,1,RF,0,505.2880581,6,8
28680,31,12,1-31-2023-012-04,4,1,RR,0,505.2880581,6,8
28680,31,12,1-31-2023-012-04,4,1,LR,0,505.2880581,6,8
28683,19,23,1-19-2023-023-03,3,1,RF,0,65.93370268,9,8
28683,19,23,1-19-2023-023-03,3,1,RR,0,65.93370268,9,8
28683,19,23,1-19-2023-023-03,3,1,LR,0,65.93370268,9,8
2300042,48,129,1-48-2023-129-03,3,1,LF,9,74.78725036,12,8
2300045,18,125,1-18-2023-125-07,7,1,LR,0,279.2702584,6,8
2300045,18,125,1-18-2023-125-07,7,1,LF,0,279.2702584,6,8
