CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
7161,14,28,1-14-2017-028-02,2,1,,,,,,,,,,,24,,,,119,70,65,,,120,,,,,,,887,299.171074248821,8,2
7165,16,44,1-16-2017-044-04,4,1,,,,,,,,,,,36,,,,130,83,,,,,,,,,,,887,406.544153844197,5,2
7170,17,35,1-17-2017-035-07,7,1,,,,,,,,,,,36,44,,,118,,,,,,,,,,,,887,884.596657783655,4,2
7170,17,35,1-17-2017-035-07,7,2,,,,,,,,,,,40,42,,,,,,,,,,,,,,,887,884.596657783655,4,2
7169,17,34,1-17-2017-034-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1404.60743210442,4,2
7171,12,28,1-12-2017-028-03,3,1,,,,,,,,343,,,,,,,,,,887,887,887,10,26,130,,,,,4470.95150360823,9,2
7171,12,28,1-12-2017-028-03,3,2,,,,,,,,,,,50,,,,119,,,887,887,887,,,,,,,,4470.95150360823,9,2
7172,32,57,1-32-2017-057-07,7,1,,,,,,,,,,,60,52,175,171,132,,,,,,,,,,,,887,2629.97117438863,7,2
7172,32,57,1-32-2017-057-07,7,2,,,260,,,,,,,,50,56,149,149,131,,,,,,9,20,120,,,,887,2629.97117438863,7,2
7175,33,53,1-33-2017-053-06,6,1,,,,,,,,,,,40,,,,129,,,,,,,,,,,,887,66.4575130793752,12,2
7175,33,53,1-33-2017-053-06,6,3,,,,,,,,,,,,47,,,,,,20,26,,,,,,,,887,66.4575130793752,12,2
7176,18,29,1-18-2017-029-06,6,1,,,,,,,,,,,52,,,,132,,,887,887,887,,,,,,,,1868.06986050596,6,2
7176,18,29,1-18-2017-029-06,6,2,,,,,,,,,,,41,,,,116,,,,,,,,,,,,887,1868.06986050596,6,2
7181,30,55,1-30-2017-055-04,4,2,,,,,,,,,,,20,30,,,148,,,62,,,,,,,,,887,5616.45073494707,10,2
7174,33,52,1-33-2017-052-10,10,1,,,,,,,,,,,37,,,,110,,,,,,,,,,,,887,69.1752610936107,12,2
7174,33,52,1-33-2017-052-10,10,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,69.1752610936107,12,2
7180,13,51,1-13-2017-051-02,2,1,,,,,,,,,,,52,,,,135,,,,,,,,,,,,887,223.870775887877,7,2
7186,21,23,1-21-2017-023-07,7,1,,,,,,,,280,,,38,,,,126,,,,,,13,23,113,,,,887,1033.3607983157,11,2
7186,21,23,1-21-2017-023-07,7,2,,,365,,,,,,,,,,,,,,,887,887,887,12,23,132,,,,,1033.3607983157,11,2
7178,22,59,1-22-2017-059-01,1,1,,70,296,115,,,70,296,115,,28,,140,139,103,,,887,887,887,8,14,121,,42,73,248,92.645881565269,12,2
7177,22,58,1-22-2017-058-03,3,1,,,,,,,,,,,70,,,,136,,,887,887,887,,,,,,,318,99.9474447590839,12,2
7179,22,60,1-22-2017-060-09,9,1,,,,,,,,,,,,,,,132,,,,,229,,,124,,47,77,887,707.286318683172,12,2
7188,16,46,1-16-2017-046-06,6,2,,,254,,,,,,,,,,,,,,,,,,11,19,104,,,,887,234.695027274204,5,2
7184,20,62,1-20-2017-062-03,3,1,,,,,,,,,,,,45,,,110,,,,,,,,,,,,887,291.053076656167,11,2
7116,16,43,1-16-2017-043-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,957.10878992152,5,2
7183,20,61,1-20-2017-061-09,9,1,,,,,,,,,,,,,,,,,,887,887,887,,,,10,47,88,,1958.12195970583,11,2
7191,20,60,1-20-2017-060-02,2,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,133,887,46,87,887,39.0673380453663,11,2
7166,26,31,1-26-2017-031-03,3,1,,,332,,,,,,,,34,,,,130,,,887,887,887,9,9,,,,,260,2528.04462840884,10,2
7166,26,31,1-26-2017-031-03,3,2,,,,,,,,298,,,,,,,,,,,,,14,25,,,,,887,2528.04462840884,10,2
7194,32,58,1-32-2017-058-03,3,1,,,,,,,,,,,42,42,,,122,,,,,,,,,,,,887,725.436407455563,7,2
7147,28,28,1-28-2017-028-04,4,1,,,265,,,,,265,,,40,,,,89,,,,,,14,14,130,,,,887,451.089122562898,3,2
7147,28,28,1-28-2017-028-04,4,3,,,,,,,,,,,53,,,,,,,887,887,887,,,,,,,,451.089122562898,3,2
7146,28,27,1-28-2017-027-06,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,169.129560081943,3,2
7146,28,27,1-28-2017-027-06,6,3,,,,,,,,,,,,48,,,,,,13,34,,,,,,,,887,169.129560081943,3,2
7202,10,28,1-10-2017-028-03,3,1,,,,,,,,,,,,,,,114,,,,,,,,,,,,887,224.661315300313,4,2
7203,24,59,1-24-2017-059-10,10,1,,,,,,,,,,,45,45,,,131,,,,,,,,,,,,887,12531.0870150331,1,2
7203,24,59,1-24-2017-059-10,10,2,,,,,,,,,,,35,35,,,133,,,,,,,,,,,,887,12531.0870150331,1,2
7203,24,59,1-24-2017-059-10,10,3,,,,,,,,,,,41,43,,,107,,,,,,,,,,,,887,12531.0870150331,1,2
7208,31,28,1-31-2017-028-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,686.221391487831,6,2
7209,14,29,1-14-2017-029-07,7,1,,,,,,,,,,,28,,,,108,,,,,,,,,,,,887,5839.57216860709,8,2
7207,32,59,1-32-2017-059-03,3,2,,,,,,,,260,,,42,40,,,104,,,,,,13,26,,,,,887,774.44113737545,7,2
7210,14,30,1-14-2017-030-07,7,1,,,260,,,,,,,,,,,,,,,,,,15,18,110,10,37,80,887,5839.57216860709,8,2
7217,17,36,1-17-2017-036-05,5,1,,,,,,,,,,,44,44,,,132,,,,,,,,,10,42,,887,139.816311562178,4,2
7211,12,29,1-12-2017-029-09,9,1,,70,325,122,,,77,325,124,,51,51,,,125,56,77,12,45,230,11,14,150,8,50,92,887,3832.45356653444,9,2
7215,19,65,1-19-2017-065-02,2,1,,,,,,,,390,,,40,56,175,172,,,,887,887,887,12,24,,,,,343,102.089013427492,9,2
7212,12,30,1-12-2017-030-07,7,2,,,295,,,,,,,,,,,,,,,,,,8,19,146,,,,887,2259.18028942213,9,2
7215,19,65,1-19-2017-065-02,2,2,,,,,,,,,,,28,26,159,158,125,,,,,,,,,,,,887,102.089013427492,9,2
7216,19,66,1-19-2017-066-02,2,1,,,,,,,,,,,,25,,,,,,,,,,,,,,,887,102.089013427492,9,2
7218,13,52,1-13-2017-052-06,6,1,,,,,,,,376,,,,,,,,,,887,887,887,12,13,152,,,,307,5045.28531568187,7,2
7222,21,25,1-21-2017-025-03,3,1,,,266,,,,,286,,,,,,,,,,,,,10,23,112,,,,887,440.350593814522,11,2
7222,21,25,1-21-2017-025-03,3,2,,,,,,,,,,,42,,,,103,,,,,,,,,,,,887,440.350593814522,11,2
7196,26,32,1-26-2017-032-06,6,2,,,,,,,,,,,30,,,,121,,,,,,,,,,,,887,557.212183905254,10,2
7228,33,55,1-33-2017-055-06,6,1,,,,,,,,,,,,,,,95,,,,,,,,,,,,887,436.28572594027,12,2
7224,18,31,1-18-2017-031-07,7,2,,,,,,,,,,,39,,,,119,60,59,,,,,,,,,,887,1313.24977357053,6,2
7227,33,54,1-33-2017-054-09,9,1,,,275,,,,,,,,,,,,,,,,,,9,18,105,,,,887,1421.64094329572,12,2
7227,33,54,1-33-2017-054-09,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1421.64094329572,12,2
7220,22,62,1-22-2017-062-01,1,1,,,,,,,,,,,999,,,,137,,,64,,,,,,,,,887,91.2520349196253,12,2
7220,22,62,1-22-2017-062-01,1,2,,,,,,,,,,,999,,,,128,,,,,,,,,,,,887,91.2520349196253,12,2
7229,33,56,1-33-2017-056-09,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1421.64094329572,12,2
7219,22,61,1-22-2017-061-10,10,1,,94,260,100,,,94,260,100,,24,,147,145,112,,,52,,,,,106,,37,79,887,1067.43601941209,12,2
7221,22,63,1-22-2017-063-08,8,1,,50,65,80,,,50,265,80,,50,50,,,109,70,65,,,159,10,10,114,10,46,76,887,78.2105272741197,12,2
7226,29,22,1-29-2017-022-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,50,887,887,887,887,113,887,887,887,887,1716.91189081206,2,2
7230,20,63,1-20-2017-063-08,8,2,,,,,,,,,,,60,,,,132,,,,,,,,,,,,887,118.63788302479,11,2
7232,20,65,1-20-2017-065-02,2,2,,,,,,,,,,,,59,,,,,,,,,,,,,,,887,39.0673380453663,11,2
7236,15,32,1-15-2017-032-03,3,1,,,,,,,,,,,42,,,,125,,,,,,,,,,,,887,503.308139879898,1,2
7236,15,32,1-15-2017-032-03,3,2,,,328,,,,,,,,,,,,,,,,,,13,35,107,,,,887,503.308139879898,1,2
7240,16,48,1-16-2017-048-01,1,1,,,,,,,,,,,,,,,124,,,,,,,,,,,,887,85.6880315101766,5,2
7237,11,27,1-11-2017-027-03,3,1,,,,,,,,,,,,,,,90,,,,,,,,,,,,887,2010.92272580976,8,2
7248,23,57,1-23-2017-057-10,10,2,,,,,,,,,,,40,50,,,71,,,,,,,,,,,,887,2861.91202624656,5,2
7249,23,58,1-23-2017-058-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,171.555418942082,5,2
7249,23,58,1-23-2017-058-03,3,2,,,278,,,,,,,,,,,,,,,,,,8,18,,,,,887,171.555418942082,5,2
7250,23,59,1-23-2017-059-02,2,2,,,,,,,,,,,45,56,,,129,,,,,,,,,,,,887,66.3431143320455,5,2
7254,32,63,1-32-2017-063-06,6,1,,,,,,,,,,,42,42,159,158,,,,55,,,,,,,,,887,967.187878734124,7,2
7254,32,63,1-32-2017-063-06,6,2,,,,,,,,,,,40,44,,,124,,,58,,,,,,,,,887,967.187878734124,7,2
7255,32,64,1-32-2017-064-06,6,1,,,,,,,,,,,40,40,,,107,,,,,,,,,,,,887,967.187878734124,7,2
7257,17,37,1-17-2017-037-07,7,2,,,,,,,,358,,,,,,,,,,887,887,887,10,18,,,,,,394.887973961642,4,2
7258,17,38,1-17-2017-038-04,4,1,,,,,,,,,,,38,40,,,,,,,,,,,,,,,887,350.956679654087,4,2
7178,22,59,1-22-2017-059-01,1,2,,89,395,132,,,89,395,132,,42,,161,,133,,,887,887,887,999,16,999,,52,81,,92.645881565269,12,2
7259,12,31,1-12-2017-031-02,2,1,,,290,,,,,,,,38,,,,90,,,,,,13,12,151,,,,887,655.806244816428,9,2
7262,19,68,1-19-2017-068-07,7,1,,,,,,,,,,,45,,,,100,,,887,887,887,,,,,,,,1641.40680223338,9,2
7263,19,69,1-19-2017-069-10,10,1,,,,,,,,,,,20,,,,120,,,,,,,,,,,,887,13104.5293427276,9,2
7264,19,70,1-19-2017-070-06,6,1,,,,,,,,274,,,40,49,158,156,,,,,,,14,26,,,,,887,504.746733763628,9,2
7252,10,29,1-10-2017-029-05,5,1,,,278,,,,,289,,,34,,,,125,,,,,,11,22,115,,,,887,50.2244039588763,4,2
7252,10,29,1-10-2017-029-05,5,2,,,270,,,,,270,,,,,,,,,,,,,12,5,99,,,,887,50.2244039588763,4,2
7272,14,31,1-14-2017-031-04,4,2,,,,,,,,,,,44,,,,135,,,,,,,,,,,,887,16228.3090768642,8,2
7269,30,56,1-30-2017-056-03,3,1,,,,,,,,,,,25,,,,105,,,,,,,,,,,,887,1062.0508783815,10,2
7255,32,64,1-32-2017-064-06,6,2,,,,,,,,,,,52,52,,,135,,,23,4,,,,,,,,887,967.187878734124,7,2
7275,22,64,1-22-2017-064-10,10,1,,96,330,133,,,96,330,133,,56,,165,168,130,,,,,287,,,132,,47,89,887,147.615966556126,12,2
7270,21,26,1-21-2017-026-03,3,1,,,,,,,,,,,30,,,,114,,,,,,,,,,,,887,327.888497046027,11,2
7270,21,26,1-21-2017-026-03,3,2,,,270,,,,,255,,,42,,,,109,,,,,,,,,,,,887,327.888497046027,11,2
7267,13,54,1-13-2017-054-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,931.202158521994,7,2
7267,13,54,1-13-2017-054-03,3,2,,,,,,,,,,,50,50,,,,,,,,,,,,,,,887,931.202158521994,7,2
7271,21,27,1-21-2017-027-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,104,887,887,887,887,887,887,887,887,887,887,887,887,327.88849704859,11,2
7271,21,27,1-21-2017-027-03,3,2,,,276,,,,,276,,,,,,,,,,,,,11,16,131,,,,887,327.88849704859,11,2
7278,33,57,1-33-2017-057-07,7,2,,,260,,,,,,,,,,,,,,,,,,10,14,132,,,,887,725.147754384361,12,2
7280,33,59,1-33-2017-059-03,3,2,,,,,,,,,,,50,,,,104,,,,,,,,,,,,887,190.110413744831,12,2
7277,18,32,1-18-2017-032-04,4,1,,,289,,,,,289,,,,,,,,,,,,,12,16,,,,,887,1598.29630310592,6,2
7277,18,32,1-18-2017-032-04,4,2,,,,,,,,,,,38,,,,131,,,,,,,,,,,,887,1598.29630310592,6,2
7286,15,34,1-15-2017-034-06,6,1,,,,,,,,285,,,,,,,,,,,,,12,22,116,,,,887,721.030955263309,1,2
7279,33,58,1-33-2017-058-03,3,1,,,270,,,,,,,,32,,,,104,,,,,,,,,,,,887,190.110413744831,12,2
7279,33,58,1-33-2017-058-03,3,2,,,275,,,,,,,,35,,,,133,,,,,,,,,,,,887,190.110413744831,12,2
7283,20,68,1-20-2017-068-09,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1428.57730217801,11,2
7284,20,69,1-20-2017-069-05,5,2,,,,,,,,,,,34,,,,113,,,,,,,,,,,,887,36.1865974663332,11,2
7241,26,34,1-26-2017-034-03,3,1,,,281,,,,,280,,,,,,,129,,,,,,15,19,,,,,887,384.025280412253,10,2
7241,26,34,1-26-2017-034-03,3,3,,,284,,,,,,,,,,,,,,,,,,13,20,,,,,887,384.025280412253,10,2
7276,22,65,1-22-2017-065-10,10,1,,,,,,,,,,,40,,,,137,,,,,,,,,,,,887,240.11221588755,12,2
7285,15,33,1-15-2017-033-07,7,2,,,,,,,,,,,,,,,116,,,,,,,,,,,,887,1350.7708816628,1,2
7290,32,66,1-32-2017-066-02,2,1,,,,,,,,299,,,51,44,,,,,,,,,13,19,,,,,887,38.7789940897766,7,2
7290,32,66,1-32-2017-066-02,2,2,,,,,,,,,,,60,60,,,118,,,887,887,887,,,,,,,210,38.7789940897766,7,2
7274,16,50,1-16-2017-050-03,3,1,,,,,,,,,,,42,,,,104,81,,,,,25,16,109,,,,887,339.165717430063,5,2
7273,16,49,1-16-2017-049-03,3,1,,,264,,,,,,,,33,,,,116,66,,,,,13,19,120,,,,887,339.165717430063,5,2
7294,23,60,1-23-2017-060-04,4,1,,,,,,,,,,,50,60,,,110,,,,,,,,,,,,887,3008.74527679183,5,2
7293,25,11,1-25-2017-011-05,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,44.5090118556966,2,2
7292,25,10,1-25-2017-010-06,6,2,,,,,,,,,,,,,157,159,100,,,,,,,,,,,,887,291.373302463914,2,2
7298,32,68,1-32-2017-068-07,7,1,,,322,,,,,,,,38,38,,,139,,,,,,14,16,,,,,887,2461.55740743636,7,2
7298,32,68,1-32-2017-068-07,7,2,,,,,,,,265,,,40,41,,,116,,,,,,10,13,,,,,887,2461.55740743636,7,2
7297,32,67,1-32-2017-067-03,3,2,,,256,,,,,,,,44,54,154,154,122,,,,,,12,24,106,,,,887,678.982104361418,7,2
7299,32,69,1-32-2017-069-03,3,1,,,,,,,,,,,36,54,161,162,125,,,,,,12,25,112,,,,887,678.982104361418,7,2
7301,24,62,1-24-2017-062-03,3,2,,,,,,,,,,,44,42,,,,,,51,,,,,,,,,887,236.014252282951,1,2
7304,16,51,1-16-2017-051-06,6,1,,,,,,,,271,,,,,,,122,72,,,,,10,18,110,,,,887,3067.09838689603,5,2
7305,31,29,1-31-2017-029-07,7,1,,,,,,,,,,,20,,,,107,82,,,,,,,,,,,887,6637.32119482343,6,2
7308,17,40,1-17-2017-040-07,7,1,,,,,,,,278,,,,,,,101,,,,,,12,19,,,,,887,470.147254106524,4,2
7316,12,32,1-12-2017-032-03,3,1,,,250,,,,,,,,,,,,,,,,,,11,15,124,,,,887,631.788821474217,9,2
7317,12,33,1-12-2017-033-07,7,1,,,,,,,,,,,33,,,,100,,,,,,,,,,,,887,3256.77527939067,9,2
7302,24,63,1-24-2017-063-04,4,1,,,,,,,,,,,45,48,,,95,,,,,,,,,,,,887,1011.03814312382,1,2
7302,24,63,1-24-2017-063-04,4,2,,,,,,,,,,,40,48,,,,,,52,,,,,,,,,887,1011.03814312382,1,2
7314,19,72,1-19-2017-072-02,2,1,,,270,,,,,,,,20,,,,,,,,,,7,19,,,,,887,284.367605013661,9,2
7314,19,72,1-19-2017-072-02,2,2,,,,,,,,400,,,30,,,,145,,,887,887,887,6,15,,,,,,284.367605013661,9,2
7315,19,73,1-19-2017-073-06,6,1,,,,,,,,272,,,36,43,157,159,131,,,,,,14,24,,,,,887,1873.17869437277,9,2
7320,21,29,1-21-2017-029-07,7,1,,,,,,,,,,,39,,,,116,,,,,,,,,,,,887,1314.13987079159,11,2
7319,21,28,1-21-2017-028-03,3,1,,,,,,,,,,,,,,,94,,,,,,,,,,,,887,367.467193042291,11,2
7327,30,57,1-30-2017-057-05,5,1,,,283,,,,,,,,,,,,,,,,,,15,20,118,,,,887,127.572371892563,10,2
7324,33,60,1-33-2017-060-10,10,1,,,,,,,,,,,,,,,136,,,887,887,887,,,,,,,,207.525783280832,12,2
7322,22,67,1-22-2017-067-03,3,1,,,,,,,,,,,,,158,157,136,,,,,,,,,,,,887,65.6205867032439,12,2
7323,22,68,1-22-2017-068-03,3,1,,,,,,,,330,,,,,,,,,,,,,10,20,132,,,,887,65.6205867066166,12,2
7323,22,68,1-22-2017-068-03,3,2,,,,,,,,,,,48,,,,103,,,,,,,,,,,,887,65.6205867066166,12,2
7325,33,61,1-33-2017-061-09,9,1,,,240,,,,,,,,45,,,,105,,,,,,6,25,115,,,,887,75.3307217326577,12,2
7326,33,62,1-33-2017-062-09,9,1,,,,,,,,,,,,,,,110,,,,,,,,,,,,887,75.3307217326577,12,2
7318,13,56,1-13-2017-056-02,2,2,,,,,,,,,,,41,,,,101,,,,,,,,,,,,887,201.638989842624,7,2
7321,22,66,1-22-2017-066-04,4,1,,85,257,95,,,85,257,98,,26,,147,148,118,,,45,,,,,,,36,81,887,285.136041398238,12,2
7311,26,36,1-26-2017-036-02,2,1,,,273,,,,,,,,24,,,,94,,,,,,,,,,,,887,255.856912304465,10,2
7330,20,71,1-20-2017-071-09,9,2,,,281,,,,,,,,49,,,,126,,,887,887,887,,,,,,,,596.722881009616,11,2
7295,10,30,1-10-2017-030-06,6,1,,,,,,,,,,,29,,,,106,,,,,,,,,,,,887,310.417770748704,4,2
7295,10,30,1-10-2017-030-06,6,2,,,,,,,,,,,42,,,,112,,,,,,,,,,,,887,310.417770748704,4,2
7332,14,32,1-14-2017-032-06,6,1,,,,,,,,,,,40,,,,111,,,,,,,,,,,,887,1318.05921883787,8,2
7333,14,33,1-14-2017-033-07,7,2,,,,,,,,,,,20,40,,,107,,,49,,,,,,,,,887,2666.64479275074,8,2
7339,15,38,1-15-2017-038-03,3,1,,,,,,,,,,,49,,,,119,,,,,,,,,,,,887,361.344488706262,1,2
7340,20,73,1-20-2017-073-03,3,1,,,,,,,,,,,48,,,,115,,,,,,,,,,,,887,88.696227305,11,2
7341,27,8,1-27-2017-008-07,7,1,,93,259,84,,,93,259,84,,,,153,150,110,,,,,,,,118,,41,81,887,1005.87137560949,3,2
7309,11,30,1-11-2017-030-05,5,1,,,,,,,,,,,,,,,118,,,,,,,,,,,,887,219.812761373368,8,2
7309,11,30,1-11-2017-030-05,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,219.812761373368,8,2
7340,20,73,1-20-2017-073-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,88.696227305,11,2
7310,11,31,1-11-2017-031-07,7,2,,100,264,114,,,101,264,114,,20,26,147,145,124,,,55,,,25,35,94,5,38,79,887,6275.10787317042,8,2
7291,28,34,1-28-2017-034-06,6,2,,,273,,,,,273,,,,42,,,,,,58,,,11,15,126,,,,887,311.85707879823,3,2
7287,28,33,1-28-2017-033-06,6,1,,,355,,,,,355,,,52,53,,,,,,887,887,887,9,13,150,9,48,90,,79.4139291844408,3,2
7345,10,31,1-10-2017-031-04,4,1,,,,,,,,,,,21,,,,131,,,,,,,,,,,,887,1650.22234645847,4,2
7348,23,62,1-23-2017-062-02,3,1,,,,,,,,,,,31,,,,121,,,,,,11,16,,8,,,887,66.3431143320455,5,2
7349,23,63,1-23-2017-063-04,4,2,,,,,,,,,,,44,44,,,,,,,,,,,,,,,887,703.852753603933,5,2
7351,24,66,1-24-2017-066-03,3,1,,,256,,,,,,,,42,42,,,,,,,,,11,14,120,,,,887,686.4160975453,1,2
7351,24,66,1-24-2017-066-03,3,2,,,,,,,,,,,40,41,,,102,,,,,,,,,,,,887,686.4160975453,1,2
7356,32,72,1-32-2017-072-02,2,1,,,362,,,,,350,,,50,50,170,169,129,,,887,887,887,11,22,134,,,,,94.5807082496523,7,2
7356,32,72,1-32-2017-072-02,2,2,,,296,,,,,,,,,,149,146,129,,,887,887,887,9,18,122,,,,,94.5807082496523,7,2
7356,32,72,1-32-2017-072-02,2,3,,,,,,,,,,,62,64,175,171,132,,,,,,10,27,127,,,,887,94.5807082496523,7,2
7353,25,13,1-25-2017-013-02,2,2,,,,,,,,,,,22,24,,,132,,,,,,,,,,,,887,59.2358087039559,2,2
7357,16,52,1-16-2017-052-08,8,1,,,,,,,,,,,38,,,,54,61,,,,,,,,,,,887,446.390185151479,5,2
7359,27,9,1-27-2017-009-03,3,1,,,266,,,,,252,,,,,,,,,,,,,999,999,999,3,43,,887,385.470075835503,3,2
7359,27,9,1-27-2017-009-03,3,2,,,,,,,,,,,25,,,,132,,,,,,,,,,,,887,385.470075835503,3,2
7369,17,41,1-17-2017-041-06,6,1,,,,,,,,,,,42,43,,,128,,,,,,10,18,,10,44,,887,158.758035008495,4,2
7371,17,43,1-17-2017-043-07,7,1,,,,,,,,,,,40,40,,,94,,,,,,,,,,,,887,323.240014430685,4,2
7372,31,30,1-31-2017-030-10,10,1,,,,,,,,,,,35,,,,120,,,887,887,887,,,,,,,,1073.84216837139,6,2
7364,19,75,1-19-2017-075-08,8,1,,,,,,,,,,,30,,,,136,,,887,887,887,9,21,122,,,,,215.277774648986,9,2
7358,16,53,1-16-2017-053-05,5,1,,,,,,,,,,,38,,,,120,,,,,,,,,,,,887,92.1384159346361,5,2
7365,19,76,1-19-2017-076-08,8,1,,,,,,,,,,,42,48,139,139,119,,,887,887,887,,,,,,,210,215.277774648986,9,2
7365,19,76,1-19-2017-076-08,8,2,,,,,,,,,,,42,46,152,151,,,,887,887,887,,,,,,,292,215.277774648986,9,2
7377,29,23,1-29-2017-023-04,4,2,,,280,,,,,280,,,42,,,,115,,,,,,12,20,,,,,887,1810.79011176529,2,2
7378,22,69,1-22-2017-069-02,2,2,,88,264,89,,,88,264,89,,,,151,150,106,,,,,172,,,113,,38,86,887,57.5944953362226,12,2
7381,20,75,1-20-2017-075-02,2,2,,,,,,,,,,,40,40,,,,,,75,,,,,,,,,887,58.9749156417352,11,2
7376,21,32,1-21-2017-032-03,3,2,,,,,,,,254,,,38,,,,96,,,,,,10,24,102,,,,887,201.697409885435,11,2
7379,22,70,1-22-2017-070-07,7,1,,999,355,,,,999,355,,,60,,,,137,,,887,887,887,,,,,,,,329.793588859125,12,2
7379,22,70,1-22-2017-070-07,7,2,,,,,,,,,,,50,40,,,,,,65,70,,,,,,,,887,329.793588859125,12,2
7380,22,71,1-22-2017-071-04,4,1,,,285,,,,,280,,,40,,,,122,,,,,,10,20,,,,,887,343.523668613754,12,2
7375,21,31,1-21-2017-031-03,3,1,,,,,,,,,,,40,,,,104,,,,,,,,,,,,887,78.0173692072555,11,2
7375,21,31,1-21-2017-031-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,78.0173692072555,11,2
7384,33,63,1-33-2017-063-04,4,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,139.338790733019,12,2
7386,33,65,1-33-2017-065-09,9,1,,,,,,,,,,,50,,,,131,,,887,887,887,,,,,,,,231.348391888334,12,2
7390,17,44,1-17-2017-044-03,3,1,,,,,,,,,,,,,,,,,,887,887,887,9,15,154,,,,,81.8549478795896,4,2
7374,21,30,1-21-2017-030-04,4,1,,,,,,,,246,,,,,,,,,,,,,13,13,127,,,,887,222.3781394609,11,2
7366,13,57,1-13-2017-057-07,7,1,,,,,,,,,,,40,,,,89,,,,,,,,,,,,887,3594.9132750111,7,2
7368,13,59,1-13-2017-059-03,3,1,,,,,,,,,,,38,,,,139,,,,,,,,,,,,887,991.882482142898,7,2
7382,20,76,1-20-2017-076-03,3,1,,,260,,,,,,,,,,,,,,,,,,10,25,100,,,,887,648.910229612999,11,2
7387,15,39,1-15-2017-039-06,6,1,,,,,,,,,,,46,,,,122,,,,,,,,,,,,887,311.094212959969,1,2
7387,15,39,1-15-2017-039-06,6,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,311.094212959969,1,2
7362,26,38,1-26-2017-038-07,7,1,,,,,,,,248,,,,,,,,,,,,,10,18,,,,,887,4060.37946365181,10,2
7362,26,38,1-26-2017-038-07,7,2,,,283,,,,,,,,38,,,,122,,,,,,,,,,,,887,4060.37946365181,10,2
7382,20,76,1-20-2017-076-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,648.910229612999,11,2
7384,33,63,1-33-2017-063-04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,139.338790733019,12,2
7367,13,58,1-13-2017-058-03,3,1,,,,,,,,255,,,,,,,,,,,,,13,24,106,,,,887,991.882482138422,7,2
7383,20,77,1-20-2017-077-02,2,1,,,,,,,,,,,40,,,,132,,,887,887,887,,,,,,,,58.9749156417352,11,2
7383,20,77,1-20-2017-077-02,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,58.9749156417352,11,2
7343,28,35,1-28-2017-035-09,9,1,,,236,,,,,236,,,41,15,,,165,,,,63,,8,1,124,0,38,50,887,115.287608460826,3,2
7352,25,12,1-25-2017-012-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,106,887,887,887,887,887,887,887,887,887,887,887,887,1846.64220332465,2,2
7361,18,33,1-18-2017-033-04,4,1,,,,,,,,,,,39,,,,134,,,887,887,887,,,,,,,203,706.858696425074,6,2
7392,15,42,1-15-2017-042-02,2,1,,,,,,,,,,,,,,,114,,,,,,,,,,,,887,12.500993932357,1,2
7394,32,73,1-32-2017-073-04,4,1,,,285,,,,,,,,44,47,,,,,,,,,12,19,,,,,887,4211.11416248555,7,2
7396,30,61,1-30-2017-061-03,3,1,,,,,,,,,,,25,,,,110,,,,,,,,,,,,887,539.229364045115,10,2
7396,30,61,1-30-2017-061-03,3,2,,,,,,,,256,,,35,,,,117,,,,,,8,25,110,,,,887,539.229364045115,10,2
