CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
13039,21,19,1-21-2019-019-02,2,2,887,887,887,887,887,887,887,887,887,887,18,887,887,887,107,887,887,887,887,887,887,887,887,887,887,887,887,887,44.3460798098615,11,4
13020,19,12,1-19-2019-012-05,5,2,887,887,887,887,887,887,887,887,887,887,40,38,887,887,887,887,887,887,27,20,887,887,887,887,887,887,887,887,76.0807819310052,9,4
13029,29,21,1-29-2019-021-01,1,1,887,887,887,887,887,887,887,266,887,887,40,887,887,887,118,887,887,887,887,887,16,10,121,887,887,887,887,887,43.0855728550254,2,4
13033,30,21,1-30-2019-021-03,3,3,887,887,887,887,887,887,887,887,887,887,887,42,887,887,887,887,887,18,887,887,887,887,887,887,887,887,887,887,872.393965415005,10,4
13040,21,20,1-21-2019-020-01,1,1,887,887,887,887,887,887,887,887,887,887,23,887,887,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,82.0590646182106,11,4
13034,30,22,1-30-2019-022-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,136,887,887,887,887,887,887,887,887,887,887,887,999,999,2445.25732058692,10,4
13046,13,18,1-13-2019-018-05,5,1,887,887,887,887,887,887,887,887,887,887,50,887,887,887,117,887,887,887,887,887,887,887,887,887,887,887,887,887,79.9108141120696,7,4
13021,19,13,1-19-2019-013-05,5,2,887,887,262,887,887,887,887,887,887,887,40,44,887,887,887,887,887,887,887,887,15,21,887,887,887,887,887,887,76.0807819310052,9,4
13046,13,18,1-13-2019-018-05,5,2,887,887,887,887,887,887,887,887,887,887,887,54,887,887,887,887,887,15,23,999,887,887,887,887,887,887,887,887,79.9108141120696,7,4
13030,29,22,1-29-2019-022-03,3,1,887,887,280,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,11,18,121,887,887,887,887,887,228.195038204257,2,4
13030,29,22,1-29-2019-022-03,3,2,887,887,887,887,887,887,887,887,887,887,34,887,887,887,126,887,887,887,887,887,887,887,887,887,887,887,999,999,228.195038204257,2,4
13035,10,9,1-10-2019-009-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,84,887,887,887,887,887,887,887,887,887,887,887,887,887,124.571655087533,4,4
13035,10,9,1-10-2019-009-03,3,2,887,887,887,887,887,887,887,887,887,887,27,887,887,887,109,887,887,887,887,887,887,887,887,887,887,887,887,887,124.571655087533,4,4
13049,22,21,1-22-2019-021-10,10,1,887,887,279,887,887,887,887,887,887,887,50,887,887,887,136,887,887,887,887,887,10,12,118,887,887,887,887,887,1018.45668513228,12,4
13047,22,19,1-22-2019-019-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,178.675805081709,12,4
13048,22,20,1-22-2019-020-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,9,48,85,887,887,178.675805107266,12,4
12997,73,10,1-73-2019-010-06,6,2,98,887,368,887,116,98,887,368,887,116,40,60,887,887,132,887,887,887,887,887,6,20,887,887,887,887,999,999,268.128963622356,3,4
13044,15,20,1-15-2019-020-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,150,887,887,887,887,887,999,999,999,999,999,999,887,887,277.302201365995,1,4
13043,15,19,1-15-2019-019-03,3,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,277.302201365995,1,4
13043,15,19,1-15-2019-019-03,3,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,129,887,887,887,887,887,887,887,887,887,887,887,887,887,277.302201365995,1,4
13041,18,10,1-18-2019-010-04,4,1,887,887,289,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,13,15,138,887,887,887,887,887,913.699446240331,6,4
13042,18,11,1-18-2019-011-07,7,1,887,887,887,887,887,887,887,887,887,887,36,887,887,887,99,999,999,887,887,887,887,887,887,887,887,887,887,887,1256.07792716283,6,4
13050,20,16,1-20-2019-016-09,9,2,887,887,307,887,887,887,887,307,887,887,999,887,887,887,137,887,887,887,887,887,999,999,999,887,887,887,887,887,452.652877912387,11,4
13036,10,10,1-10-2019-010-04,4,1,887,887,887,887,887,887,887,887,887,887,41,887,887,887,115,887,887,887,887,887,887,887,887,887,887,887,887,887,368.032665552816,4,4
13036,10,10,1-10-2019-010-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,887,887,887,368.032665552816,4,4
13053,26,22,1-26-2019-022-09,9,1,887,887,887,887,887,887,887,887,887,887,43,887,887,887,128,887,887,887,887,887,887,887,887,887,887,887,887,887,1813.28753371475,10,4
13053,26,22,1-26-2019-022-09,9,2,887,887,887,887,887,887,887,887,887,887,887,35,887,887,887,887,887,60,887,887,887,887,887,887,887,887,887,887,1813.28753371475,10,4
13052,20,17,1-20-2019-017-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,10,24,110,887,887,887,887,887,452.652877912387,11,4
13055,66,16,1-66-2019-016-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,132,887,887,887,887,887,887,887,887,887,887,887,999,999,832.783506237597,6,4
13055,66,16,1-66-2019-016-07,7,2,887,887,887,887,887,887,887,887,887,887,45,887,887,887,132,60,70,887,887,179,887,887,887,887,887,887,887,887,832.783506237597,6,4
13056,66,17,1-66-2019-017-06,6,1,887,887,887,887,887,887,887,887,887,887,43,887,887,887,101,887,887,887,887,887,887,887,887,887,887,887,887,887,277.517785528359,6,4
13062,12,16,1-12-2019-016-04,4,1,887,887,887,887,887,887,887,887,887,887,42,887,887,887,136,887,887,887,887,887,887,887,887,887,887,887,887,887,1291.16386426838,9,4
13058,11,21,1-11-2019-021-05,5,1,887,887,273,887,887,887,887,273,887,887,39,42,887,887,120,887,887,887,887,887,11,18,887,887,887,887,887,887,231.304664695221,8,4
13065,24,25,1-24-2019-025-03,3,1,887,887,887,887,887,887,887,887,887,887,999,999,887,887,117,887,887,887,887,887,887,887,887,887,887,887,887,887,217.439928374411,1,4
13066,73,11,1-73-2019-011-03,3,1,887,887,887,887,887,887,887,887,887,887,45,887,175,887,136,887,887,887,887,887,887,887,887,887,887,887,999,999,49.4947698052186,3,4
13066,73,11,1-73-2019-011-03,3,2,887,887,887,887,887,887,887,887,887,887,41,887,153,153,109,887,887,887,887,887,887,887,887,887,887,887,887,887,49.4947698052186,3,4
13057,11,20,1-11-2019-020-06,6,2,94,887,280,887,108,94,887,280,887,108,38,40,887,887,126,887,887,887,887,887,887,887,887,887,887,887,887,887,2994.0083897253,8,4
13064,24,24,1-24-2019-024-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,289.637927037213,1,4
13064,24,24,1-24-2019-024-06,6,2,887,887,887,887,887,887,887,887,887,887,28,30,887,887,115,887,887,887,887,887,887,887,887,887,887,887,887,887,289.637927037213,1,4
13067,73,12,1-73-2019-012-09,9,1,87,887,278,887,109,87,887,278,887,109,50,887,887,887,126,887,887,887,887,887,8,11,148,887,887,887,887,887,186.766905324872,3,4
13063,24,23,1-24-2019-023-07,7,1,887,887,887,887,887,887,887,887,887,887,23,43,887,887,90,887,887,887,887,887,887,887,887,887,887,887,887,887,871.476404869342,1,4
13067,73,12,1-73-2019-012-09,9,2,93,887,263,887,93,93,887,263,887,93,36,887,150,149,118,887,887,887,887,887,887,887,887,887,887,887,887,887,186.766905324872,3,4
13063,24,23,1-24-2019-023-07,7,2,887,887,887,887,887,887,887,887,887,887,18,30,887,887,95,887,887,887,887,887,887,887,887,887,887,887,887,887,871.476404869342,1,4
13063,24,23,1-24-2019-023-07,7,4,887,887,887,887,887,887,887,887,887,887,18,28,887,887,887,887,887,36,887,887,14,12,116,887,887,887,887,887,871.476404869342,1,4
13059,77,21,1-77-2019-021-04,4,1,887,887,265,887,887,887,887,264,887,887,36,41,155,152,105,887,887,887,887,887,19,16,887,887,887,887,887,887,1078.71241452508,9,4
13068,25,12,1-25-2019-012-06,6,1,887,887,887,887,887,887,887,887,887,887,45,43,887,887,132,887,887,887,887,887,10,20,124,10,46,80,887,887,86.4003078814238,2,4
13061,77,23,1-77-2019-023-03,3,1,887,887,306,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,11,15,128,887,887,887,887,887,312.89903232961,9,4
13073,48,12,1-48-2019-012-09,9,1,887,887,887,887,887,887,887,887,887,887,34,887,887,887,107,887,887,887,887,887,887,887,887,887,887,887,887,887,1148.08978195715,12,4
13069,25,13,1-25-2019-013-03,3,1,887,887,295,887,887,887,887,295,887,887,999,999,887,887,138,887,887,887,887,887,16,25,122,6,43,103,887,887,69.9405789876063,2,4
13073,48,12,1-48-2019-012-09,9,2,887,887,887,887,887,887,887,887,887,887,40,887,887,887,110,887,887,887,887,887,887,887,887,887,887,887,887,887,1148.08978195715,12,4
13075,32,22,1-32-2019-022-02,2,1,887,887,887,887,887,887,887,887,887,887,40,40,887,887,887,887,887,16,70,887,887,887,887,887,887,887,887,887,38.3547604389841,7,4
13076,32,23,1-32-2019-023-03,3,1,887,887,275,887,887,887,887,887,887,887,887,887,161,162,106,887,887,887,887,887,887,887,887,887,887,887,887,887,949.015333387374,7,4
13075,32,22,1-32-2019-022-02,2,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,137,887,887,887,887,887,887,887,887,887,887,887,999,999,38.3547604389841,7,4
13076,32,23,1-32-2019-023-03,3,2,887,887,887,887,887,98,887,282,887,887,50,48,159,158,887,887,887,51,887,887,11,26,110,887,887,887,887,887,949.015333387374,7,4
13072,48,11,1-48-2019-011-04,4,1,887,887,887,887,887,887,887,887,887,887,48,887,887,887,97,887,887,887,887,887,887,887,887,887,887,887,887,887,976.238904803076,12,4
13060,77,22,1-77-2019-022-09,9,1,887,887,262,887,887,887,887,262,887,887,36,38,887,887,105,887,887,887,887,887,887,887,887,887,887,887,887,887,1138.67428982672,9,4
13060,77,22,1-77-2019-022-09,9,2,887,887,255,887,887,887,887,255,887,887,23,39,887,887,887,887,887,999,999,999,887,887,887,887,887,887,168,887,1138.67428982672,9,4
13077,32,24,1-32-2019-024-02,2,2,887,887,270,887,887,887,887,887,887,887,887,887,156,158,104,887,887,887,887,887,999,999,999,887,887,887,887,887,38.3547604389841,7,4
13083,19,14,1-19-2019-014-03,3,1,887,887,266,887,887,887,887,887,887,887,887,887,887,887,104,887,887,887,887,887,9,18,887,887,887,887,887,887,420.825475823895,9,4
13082,52,7,1-52-2019-007-06,6,1,887,887,887,887,887,887,887,887,887,887,44,887,887,887,132,887,887,887,887,887,13,22,887,887,887,887,887,887,165.466761651652,12,4
13082,52,7,1-52-2019-007-06,6,2,887,887,887,887,887,887,887,887,887,887,999,999,887,887,887,887,887,887,887,887,999,999,887,887,887,887,887,887,165.466761651652,12,4
13084,54,12,1-54-2019-012-01,1,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,10,17,124,887,887,887,887,887,190.261308940954,9,4
13080,16,14,1-16-2019-014-02,2,1,887,887,887,887,887,887,887,887,887,887,42,887,887,887,120,887,887,887,887,887,887,887,887,887,887,887,887,887,19.5600329236722,5,4
13074,10,11,1-10-2019-011-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,120,887,887,887,887,887,999,999,105,887,887,887,887,887,239.973364528219,4,4
13080,16,14,1-16-2019-014-02,2,2,887,887,264,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,10,23,111,887,887,887,887,887,19.5600329236722,5,4
13085,54,13,1-54-2019-013-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,125,887,887,887,887,887,887,887,887,887,887,887,887,887,842.351697434565,9,4
13085,54,13,1-54-2019-013-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,842.351697434565,9,4
13099,17,26,1-17-2019-026-08,8,2,887,887,887,887,887,887,887,887,887,887,38,38,887,887,109,887,887,887,887,887,887,887,887,887,887,887,887,887,396.652951546958,4,4
13102,28,11,1-28-2019-011-09,9,1,887,887,256,887,887,887,887,887,887,887,887,26,887,887,107,887,887,887,887,887,14,13,126,887,887,887,887,887,581.195066917208,3,4
13093,31,16,1-31-2019-016-10,10,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,15,19,123,7,42,79,999,999,5521.82183969468,6,4
13092,31,15,1-31-2019-015-02,2,1,887,887,887,887,887,887,887,887,887,887,36,887,887,887,125,887,887,887,887,887,887,887,887,887,887,887,887,887,241.53730443134,6,4
13092,31,15,1-31-2019-015-02,2,2,887,887,887,887,887,887,887,887,887,887,40,887,887,887,142,887,887,887,887,887,887,887,887,887,887,887,999,999,241.53730443134,6,4
13091,27,12,1-27-2019-012-04,4,1,887,887,887,887,887,887,887,887,887,887,887,40,887,887,887,887,887,47,887,887,887,887,887,887,887,887,887,887,61.4094105564125,3,4
13098,17,25,1-17-2019-025-02,2,1,887,887,887,887,887,887,887,887,887,887,52,52,887,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,57.5680443688784,4,4
13098,17,25,1-17-2019-025-02,2,2,887,887,280,887,887,887,887,887,887,887,52,57,887,887,887,887,887,887,887,887,8,20,887,887,887,887,887,887,57.5680443688784,4,4
13100,17,27,1-17-2019-027-02,2,1,887,887,887,887,887,887,887,887,887,887,999,999,887,887,104,887,887,887,887,887,887,887,887,887,887,887,887,887,59.8466073108379,4,4
13088,29,25,1-29-2019-025-09,9,1,887,887,887,887,887,887,887,268,887,887,30,887,887,887,120,887,887,887,887,887,10,20,132,887,887,887,887,887,578.105022192776,2,4
13104,26,24,1-26-2019-024-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,118,887,887,887,887,887,887,887,887,8,43,887,887,887,1962.29831541337,10,4
13107,22,23,1-22-2019-023-09,9,2,887,887,887,887,887,887,887,887,887,887,48,887,887,887,136,887,887,887,887,887,887,887,887,887,887,887,999,999,293.12914846587,12,4
13087,29,24,1-29-2019-024-03,3,1,887,887,887,887,887,887,887,887,887,887,25,887,887,887,113,887,887,887,887,887,887,887,887,887,887,887,887,887,150.210968059235,2,4
13108,33,21,1-33-2019-021-08,8,1,887,887,887,887,887,887,887,887,887,887,55,887,887,887,123,887,887,887,887,887,887,887,887,887,887,887,887,887,58.7759371393952,12,4
13097,29,23,1-29-2019-023-04,4,1,887,887,887,887,887,887,887,887,887,887,39,887,887,887,117,887,887,887,887,887,887,887,887,887,887,887,887,887,396.943149198015,2,4
13106,22,22,1-22-2019-022-01,1,1,887,887,887,887,887,887,887,887,887,887,50,887,887,887,114,887,887,887,887,887,887,887,887,5,43,84,887,887,40.1392378017778,12,4
13109,33,22,1-33-2019-022-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,128,887,887,45,999,887,999,999,99,887,887,887,887,887,89.6193802859093,12,4
13113,14,12,1-14-2019-012-08,8,1,887,887,310,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,11,10,116,887,887,887,999,999,1349.82277295787,8,4
13118,21,22,1-21-2019-022-03,3,1,887,887,260,887,887,887,999,268,887,887,40,887,887,887,119,887,887,887,887,887,14,15,122,887,887,887,887,887,292.225383848337,11,4
13117,21,21,1-21-2019-021-03,3,2,887,887,887,887,887,887,887,887,887,887,887,44,887,887,887,887,887,63,54,887,887,887,887,887,887,887,887,887,292.225383831764,11,4
13114,30,23,1-30-2019-023-05,5,2,887,887,268,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,12,28,108,887,887,887,887,887,41.7034180682108,10,4
13121,13,20,1-13-2019-020-01,1,1,887,887,887,887,887,887,887,887,887,887,48,887,887,887,136,887,887,887,887,887,887,887,887,887,887,887,887,999,95.4784998046545,7,4
13121,13,20,1-13-2019-020-01,1,2,887,887,887,887,887,887,887,887,887,887,41,887,887,887,102,887,887,887,887,887,887,887,887,887,887,887,887,887,95.4784998046545,7,4
13116,30,25,1-30-2019-025-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,99,887,887,887,887,887,8,12,887,999,44,887,887,887,28.6013360902679,10,4
13111,15,21,1-15-2019-021-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,150,887,887,887,887,887,887,887,887,887,887,887,887,887,2538.71058868978,1,4
13112,15,22,1-15-2019-022-02,2,2,887,887,887,887,887,887,887,887,887,887,53,887,887,887,112,887,887,887,887,887,887,887,887,887,887,887,999,999,23.9615775550463,1,4
13124,27,13,1-27-2019-013-07,7,2,887,887,887,887,887,887,887,268,887,887,43,887,887,887,104,887,887,887,887,887,12,20,887,887,887,887,887,887,81.341237505841,3,4
13095,59,21,1-59-2019-021-08,8,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,999,999,999,887,887,201.543126690578,6,4
13126,33,24,1-33-2019-024-03,3,1,887,887,887,887,887,887,887,256,887,887,887,887,887,887,887,887,887,887,887,887,10,15,116,887,887,887,887,887,62.3876284032704,12,4
13126,33,24,1-33-2019-024-03,3,2,887,887,999,887,887,887,887,887,887,887,999,887,887,887,117,887,887,887,887,887,999,999,999,887,887,887,887,887,62.3876284032704,12,4
13122,20,18,1-20-2019-018-09,9,1,887,887,887,887,887,887,887,887,887,887,34,887,887,887,118,887,887,887,887,887,887,887,887,887,887,887,887,887,4057.0202193871,11,4
13078,76,10,1-76-2019-010-10,10,1,887,887,887,887,887,887,887,887,887,887,19,887,887,887,103,887,887,887,887,887,887,887,887,887,887,887,887,887,275.737693234076,3,4
13103,26,23,1-26-2019-023-07,7,1,887,887,887,887,887,887,887,284,887,887,45,887,887,887,115,887,887,887,887,887,12,20,887,887,887,887,887,887,2079.88213517951,10,4
13094,59,20,1-59-2019-020-04,4,1,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,696.540413716553,6,4
13128,30,26,1-30-2019-026-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,109,887,887,887,887,887,887,887,887,887,887,887,887,887,1224.80266181738,10,4
13119,16,15,1-16-2019-015-09,9,1,887,887,887,887,887,887,887,887,887,887,46,887,887,887,125,887,887,887,887,887,887,887,887,887,887,887,887,887,757.930140779803,5,4
13130,26,26,1-26-2019-026-05,5,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,122,887,887,887,887,887,887,887,887,887,887,887,887,887,51.1357773593974,10,4
13123,18,12,1-18-2019-012-04,4,1,887,887,887,887,887,887,887,887,887,887,887,41,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,1522.24570112714,6,4
13123,18,12,1-18-2019-012-04,4,2,887,887,887,887,887,887,887,887,887,887,45,41,887,887,120,887,887,887,887,887,887,887,887,887,887,887,208,999,1522.24570112714,6,4
13123,18,12,1-18-2019-012-04,4,3,887,887,887,887,887,887,887,887,887,887,37,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,1522.24570112714,6,4
13129,59,23,1-59-2019-023-08,8,2,887,887,887,887,887,887,887,887,887,887,22,887,887,887,119,887,887,887,887,887,887,887,887,887,887,887,887,887,201.543126690578,6,4
13139,24,26,1-24-2019-026-10,10,1,887,887,887,887,887,887,887,224,887,887,43,59,887,887,887,887,887,13,887,887,11,11,128,887,887,887,887,887,4438.43293385622,1,4
13140,24,27,1-24-2019-027-04,4,1,887,887,887,887,887,887,887,887,887,887,20,32,887,887,107,887,887,887,887,887,13,12,115,887,887,887,887,887,701.776750082083,1,4
13140,24,27,1-24-2019-027-04,4,2,887,887,887,887,887,887,887,887,887,887,18,42,887,887,124,887,887,887,887,887,10,15,887,887,887,887,887,887,701.776750082083,1,4
13134,11,23,1-11-2019-023-03,3,1,887,887,248,887,887,887,887,248,887,887,42,42,887,887,887,887,887,887,887,887,8,18,98,887,887,887,887,887,3719.45990940955,8,4
13142,73,13,1-73-2019-013-02,2,1,97,887,270,887,98,97,887,270,887,98,31,887,152,152,117,887,887,887,887,887,887,887,887,887,887,887,887,887,40.1133146503243,3,4
13143,24,29,1-24-2019-029-03,3,2,887,887,283,887,887,887,887,887,887,887,40,887,887,887,887,887,887,887,887,887,14,20,887,887,887,887,887,887,249.95979139823,1,4
13134,11,23,1-11-2019-023-03,3,2,887,887,887,887,887,887,887,258,887,887,37,37,887,887,96,887,887,887,887,887,887,887,887,887,887,887,887,887,3719.45990940955,8,4
13144,54,14,1-54-2019-014-02,2,1,887,887,288,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,887,887,10,16,126,887,887,887,887,887,149.159701239016,9,4
13144,54,14,1-54-2019-014-02,2,2,887,887,999,887,887,887,887,887,887,887,999,887,887,887,132,887,887,887,887,887,999,999,999,887,887,887,887,887,149.159701239016,9,4
13138,77,26,1-77-2019-026-07,7,1,887,887,887,887,887,887,887,887,887,887,48,48,887,887,120,887,887,887,887,887,887,887,887,887,887,887,887,887,2946.40646898544,9,4
13146,48,13,1-48-2019-013-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,999,999,887,999,999,162.787226956681,12,4
13138,77,26,1-77-2019-026-07,7,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,2946.40646898544,9,4
13133,11,22,1-11-2019-022-02,2,2,887,887,887,887,887,887,887,887,887,887,46,887,887,887,117,887,887,887,887,887,887,887,887,887,887,887,887,887,145.018892921352,8,4
13136,77,24,1-77-2019-024-05,5,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,91,887,887,887,887,887,887,887,887,887,887,887,887,887,103.127269087679,9,4
13136,77,24,1-77-2019-024-05,5,2,887,887,887,887,887,887,887,887,887,887,42,887,887,887,116,887,887,887,887,887,887,887,887,887,887,887,999,999,103.127269087679,9,4
13137,77,25,1-77-2019-025-04,4,1,887,887,264,887,887,887,887,272,887,887,31,887,887,887,129,887,887,887,887,887,14,25,101,887,887,887,887,887,2318.80907953759,9,4
13137,77,25,1-77-2019-025-04,4,2,887,887,887,887,887,887,887,887,887,887,45,887,887,887,96,887,887,887,887,887,887,887,887,887,887,887,887,887,2318.80907953759,9,4
13135,11,24,1-11-2019-024-02,2,1,887,887,265,887,887,887,887,265,887,887,40,41,887,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,145.018892921352,8,4
13135,11,24,1-11-2019-024-02,2,2,887,887,278,887,887,887,887,278,887,887,999,999,887,887,887,887,887,54,887,887,887,887,887,887,887,887,887,887,145.018892921352,8,4
13153,25,14,1-25-2019-014-06,6,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,118,887,887,887,887,887,887,887,887,887,887,887,887,887,1072.01822992025,2,4
13153,25,14,1-25-2019-014-06,6,2,887,887,887,887,887,887,887,887,887,887,37,887,887,887,887,887,887,49,887,887,887,887,887,887,887,887,887,887,1072.01822992025,2,4
13149,32,26,1-32-2019-026-03,3,1,887,887,375,887,887,887,887,887,887,887,50,52,887,887,125,887,887,887,887,887,12,20,139,887,887,887,999,999,1678.65747253131,7,4
13151,14,13,1-14-2019-013-08,8,1,887,887,887,887,887,887,887,887,887,887,48,887,887,887,136,887,887,887,887,887,887,887,887,887,887,887,999,999,1349.82277295787,8,4
13148,32,25,1-32-2019-025-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,4512.33547286345,7,4
13152,14,14,1-14-2019-014-06,6,1,887,887,887,887,887,887,887,887,887,887,30,887,887,887,139,887,887,887,887,887,887,887,887,887,887,887,887,887,2895.49607072437,8,4
13154,52,8,1-52-2019-008-02,2,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,33.036085159349,12,4
13154,52,8,1-52-2019-008-02,2,3,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,33.036085159349,12,4
13157,32,27,1-32-2019-027-03,3,1,887,887,887,887,887,82,887,258,887,78,48,54,887,887,887,887,887,887,887,887,12,23,103,887,887,887,887,887,1678.65747253131,7,4
13148,32,25,1-32-2019-025-04,4,2,887,887,887,887,887,887,887,260,887,887,39,887,887,887,887,887,887,887,887,887,12,14,106,887,887,887,887,887,4512.33547286345,7,4
13074,10,11,1-10-2019-011-06,6,4,887,887,887,887,887,887,887,887,887,887,887,37,887,887,887,887,887,80,887,887,887,887,887,887,887,887,887,887,239.973364528219,4,4
13161,76,11,1-76-2019-011-02,2,1,887,887,887,887,887,887,887,887,887,887,19,34,887,887,104,887,887,887,887,887,887,887,887,887,887,887,887,887,22.353596658761,3,4
13160,66,18,1-66-2019-018-05,5,1,887,887,887,887,887,887,887,887,887,887,45,45,887,887,125,887,887,55,63,90,887,887,887,887,887,887,887,887,151.189714198211,6,4
13161,76,11,1-76-2019-011-02,2,2,887,887,273,887,887,887,887,273,887,887,887,887,887,887,887,887,887,887,887,887,10,20,97,8,43,90,887,887,22.353596658761,3,4
13160,66,18,1-66-2019-018-05,5,2,887,887,887,887,887,887,887,887,887,887,44,887,887,887,91,887,887,887,887,887,7,20,130,887,887,887,887,887,151.189714198211,6,4
13172,29,27,1-29-2019-027-06,6,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,126,887,887,887,887,887,887,887,887,887,887,887,887,887,118.288950913033,2,4
13165,27,14,1-27-2019-014-03,3,1,887,887,887,887,887,887,887,887,887,887,46,887,887,887,150,887,887,887,887,887,887,887,887,887,887,887,887,887,72.2721835363077,3,4
13163,31,17,1-31-2019-017-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,122,887,887,887,887,887,887,887,887,887,887,887,887,887,331.707024699821,6,4
13165,27,14,1-27-2019-014-03,3,2,887,887,887,887,887,887,887,887,887,887,45,46,887,887,105,887,887,16,65,887,887,887,887,887,887,887,887,887,72.2721835363077,3,4
13172,29,27,1-29-2019-027-06,6,2,887,887,887,887,887,887,887,887,887,887,40,887,887,887,103,887,887,887,887,887,887,887,887,887,887,887,887,887,118.288950913033,2,4
13168,26,29,1-26-2019-029-04,4,1,887,887,887,887,887,887,887,887,887,887,42,887,887,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,2262.64148891672,10,4
13171,29,26,1-29-2019-026-03,3,1,887,887,887,887,887,887,887,887,887,887,19,887,887,887,121,887,887,887,887,887,887,887,887,887,887,887,887,887,95.7542619636491,2,4
13173,29,28,1-29-2019-028-05,5,1,887,887,887,887,887,887,887,887,887,887,24,887,887,887,105,887,887,887,887,887,887,887,887,887,887,887,887,887,15.8263769983851,2,4
13173,29,28,1-29-2019-028-05,5,2,887,887,887,887,887,887,887,887,887,887,31,887,887,887,106,887,887,52,50,90,887,887,887,887,887,887,887,887,15.8263769983851,2,4
13174,19,15,1-19-2019-015-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,127,887,887,887,887,887,887,887,887,887,887,887,887,887,501.461598420746,9,4
13174,19,15,1-19-2019-015-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,8,11,887,887,887,887,887,887,501.461598420746,9,4
