CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
20709,14,6,1-14-2021-006-03,3,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,4925,1111.01570206428,8,6
20715,32,17,1-32-2021-017-03,3,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,3888,596.726551605439,7,6
20708,59,5,1-59-2021-005-02,2,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,10553,135.071774698596,6,6
20715,32,17,1-32-2021-017-03,3,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,18715,596.726551605439,7,6
20717,76,7,1-76-2021-007-03,3,1,1,0,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,1356,18.5934551148107,3,6
20718,18,8,1-18-2021-008-09,9,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,14459,810.336620350269,6,6
20719,18,9,1-18-2021-009-03,3,1,1,3,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.3,1,2558,143.835732522311,6,6
20723,26,13,1-26-2021-013-10,10,1,1,5,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,999997,20346.058771798,10,6
20727,20,10,1-20-2021-010-02,2,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.2.1,1,2277,85.8135119185052,11,6
20721,22,12,1-22-2021-012-07,7,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.2.1,1,7550,44.6111486164813,12,6
20735,15,13,1-15-2021-013-04,4,1,1,2,Crash Data Retrieval Tool 21.0.2,Crash Data Retrieval Tool 21.1,1,4333,44.7848728266793,1,6
20729,19,17,1-19-2021-017-03,3,1,1,10,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,6995,227.886845296031,9,6
20746,32,18,1-32-2021-018-04,4,1,1,4,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,7796,2125.21883869079,7,6
20746,32,18,1-32-2021-018-04,4,2,1,3,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,4378,2125.21883869079,7,6
20742,29,10,1-29-2021-010-03,3,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.3,1,2475,50.8675321198567,2,6
20720,22,11,1-22-2021-011-06,6,1,1,1,Crash Data Retrieval Tool 19.5.2,Crash Data Retrieval Tool 21.2.1,1,11139,39.6585488242992,12,6
20730,19,18,1-19-2021-018-05,5,1,1,0,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,8741,47.5090336657469,9,6
20732,19,20,1-19-2021-020-02,2,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,3293,47.1230765782335,9,6
20726,27,10,1-27-2021-010-06,6,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.2.1,1,26674,27.48945767066,3,6
24023,16,103,1-16-2021-103-03,3,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,4079,534.069433511488,5,6
24023,16,103,1-16-2021-103-03,3,3,1,4,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,999997,534.069433511488,5,6
24033,32,125,1-32-2021-125-04,4,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,6886,6049.5545820082,7,6
24033,32,125,1-32-2021-125-04,4,2,1,3,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,13495,6049.5545820082,7,6
24034,32,127,1-32-2021-127-02,2,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,3569,77.3008880458119,7,6
24034,32,127,1-32-2021-127-02,2,3,1,3,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,23214,77.3008880458119,7,6
24035,29,97,1-29-2021-097-06,6,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,8273,161.395508173793,2,6
24038,21,158,1-21-2021-158-02,2,2,1,3,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,5848,27.1417422363749,11,6
24039,20,153,1-20-2021-153-03,3,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,10952,115.697218077316,11,6
24007,19,172,1-19-2021-172-04,4,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,2573,1152.78160286543,9,6
24008,19,173,1-19-2021-173-05,5,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,16376,90.0313489330694,9,6
24008,19,173,1-19-2021-173-05,5,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,30368,90.0313489330694,9,6
24044,26,170,1-26-2021-170-05,5,2,1,3,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,7097,27.8233032917168,10,6
24049,25,106,1-25-2021-106-04,4,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,12753,953.759730351558,2,6
23992,18,97,1-18-2021-097-10,10,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,30956,4256.37566757054,6,6
24027,18,99,1-18-2021-099-03,3,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,2272,212.948999054007,6,6
24052,17,94,1-17-2021-094-03,3,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,2349,153.394823890928,4,6
24052,17,94,1-17-2021-094-03,3,2,1,3,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,999997,153.394823890928,4,6
24061,77,95,1-77-2021-095-03,3,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,5245,882.90997393195,9,6
24062,77,96,1-77-2021-096-03,3,2,1,0,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,999997,882.90997393195,9,6
24060,54,79,1-54-2021-079-04,4,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,8042,618.703008691929,9,6
24063,12,63,1-12-2021-063-06,6,1,1,1,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.3,1,13923,430.990227379567,9,6
24065,59,68,1-59-2021-068-05,5,1,1,1,Crash Data Retrieval Tool 21.2.1,Crash Data Retrieval Tool 21.3,1,18896,51.7104833701808,6,6
24065,59,68,1-59-2021-068-05,5,2,1,1,Crash Data Retrieval Tool 21.2.1,Crash Data Retrieval Tool 21.3,1,10702,51.7104833701808,6,6
24066,59,69,1-59-2021-069-04,4,2,1,1,Crash Data Retrieval Tool 21.2.1,Crash Data Retrieval Tool 21.3,1,14202,840.137328116654,6,6
24058,23,133,1-23-2021-133-04,4,1,1,0,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,999997,498.83975282521,5,6
24068,17,96,1-17-2021-096-08,8,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,27717,161.288969544543,4,6
24067,17,95,1-17-2021-095-03,3,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,22922,235.978395572392,4,6
24067,17,95,1-17-2021-095-03,3,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,10327,235.978395572392,4,6
23450,30,92,1-30-2021-092-02,2,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,18598,69.5627879501413,10,6
24069,19,174,1-19-2021-174-04,4,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,4722,639.700835455684,9,6
24070,19,175,1-19-2021-175-08,8,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,43674,197.961479333402,9,6
23828,30,104,1-30-2021-104-03,3,5,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,18434,292.390422252686,10,6
23828,30,104,1-30-2021-104-03,3,6,1,0,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,999997,292.390422252686,10,6
24074,13,120,1-13-2021-120-05,5,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,13135,68.3612126049956,7,6
24075,13,121,1-13-2021-121-02,2,2,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,1508,60.5925995988328,7,6
24077,24,175,1-24-2021-175-07,7,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,12582,2283.40031689236,1,6
24078,24,176,1-24-2021-176-07,7,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,19616,2283.40031689236,1,6
24071,11,75,1-11-2021-075-09,9,2,1,3,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,999997,5081.02755568234,8,6
20751,73,9,1-73-2021-009-03,3,2,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,3346,40.0727081962544,3,6
20754,25,12,1-25-2021-012-04,4,1,1,0,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,1243,630.991187542309,2,6
20758,31,10,1-31-2021-010-10,10,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,27116,255.507439927165,6,6
20757,27,11,1-27-2021-011-04,4,1,1,3,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,4249,44.04555551605,3,6
20759,76,8,1-76-2021-008-04,4,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,4826,43.7646309414867,3,6
20761,14,8,1-14-2021-008-05,5,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,10020,252.290284723637,8,6
20766,48,9,1-48-2021-009-07,7,1,1,0,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,14379,686.64466089287,12,6
20769,24,16,1-24-2021-016-03,3,2,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,17285,113.48027684511,1,6
20769,24,16,1-24-2021-016-03,3,3,1,2,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.2.1,1,2385,113.48027684511,1,6
20770,24,17,1-24-2021-017-04,4,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,5967,349.444582201165,1,6
20771,24,18,1-24-2021-018-03,3,2,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,3860,97.1940470013583,1,6
20767,48,10,1-48-2021-010-03,3,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,1697,118.597247063654,12,6
20776,24,15,1-24-2021-015-04,4,2,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,1591,349.444582201165,1,6
20764,11,2,1-11-2021-002-04,4,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.4.1,1,2658,3632.14285395619,8,6
20777,28,11,1-28-2021-011-06,6,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,15001,100.435511737993,3,6
20774,16,10,1-16-2021-010-06,6,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,5390,927.956989674656,5,6
20775,16,11,1-16-2021-011-07,7,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,11798,2831.26805224292,5,6
20765,11,3,1-11-2021-003-02,2,1,1,4,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,4495,88.5808533325855,8,6
20782,31,11,1-31-2021-011-10,10,1,1,0,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,21080,255.507439927165,6,6
20785,27,12,1-27-2021-012-04,4,1,1,0,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,999997,113.736928962431,3,6
20784,77,12,1-77-2021-012-06,6,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,5166,643.376709041985,9,6
20787,59,6,1-59-2021-006-02,2,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,4987,112.554344398489,6,6
20808,17,12,1-17-2021-012-06,6,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,3124,414.151432027099,4,6
20807,17,11,1-17-2021-011-07,7,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,11800,1150.25400261958,4,6
20792,18,10,1-18-2021-010-04,4,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,5265,694.60855897201,6,6
20802,21,22,1-21-2021-022-04,4,1,1,5,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,8156,672.829288769304,11,6
20809,29,11,1-29-2021-011-07,7,2,1,3,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,17885,206.23249990977,2,6
20800,26,18,1-26-2021-018-09,9,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,9940,1236.36315927917,10,6
20794,22,15,1-22-2021-015-06,6,1,1,3,Crash Data Retrieval Tool 19.5.2,Crash Data Retrieval Tool 21.0,1,999997,101.807085820683,12,6
20795,22,16,1-22-2021-016-04,4,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,999997,152.937794293392,12,6
20795,22,16,1-22-2021-016-04,4,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,5027,152.937794293392,12,6
20815,20,12,1-20-2021-012-03,3,2,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,92,244.78444956648,11,6
20815,20,12,1-20-2021-012-03,3,3,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.3,1,14963,244.78444956648,11,6
20816,20,13,1-20-2021-013-03,3,2,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,8629,244.78444956648,11,6
20803,21,23,1-21-2021-023-02,2,1,1,7,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,11135,11.6475231613423,11,6
20791,19,24,1-19-2021-024-05,5,1,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,10660,47.5090336657469,9,6
20791,19,24,1-19-2021-024-05,5,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,21266,47.5090336657469,9,6
20814,19,25,1-19-2021-025-04,4,1,1,0,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,999997,380.911568048837,9,6
20805,54,5,1-54-2021-005-03,3,2,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,1531,356.212529969758,9,6
20779,23,12,1-23-2021-012-03,3,2,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.2.1,1,5409,228.57231837569,5,6
20828,77,13,1-77-2021-013-05,5,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,9773,88.4478334889355,9,6
20835,17,14,1-17-2021-014-03,3,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,72,107.486018200512,4,6
20836,12,3,1-12-2021-003-03,3,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,14691,368.899295206939,9,6
20836,12,3,1-12-2021-003-03,3,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,15848,368.899295206939,9,6
20842,24,19,1-24-2021-019-06,6,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,28894,414.524394090607,1,6
20840,48,11,1-48-2021-011-05,5,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,20847,77.0323095151438,12,6
20840,48,11,1-48-2021-011-05,5,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,24230,77.0323095151438,12,6
20844,24,21,1-24-2021-021-06,6,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,17507,414.524393932984,1,6
20841,48,12,1-48-2021-012-07,7,1,1,0,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,12249,2038.56271306381,12,6
20839,11,5,1-11-2021-005-04,4,1,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,3515,1978.50484870878,8,6
20847,52,24,1-52-2021-024-03,3,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,3080,58.3631607224939,12,6
20849,25,13,1-25-2021-013-06,6,2,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,9540,227.41845678672,2,6
20846,52,23,1-52-2021-023-09,9,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,999997,348.439134397927,12,6
20846,52,23,1-52-2021-023-09,9,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,15141,348.439134397927,12,6
20855,66,8,1-66-2021-008-04,4,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,33418,725.918410413119,6,6
20848,52,25,1-52-2021-025-05,5,2,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,9033,21.8811839095746,12,6
20858,32,20,1-32-2021-020-07,7,1,1,4,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,15742,8562.52098189279,7,6
20857,59,7,1-59-2021-007-02,2,1,1,0,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,5352,90.7007498401926,6,6
20863,14,10,1-14-2021-010-03,3,1,1,3,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,10991,605.663097226325,8,6
20861,73,13,1-73-2021-013-04,4,2,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,5317,291.592148826896,3,6
20850,25,14,1-25-2021-014-07,7,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,5471,631.067583904218,2,6
20866,18,12,1-18-2021-012-02,2,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,999997,48.5556827782631,6,6
20866,18,12,1-18-2021-012-02,2,2,1,3,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,999997,48.5556827782631,6,6
20868,27,14,1-27-2021-014-06,6,1,1,4,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,9837,179.703714201635,3,6
20877,20,15,1-20-2021-015-10,10,1,1,2,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,37300,3392.66410008421,11,6
20869,27,15,1-27-2021-015-06,6,1,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.1,1,7221,179.703714136013,3,6
20883,21,26,1-21-2021-026-04,4,1,1,7,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,659,350.760717704544,11,6
20887,22,19,1-22-2021-019-03,3,1,1,3,Crash Data Retrieval Tool 19.5.2,Crash Data Retrieval Tool 21.1,1,6305,37.5225239981295,12,6
20889,22,21,1-22-2021-021-09,9,1,1,1,Crash Data Retrieval Tool 19.5.2,Crash Data Retrieval Tool 21.0,1,40391,193.342982557736,12,6
20891,31,13,1-31-2021-013-04,4,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.2.1,1,6272,223.387528164507,6,6
20885,21,28,1-21-2021-028-07,7,2,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,10492,513.776825138204,11,6
20881,19,29,1-19-2021-029-03,3,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,5799,76.1555910594692,9,6
20822,26,19,1-26-2021-019-03,3,2,1,2,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.2.1,1,5385,209.097889740339,10,6
20893,77,15,1-77-2021-015-03,3,2,1,1,Crash Data Retrieval Tool 21.0,Crash Data Retrieval Tool 21.0,1,10145,923.86045666813,9,6
20896,18,14,1-18-2021-014-06,6,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,8263,458.303448782631,6,6
20899,13,11,1-13-2021-011-03,3,1,1,2,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,1182,263.260761304957,7,6
20902,77,17,1-77-2021-017-02,2,1,1,2,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.0,1,6503,86.1478225129126,9,6
20908,17,16,1-17-2021-016-05,5,1,1,2,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,19394,115.715484261415,4,6
20907,17,15,1-17-2021-015-02,2,1,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,4319,63.7137743550154,4,6
20907,17,15,1-17-2021-015-02,2,2,1,1,Crash Data Retrieval Tool 21.0.1,Crash Data Retrieval Tool 21.1,1,8263,63.7137743550154,4,6
24072,11,76,1-11-2021-076-03,3,2,1,0,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,873,809.112529344256,8,6
24080,52,190,1-52-2021-190-03,3,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,16708,23.9026976809091,12,6
24082,52,192,1-52-2021-192-10,10,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,19649,389.305805266161,12,6
24090,66,93,1-66-2021-093-10,10,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,20074,165.532461606891,6,6
24093,28,94,1-28-2021-094-10,10,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,5105,633.736511839745,3,6
24092,14,88,1-14-2021-088-02,2,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,3596,334.439498616343,8,6
24086,28,92,1-28-2021-092-06,6,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,10744,64.6065039488469,3,6
24095,32,129,1-32-2021-129-02,2,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,3010,143.869542624483,7,6
24094,32,128,1-32-2021-128-05,5,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,15566,394.256514300712,7,6
24097,31,90,1-31-2021-090-07,7,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,6485,242.440585619395,6,6
24099,27,97,1-27-2021-097-03,3,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,8590,73.2004366103644,3,6
24101,18,102,1-18-2021-102-08,8,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,21161,148.729354415883,6,6
24105,20,157,1-20-2021-157-06,6,1,1,2,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,10187,201.501526334769,11,6
24102,21,159,1-21-2021-159-03,3,1,1,3,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,2544,58.6939592002799,11,6
24105,20,157,1-20-2021-157-06,6,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,12220,201.501526334769,11,6
24108,20,160,1-20-2021-160-03,3,1,1,0,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,7241,99.964380871425,11,6
24113,21,162,1-21-2021-162-07,7,2,1,5,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,10886,323.071981589605,11,6
24118,76,81,1-76-2021-081-04,4,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,999997,85.2668506157759,3,6
24118,76,81,1-76-2021-081-04,4,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,3944,85.2668506157759,3,6
24112,26,178,1-26-2021-178-04,4,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.3,1,987,409.157676103454,10,6
