CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVNTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
21526,52,63,1-52-2021-063-06,6,1,1,3,2nd Prior Event,95,7715,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,118.755309427489,12,6
21526,52,63,1-52-2021-063-06,6,1,1,4,3rd Prior Event,95,7715,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,118.755309427489,12,6
21527,52,64,1-52-2021-064-04,4,1,1,3,2nd Prior Event,1,5978,0,1,9995.0000,1,9997.0000,-4.0250,246.0000,9.9820,270.0000,176.528957472477,12,6
21527,52,64,1-52-2021-064-04,4,1,1,1,Most Recent Event,1,5978,0,1,9995.0000,1,9997.0000,-4.0250,246.0000,9.9820,270.0000,176.528957472477,12,6
21527,52,64,1-52-2021-064-04,4,1,1,2,1st Prior Event,1,5978,0,1,9995.0000,1,9997.0000,-4.0250,246.0000,9.9820,270.0000,176.528957472477,12,6
21532,28,27,1-28-2021-027-06,6,1,1,3,Event Record 3,3,9206,1,8,0.5400,1,9997.0000,6.4400,76.0000,11.2700,70.0000,106.617006458922,3,6
21532,28,27,1-28-2021-027-06,6,1,1,2,Event Record 2,2,9206,0,2,0.1000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,106.617006458922,3,6
21532,28,27,1-28-2021-027-06,6,1,1,1,Event Record 1,1,9206,0,1,9997.0000,1,9997.0000,-9.6600,184.0000,-4.8300,180.0000,106.617006458922,3,6
21533,28,28,1-28-2021-028-03,3,1,1,1,Record 1,99,2103,0,1,9997.0000,1,9997.0000,0.0000,0.0000,-3.0590,292.5000,52.4243840843454,3,6
21627,52,69,1-52-2021-069-09,9,1,1,1,Most Recent Frontal/Rear Event,1,999997,1,97,9997.0000,1,9997.0000,-16.9050,9997.0000,997.0000,9997.0000,280.221683458238,12,6
21627,52,69,1-52-2021-069-09,9,1,1,2,Rollover,99,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,280.221683458238,12,6
21627,52,69,1-52-2021-069-09,9,2,1,1,Non-Deployment,1,26821,0,97,9997.0000,1,150.0000,997.0000,9997.0000,997.0000,9997.0000,280.221683458238,12,6
21633,31,31,1-31-2021-031-10,10,1,1,1,Most Recent Event,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,255.507439927165,6,6
21634,18,29,1-18-2021-029-05,5,1,1,3,2nd Prior Event,97,2369,0,1,0.0000,1,9997.0000,-12.0750,174.0000,-0.9660,38.0000,59.2757632022085,6,6
21634,18,29,1-18-2021-029-05,5,1,1,1,Most Recent Event,3,12783,0,2,0.9900,1,9997.0000,-62.9510,100.0000,-9.0160,50.0000,59.2757632022085,6,6
21634,18,29,1-18-2021-029-05,5,1,1,2,1st Prior Event,95,12783,0,1,0.0000,1,9997.0000,-4.9910,118.0000,-9.9820,60.0000,59.2757632022085,6,6
21638,29,31,1-29-2021-031-03,3,1,1,6,5th Prior Event,97,2054,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.2053441356663,2,6
21638,29,31,1-29-2021-031-03,3,1,1,5,4th Prior Event,97,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.2053441356663,2,6
21638,29,31,1-29-2021-031-03,3,1,1,4,3rd Prior Event,1,2644,0,97,9997.0000,7,9997.0000,-30.5900,127.5000,997.0000,9997.0000,63.2053441356663,2,6
21638,29,31,1-29-2021-031-03,3,1,1,3,2nd Prior Event,1,2644,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.2053441356663,2,6
21638,29,31,1-29-2021-031-03,3,1,1,2,1st Prior Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.2053441356663,2,6
21638,29,31,1-29-2021-031-03,3,1,1,1,Most Recent Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.2053441356663,2,6
21639,29,32,1-29-2021-032-04,4,2,1,3,2nd Prior Event,97,251,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,178.324755697293,2,6
21639,29,32,1-29-2021-032-04,4,2,1,2,1st Prior Event,1,1704,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,178.324755697293,2,6
21639,29,32,1-29-2021-032-04,4,2,1,1,Most Recent Event,95,1704,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,178.324755697293,2,6
21641,19,63,1-19-2021-063-03,3,1,1,1,Event Record 1,1,11263,0,1,0.0000,1,9997.0000,-11.2700,300.0000,3.2200,90.0000,82.7789888565403,9,6
21641,19,63,1-19-2021-063-03,3,1,1,2,Event Record 2,95,11263,0,2,0.1000,1,9997.0000,-3.2200,300.0000,-3.2200,300.0000,82.7789888565403,9,6
21643,19,65,1-19-2021-065-07,7,1,1,1,Event Record 1,2,20479,0,1,9997.0000,1,9997.0000,-14.4900,176.0000,3.2200,146.0000,476.608308812333,9,6
21643,19,65,1-19-2021-065-07,7,2,1,1,Event Record 1,1,18085,0,1,0.0000,1,9997.0000,-11.2700,300.0000,-1.6100,62.5000,476.608308812333,9,6
21643,19,65,1-19-2021-065-07,7,2,1,2,Event Record 2,95,18085,0,2,0.1000,1,9997.0000,-4.8300,300.0000,0.0000,117.5000,476.608308812333,9,6
21647,22,54,1-22-2021-054-04,4,1,1,2,1st Prior Event,97,999997,0,97,9997.0000,1,9997.0000,-0.4830,9997.0000,997.0000,9997.0000,40.149347057762,12,6
21647,22,54,1-22-2021-054-04,4,1,1,1,Most Recent Event,1,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,40.149347057762,12,6
21647,22,54,1-22-2021-054-04,4,2,1,4,3rd Prior Event,97,2385,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,40.149347057762,12,6
21647,22,54,1-22-2021-054-04,4,2,1,3,2nd Prior Event,1,7091,0,97,9997.0000,1,9997.0000,-21.4130,117.0000,997.0000,9997.0000,40.149347057762,12,6
21647,22,54,1-22-2021-054-04,4,2,1,2,1st Prior Event,1,7091,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,40.149347057762,12,6
21647,22,54,1-22-2021-054-04,4,2,1,1,Most Recent Event,95,7091,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,40.149347057762,12,6
22069,12,13,1-12-2021-013-06,6,1,1,2,1st Prior Event,95,20376,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,266.359360799673,9,6
22069,12,13,1-12-2021-013-06,6,1,1,1,Most Recent Event,95,20376,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,266.359360799673,9,6
22069,12,13,1-12-2021-013-06,6,2,1,1,Event Record 1,1,7850,0,1,9997.0000,1,9997.0000,-14.4900,120.0000,3.2200,92.0000,266.359360799673,9,6
22070,12,14,1-12-2021-014-04,4,2,1,1,Event Record 1,1,6912,0,1,9997.0000,1,9997.0000,-12.8800,188.0000,-12.8800,70.0000,417.160621147299,9,6
22071,17,45,1-17-2021-045-03,3,1,1,4,3rd Prior Event,97,1406,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,261.340510877345,4,6
22071,17,45,1-17-2021-045-03,3,1,1,2,1st Prior Event,1,3089,0,97,9997.0000,1,9997.0000,-10.4650,120.0000,997.0000,9997.0000,261.340510877345,4,6
22071,17,45,1-17-2021-045-03,3,1,1,3,2nd Prior Event,1,3089,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,261.340510877345,4,6
22071,17,45,1-17-2021-045-03,3,1,1,1,Most Recent Event,95,3089,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,261.340510877345,4,6
22071,17,45,1-17-2021-045-03,3,2,1,1,Event Record 1,1,2528,0,1,9997.0000,1,110.0000,-23.0230,112.5000,1.9320,110.0000,261.340510877345,4,6
22071,17,45,1-17-2021-045-03,3,2,1,2,Event Record 2,95,2528,1,2,0.1000,1,297.5000,-1.9320,297.5000,0.9660,222.5000,261.340510877345,4,6
22072,17,46,1-17-2021-046-03,3,2,1,1,Most Recent Event,1,556,0,1,9997.0000,1,9997.0000,11.5920,192.0000,0.0000,0.0000,261.340510877345,4,6
22074,48,43,1-48-2021-043-09,9,2,1,1,Deployment,1,28063,0,97,9997.0000,1,97.5000,-8.7745,97.5000,997.0000,9997.0000,682.981918319137,12,6
22074,48,43,1-48-2021-043-09,9,2,1,2,Non-Deployment,95,28063,1,97,9997.0000,1,90.0000,-0.0644,90.0000,997.0000,9997.0000,682.981918319137,12,6
22076,24,78,1-24-2021-078-03,3,1,1,2,Record 2,2,6584,0,2,0.3100,1,68.0000,3.2200,88.0000,-9.6600,66.0000,333.172313384275,1,6
22076,24,78,1-24-2021-078-03,3,1,1,1,Record 1,1,6584,0,1,9997.0000,1,130.0000,-48.3000,130.0000,-17.7100,80.0000,333.172313384275,1,6
22076,24,78,1-24-2021-078-03,3,1,1,3,Record 3,7,6584,0,3,4.9000,1,300.0000,-12.8800,300.0000,3.2200,262.0000,333.172313384275,1,6
22079,25,50,1-25-2021-050-05,5,1,1,2,Event Record 2,3,10663,0,2,1.6300,1,9997.0000,1.6100,140.0000,-6.4400,110.0000,51.7146935993595,2,6
22079,25,50,1-25-2021-050-05,5,1,1,1,Event Record 1,2,10663,0,1,9997.0000,1,9997.0000,-88.5500,236.0000,6.4400,112.0000,51.7146935993595,2,6
22081,52,89,1-52-2021-089-06,6,2,1,1,"Record 1, Most Recent",1,8976,0,1,0.0000,1,150.0000,12.0750,152.0000,3.0590,146.0000,136.270255006421,12,6
22083,52,91,1-52-2021-091-03,3,2,1,2,Event Record 2,1,8676,0,1,9997.0000,1,9997.0000,-19.3200,300.0000,-14.4900,202.5000,67.0051094567244,12,6
21697,16,35,1-16-2021-035-02,2,3,1,3,5th Prior Event,3,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.9355807568688,5,6
21697,16,35,1-16-2021-035-02,2,3,1,1,1st Prior Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.9355807568688,5,6
21697,16,35,1-16-2021-035-02,2,3,1,2,3rd Prior Event,95,1857,0,97,9997.0000,0,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.9355807568688,5,6
21697,16,35,1-16-2021-035-02,2,3,1,4,2nd Prior Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.9355807568688,5,6
24035,29,97,1-29-2021-097-06,6,1,1,1,Most Recent Event,1,8263,0,1,0.0000,1,9997.0000,29.9460,128.0000,3.0590,62.0000,161.395508173793,2,6
21889,19,76,1-19-2021-076-03,3,1,1,1,Most Recent Event - Non-Deployment,95,136,1,3,3.1000,1,9997.0000,0.9660,28.0000,5.9570,106.0000,104.756539641498,9,6
21889,19,76,1-19-2021-076-03,3,1,1,3,2nd Prior Event - Deployment,1,136,0,1,9995.0000,1,9997.0000,-20.9300,200.0000,-4.0250,154.0000,104.756539641498,9,6
23297,19,138,1-19-2021-138-02,2,1,1,1,Event Record 1,97,954,0,1,9997.0000,1,9997.0000,-6.4400,295.0000,0.0000,62.5000,47.1230765782335,9,6
23297,19,138,1-19-2021-138-02,2,1,1,2,Event Record 2,1,2643,0,1,9997.0000,1,9997.0000,-48.3000,300.0000,-8.0500,165.0000,47.1230765782335,9,6
21889,19,76,1-19-2021-076-03,3,1,1,2,1st Prior Event - Deployment,2,136,1,2,0.9000,1,9997.0000,-43.9530,262.0000,-3.0590,98.0000,104.756539641498,9,6
23546,19,148,1-19-2021-148-02,2,2,1,1,First Record,1,4202,0,1,9997.0000,1,9997.0000,-38.6500,300.0000,6.5100,110.0000,47.1230765782335,9,6
23469,19,144,1-19-2021-144-05,5,1,1,1,Most Recent Event,1,7173,0,1,0.0000,1,9997.0000,-28.9800,172.0000,-4.9910,216.0000,47.5090336657469,9,6
23628,19,153,1-19-2021-153-07,7,1,1,1,Event Record 1,1,14869,0,1,0.0000,1,9997.0000,-32.2000,95.0000,1.6100,127.5000,543.815098848832,9,6
23628,19,153,1-19-2021-153-07,7,1,1,2,Event Record 2,95,14869,1,2,0.1000,1,9997.0000,1.6100,182.5000,0.0000,137.5000,543.815098848832,9,6
23925,19,170,1-19-2021-170-04,4,1,1,1,Event Record 1,1,167,0,1,9997.0000,1,9997.0000,-4.9910,277.5000,24.9550,232.5000,258.450931126761,9,6
21697,16,35,1-16-2021-035-02,2,3,1,6,Most Recent Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.9355807568688,5,6
21706,32,58,1-32-2021-058-07,7,2,1,1,Most Recent Event,2,8564,0,97,9997.0000,1,9997.0000,-10.1430,72.0000,997.0000,9997.0000,4124.66965548814,7,6
21706,32,58,1-32-2021-058-07,7,2,1,2,1st Prior Event,1,8564,0,97,9997.0000,1,9997.0000,18.8370,138.0000,997.0000,9997.0000,4124.66965548814,7,6
21706,32,58,1-32-2021-058-07,7,2,1,3,2nd Prior Event,1,8564,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4124.66965548814,7,6
21706,32,58,1-32-2021-058-07,7,2,1,4,3rd Prior Event,97,6654,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4124.66965548814,7,6
21707,32,59,1-32-2021-059-08,8,1,1,1,Deployment,1,24558,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,566.892621830657,7,6
21711,27,37,1-27-2021-037-10,10,1,1,1,Non-Deployment,1,19728,0,97,9997.0000,1,150.0000,997.0000,9997.0000,997.0000,9997.0000,484.042077085217,3,6
21712,27,38,1-27-2021-038-03,3,1,1,1,Record 1,1,8687,0,1,0.0000,1,130.0000,-19.9640,170.0000,-5.9570,90.0000,21.5159332978039,3,6
21712,27,38,1-27-2021-038-03,3,2,1,1,Most Recent Event,1,8393,0,97,9997.0000,1,9997.0000,-8.2110,105.0000,997.0000,9997.0000,21.5159332978039,3,6
21712,27,38,1-27-2021-038-03,3,2,1,3,2nd Prior Event,1,8393,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,21.5159332978039,3,6
21712,27,38,1-27-2021-038-03,3,2,1,2,1st Prior Event,95,8393,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,21.5159332978039,3,6
21718,18,32,1-18-2021-032-07,7,2,1,1,Event Record 1,1,8081,0,1,9997.0000,1,132.5000,19.3200,135.0000,1.6100,75.0000,937.579730890218,6,6
21508,10,53,1-10-2021-053-07,7,1,1,1,Most Recent Event,1,12262,0,1,9995.0000,1,9997.0000,-19.9640,138.0000,1.9320,54.0000,1819.56873908602,4,6
21843,30,40,1-30-2021-040-03,3,1,1,2,Second Record,1,4146,0,1,9997.0000,1,9997.0000,-51.0370,150.0000,997.0000,9997.0000,803.899733126029,10,6
21843,30,40,1-30-2021-040-03,3,1,1,1,First Record,97,756,0,1,9997.0000,1,9997.0000,-9.9820,100.0000,997.0000,9997.0000,803.899733126029,10,6
21843,30,40,1-30-2021-040-03,3,3,1,1,Most Recent Event,3,10607,0,97,9997.0000,1,9997.0000,-11.5920,109.5000,997.0000,9997.0000,803.899733126029,10,6
21843,30,40,1-30-2021-040-03,3,3,1,2,1st Prior Event,2,10607,0,97,9997.0000,1,9997.0000,9.3380,133.0000,997.0000,9997.0000,803.899733126029,10,6
21843,30,40,1-30-2021-040-03,3,3,1,3,2nd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,803.899733126029,10,6
21843,30,40,1-30-2021-040-03,3,3,1,4,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,803.899733126029,10,6
21838,26,63,1-26-2021-063-10,10,1,1,1,Most Recent Frontal/Rear Event,99,999997,0,97,9997.0000,1,9997.0000,-2.2540,9997.0000,997.0000,9997.0000,2631.50429294105,10,6
21842,66,34,1-66-2021-034-07,7,1,1,1,First Record,1,8335,0,1,9997.0000,1,9997.0000,-19.9640,250.0000,997.0000,9997.0000,195.174233981444,6,6
21847,77,41,1-77-2021-041-03,3,1,1,1,Event Record 1,1,4237,0,1,9997.0000,1,9997.0000,-9.6600,152.0000,0.0000,130.0000,316.183547395101,9,6
21847,77,41,1-77-2021-041-03,3,2,1,1,Event Record 1,1,4439,0,1,0.0000,1,9997.0000,9.6600,165.0000,0.0000,77.5000,316.183547395101,9,6
21847,77,41,1-77-2021-041-03,3,2,1,2,Event Record 2,97,4439,0,2,0.0000,1,9997.0000,1.6100,70.0000,0.0000,37.5000,316.183547395101,9,6
21848,77,42,1-77-2021-042-03,3,1,1,1,Event Record 1,1,8405,0,1,9997.0000,1,145.0000,-17.7100,180.0000,-19.3200,122.5000,316.183547395101,9,6
21848,77,42,1-77-2021-042-03,3,2,1,1,First Record,1,5642,0,1,9997.0000,1,9997.0000,-28.4970,138.0000,4.6046,132.0000,316.183547395101,9,6
21849,54,23,1-54-2021-023-03,3,1,1,1,Event Record 1,95,4043,0,1,9997.0000,1,9997.0000,-1.6100,300.0000,0.0000,287.5000,215.541147713819,9,6
21853,17,40,1-17-2021-040-03,3,1,1,1,Record 1,1,1729,0,1,9997.0000,1,222.0000,-40.2500,222.0000,1.6100,66.0000,172.30570540978,4,6
21856,48,36,1-48-2021-036-04,4,1,1,2,Record 2,1,1795,0,2,2.2200,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,462.841724946,12,6
21856,48,36,1-48-2021-036-04,4,1,1,1,Record 1,2,1795,0,1,9997.0000,1,130.0000,-6.4400,186.0000,22.5400,130.0000,462.841724946,12,6
21857,48,37,1-48-2021-037-04,4,1,1,4,3rd Prior Event,97,13945,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,462.841724946,12,6
21857,48,37,1-48-2021-037-04,4,1,1,5,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,462.841724946,12,6
21857,48,37,1-48-2021-037-04,4,1,1,2,1st Prior Event,1,14342,0,97,9997.0000,1,9997.0000,-14.1680,132.0000,997.0000,9997.0000,462.841724946,12,6
21857,48,37,1-48-2021-037-04,4,1,1,3,2nd Prior Event,1,14342,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,462.841724946,12,6
21857,48,37,1-48-2021-037-04,4,1,1,1,Most Recent Event,95,14342,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,462.841724946,12,6
21857,48,37,1-48-2021-037-04,4,2,1,3,2nd Prior Event,97,1748,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,462.841724946,12,6
21857,48,37,1-48-2021-037-04,4,2,1,2,1st Prior Event,1,6321,0,97,9997.0000,1,9997.0000,-17.0660,116.0000,997.0000,9997.0000,462.841724946,12,6
21857,48,37,1-48-2021-037-04,4,2,1,1,Most Recent Event,1,6321,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,462.841724946,12,6
21861,24,68,1-24-2021-068-03,3,1,1,2,1st Prior Event,1,999997,0,97,9997.0000,1,9997.0000,-31.5560,9997.0000,997.0000,9997.0000,305.358336605649,1,6
21861,24,68,1-24-2021-068-03,3,1,1,1,Most Recent Event,1,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,305.358336605649,1,6
21861,24,68,1-24-2021-068-03,3,1,1,3,2nd Prior Event,97,999997,0,97,9997.0000,1,9997.0000,-0.6440,9997.0000,997.0000,9997.0000,305.358336605649,1,6
21861,24,68,1-24-2021-068-03,3,1,1,4,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,305.358336605649,1,6
21863,76,30,1-76-2021-030-09,9,1,1,1,Non-Deployment,95,23390,0,97,9997.0000,1,127.5000,-6.5205,127.5000,997.0000,9997.0000,25.2319500495459,3,6
21864,52,78,1-52-2021-078-03,3,1,1,1,Non-Deployment,97,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,31.0298817632061,12,6
21864,52,78,1-52-2021-078-03,3,2,1,1,"Record 1, Most Recent",1,7064,0,1,9997.0000,1,145.0000,-20.9300,145.0000,1.9320,75.0000,31.0298817632061,12,6
21865,52,79,1-52-2021-079-04,4,1,1,1,First Record,1,1000,0,1,9997.0000,1,155.0000,-8.9999,9997.0000,997.0000,9997.0000,93.8072034723025,12,6
21873,32,64,1-32-2021-064-02,2,2,1,1,Event Record 1,1,7578,0,1,9997.0000,1,110.0000,17.7100,110.0000,19.3200,220.0000,110.71573478258,7,6
21873,32,64,1-32-2021-064-02,2,2,1,2,Event Record 2,3,7578,1,2,0.3000,1,97.5000,-17.7100,197.5000,-12.8800,85.0000,110.71573478258,7,6
21883,27,41,1-27-2021-041-06,6,1,1,1,Event Record 1,95,10970,0,1,9997.0000,1,9997.0000,-1.6100,247.5000,-3.2200,300.0000,94.987232593781,3,6
21884,27,42,1-27-2021-042-03,3,1,1,1,Event Record 1,1,3030,0,1,9997.0000,1,9997.0000,-12.8800,140.0000,17.7100,98.0000,46.7059367918385,3,6
21884,27,42,1-27-2021-042-03,3,2,1,1,First Record,1,7701,0,1,9997.0000,1,9997.0000,-26.0820,130.0000,997.0000,9997.0000,46.7059367918385,3,6
21885,22,63,1-22-2021-063-03,3,1,1,1,Event Record 1,1,11606,0,1,9997.0000,1,9997.0000,-27.3700,268.0000,-1.6100,236.0000,60.6917769803106,12,6
21885,22,63,1-22-2021-063-03,3,2,1,1,Non-Deployment,2,29964,0,97,1.2000,7,300.0000,-17.2914,300.0000,997.0000,9997.0000,60.6917769803106,12,6
21885,22,63,1-22-2021-063-03,3,3,1,1,Event Record 1,2,2255,0,1,9997.0000,1,9997.0000,14.4900,170.0000,1.6100,160.0000,60.6917769803106,12,6
20523,13,3,1-13-2021-003-02,2,2,1,1,Event Record 1,1,2309,0,1,0.0000,1,9997.0000,-47.9780,90.0000,22.0570,95.0000,73.7025912358478,7,6
20523,13,3,1-13-2021-003-02,2,2,1,2,Event Record 2,97,888888,7,2,9997.0000,0,9997.0000,-0.9660,8888.0000,-0.9660,8888.0000,73.7025912358478,7,6
20699,13,7,1-13-2021-007-10,10,2,1,1,Deployment,1,20671,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,20346.058771798,7,6
20699,13,7,1-13-2021-007-10,10,2,1,2,Non-Deployment,95,20671,0,97,1.1000,7,9997.0000,-0.1771,9997.0000,997.0000,9997.0000,20346.058771798,7,6
20917,13,12,1-13-2021-012-02,2,2,1,2,Event Record 2,2,21422,0,1,9997.0000,1,9997.0000,22.5400,142.5000,-1.6100,295.0000,55.2168174434704,7,6
20917,13,12,1-13-2021-012-02,2,2,1,1,Event Record 1,3,21422,1,1,9997.0000,1,9997.0000,-16.1000,170.0000,1.6100,127.5000,55.2168174434704,7,6
20918,13,13,1-13-2021-013-04,4,1,1,1,Most Recent Event,4,2265,0,1,9995.0000,1,9997.0000,-12.0750,256.0000,14.9730,212.0000,4083.83427354429,7,6
20367,14,1,1-14-2021-001-04,4,1,1,1,Event Record 1,1,777,0,1,0.0000,1,9997.0000,-3.0590,180.0000,-0.9660,195.0000,2225.23386789893,8,6
20613,14,4,1-14-2021-004-07,7,1,1,1,Event Record 1,1,11607,0,1,9997.0000,1,9997.0000,-1.6100,297.5000,-1.6100,252.5000,3042.470104942,8,6
20614,14,5,1-14-2021-005-06,6,2,1,1,First Record,1,11891,0,1,9997.0000,1,9997.0000,-29.8977,166.0000,-10.3040,98.0000,1087.40598304036,8,6
20709,14,6,1-14-2021-006-03,3,2,1,1,Most Recent Event,1,4919,0,1,9995.0000,1,9997.0000,-31.0730,154.0000,-1.9320,62.0000,1111.01570206428,8,6
20761,14,8,1-14-2021-008-05,5,1,1,1,First Record,1,10008,0,1,0.0000,1,9997.0000,-11.3666,50.5000,997.0000,9997.0000,252.290284723637,8,6
20863,14,10,1-14-2021-010-03,3,1,1,1,Record 1,2,10990,1,8,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,605.663097226325,8,6
20863,14,10,1-14-2021-010-03,3,1,1,2,Record 2,1,10990,0,2,9997.0000,1,236.0000,-38.9620,236.0000,5.9570,212.0000,605.663097226325,8,6
21886,22,64,1-22-2021-064-10,10,1,1,1,Deployment,1,27439,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1538.37421690663,12,6
21897,20,55,1-20-2021-055-06,6,1,1,1,Event Record 1,1,12051,0,1,9997.0000,1,9997.0000,-30.5900,287.5000,9.6600,212.5000,155.892149888987,11,6
21906,21,70,1-21-2021-070-02,2,1,1,1,Event Record 1,1,8406,0,1,9997.0000,1,9997.0000,-54.7400,258.0000,-6.4400,48.0000,14.4868019053708,11,6
21906,21,70,1-21-2021-070-02,2,1,1,2,Event Record 2,95,8406,1,2,0.1500,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,14.4868019053708,11,6
21910,33,11,1-33-2021-011-03,3,2,1,1,Event Record 1,1,9338,0,1,9997.0000,1,9997.0000,19.3200,165.0000,-3.2200,300.0000,204.85333640063,12,6
21912,29,40,1-29-2021-040-03,3,1,1,2,1st Prior Event,1,2610,0,97,9997.0000,1,9997.0000,-28.9800,226.0000,997.0000,9997.0000,63.1877399774564,2,6
21912,29,40,1-29-2021-040-03,3,1,1,1,Most Recent Event,2,2610,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.1877399774564,2,6
21914,25,45,1-25-2021-045-04,4,2,1,1,Event Record 1,1,1561,0,1,9997.0000,1,9997.0000,14.4900,272.5000,-1.6100,65.0000,1118.81192145062,2,6
21920,59,24,1-59-2021-024-02,2,2,1,1,Most Recent Event - Deployment,1,5303,0,1,9997.0000,1,9997.0000,-19.0000,116.0000,-5.0000,66.0000,64.7976556419355,6,6
21921,59,25,1-59-2021-025-05,5,1,1,3,2nd Prior Event,97,6174,0,97,9997.0000,1,9997.0000,-13.2020,158.0000,997.0000,9997.0000,78.3025960487807,6,6
21921,59,25,1-59-2021-025-05,5,1,1,2,1st Prior Event,1,8400,0,97,9997.0000,1,9997.0000,-3.8640,77.0000,997.0000,9997.0000,78.3025960487807,6,6
21921,59,25,1-59-2021-025-05,5,1,1,1,Most Recent Event,1,8400,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,78.3025960487807,6,6
21922,17,41,1-17-2021-041-05,5,1,1,1,Deployment,1,30702,0,97,0.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,111.15457465114,4,6
21922,17,41,1-17-2021-041-05,5,1,1,2,Non-Deployment,95,30702,0,97,9997.0000,1,250.0000,997.0000,9997.0000,997.0000,9997.0000,111.15457465114,4,6
20863,14,10,1-14-2021-010-03,3,1,1,3,Record 3,95,10990,0,3,0.0200,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,605.663097226325,8,6
